,BNPIDRXA,BNPIF3AX,BNPIF3XM,BPFXSTGU,BNPICCE3,BNPIVMRU,BPCURVW4,BNPIVCXA,BNPIAIRT,BPFXGGUR,BNPIFXMG,BNPIAIRU,BNPIAIRG,BNPIAIRJ,BNPIAIRE,BNPIEC03,BNPIAIRB,BNPIPLEE,BNPIPMEE,BNPIPQEE,BNPIPVEE,BNPILUEE,BNPIPMUH,BNPIPQUH,BNPIPVUH,BNPIMDEA,BNPIAIFH,BNPICVXA
04/03/2016,294.39,496.7761,206.8394,128.4716,211.0864,169.5851,113.9978,121.8802,115.4498,168.8578,157.6484,124.3252,155.8127,133.3646,97.8725,163.1304,108.871,165.0418,201.8006,190.5696,153.0872,133.6893,109.2166,125.971,95.5365,2360.8777,121.5955,125.3116
07/03/2016,291.2361,487.2306,204.1461,128.3461,211.1846,168.8441,113.9841,121.7891,115.449,169.0518,157.8592,124.5491,155.7611,135.0552,97.9127,165.0829,108.8834,165.1332,202.0549,190.9586,153.4705,133.7184,109.2489,126.2333,95.8772,2354.6367,121.5916,125.255
08/03/2016,292.5987,487.1753,204.545,128.3545,213.6441,167.7033,114.007,121.7427,115.2844,168.7552,158.3044,124.3584,154.8602,134.7992,97.5354,166.2614,108.7146,165.2544,201.5106,190.6385,152.8089,134.1702,108.9755,125.6771,95.5468,2365.4485,121.6767,125.1945
09/03/2016,289.8182,481.6829,203.1507,128.2794,213.4952,167.3053,113.9805,121.6668,115.2178,168.6103,158.0715,124.5125,154.8675,134.3833,97.3948,164.9803,108.353,165.5089,201.2955,190.1896,152.1089,134.2302,108.9376,125.9396,95.7198,2358.4751,121.604,125.1531
10/03/2016,291.5513,484.9149,202.5866,128.4142,214.4642,169.5647,113.9342,121.7544,115.2204,168.2088,156.7897,124.9772,154.5251,134.3322,97.9291,169.4099,108.6613,164.8802,200.8395,189.9777,151.9054,134.366,108.8941,125.8975,95.644,2351.4102,121.4556,125.2318
11/03/2016,290.5234,482.8935,202.6628,128.2586,211.9785,170.0555,113.908,121.8464,115.2739,168.5918,156.4716,124.6065,156.1491,135.3153,97.7196,165.7,109.042,165.2635,200.7479,189.6757,152.3035,134.1484,109.1625,126.0572,95.6056,2347.6821,121.7591,125.3539
14/03/2016,291.0835,485.0566,202.4084,128.3543,213.276,170.4407,113.9098,122.0778,115.3473,168.2535,156.6077,125.0643,157.0592,135.5089,98.3458,165.1387,109.5075,165.277,201.2818,189.8286,152.6745,133.8557,108.8681,125.6854,95.6244,2349.6074,122.1063,125.6101
15/03/2016,291.8508,485.0253,201.7993,128.4686,213.9767,170.4124,113.9001,122.2323,115.4409,167.5422,157.424,125.2632,157.5079,136.9607,98.6326,167.75,109.4592,165.4786,201.1845,189.8891,152.459,134.3192,108.5939,125.5346,95.3978,2356.4077,122.1435,125.7551
16/03/2016,289.5287,479.2859,204.0799,128.6989,213.7163,170.9139,113.9327,122.2909,115.5667,167.4164,157.3196,125.8076,157.7628,137.7688,98.9363,168.5117,109.4628,165.8748,202.0666,190.1257,152.6753,134.5733,108.903,125.8423,95.7208,2364.5562,122.1997,125.9008
17/03/2016,286.0462,482.2952,203.392,127.2234,212.5157,172.0828,113.9516,121.8366,115.6997,168.137,156.9215,125.8188,158.5065,138.2966,99.5406,170.0456,109.5759,166.3771,202.9124,190.4202,153.5905,134.9867,108.9041,125.911,95.6126,2385.1445,121.6295,125.45
18/03/2016,287.3271,482.1367,203.7657,127.2464,211.9649,173.3692,113.9553,122.0047,115.7984,168.313,156.7011,126.0076,159.1212,137.8979,100.188,170.6892,109.7574,165.8176,202.1981,190.2669,153.2854,134.8547,108.7624,126.0869,95.6664,2393.2197,121.9113,125.6201
21/03/2016,288.0914,482.81,205.2584,127.5282,212.5746,173.0537,113.9396,122.1685,115.7329,167.9796,156.9123,126.4583,159.095,,100.549,171.4816,109.9535,166.0694,202.2121,190.4333,153.0479,134.9175,108.6618,125.7438,95.5732,2392.1316,122.2394,125.8244
22/03/2016,288.331,481.0346,205.3106,127.5194,212.8554,173.6946,113.9318,122.3191,115.7254,167.9581,157.359,126.4823,159.2019,138.5954,100.6256,171.6982,110.1042,166.127,202.666,190.959,153.2883,134.9095,108.8747,125.8894,95.4825,2383.1597,121.9977,125.9816
23/03/2016,291.7181,481.9825,204.8572,128.203,213.2648,173.6767,113.9544,122.038,115.6051,167.7179,156.8904,126.4722,159.3637,138.8419,100.8986,171.8553,110.3111,166.2528,203.0358,191.3697,152.9726,135.3105,108.5487,125.533,95.08,2388.6929,121.8882,125.7108
24/03/2016,292.1576,480.6254,204.7682,128.3224,213.5154,171.7733,113.9278,122.2289,115.6934,167.8633,156.6768,126.8404,157.8546,138.5768,99.965,170.404,110.4455,166.2874,203.5526,191.7907,153.0414,135.2865,108.6537,125.861,94.9831,2393.4775,122.038,125.9417
29/03/2016,293.0917,481.9455,201.4127,128.2571,214.7407,173.2672,113.973,122.5689,115.7199,167.8204,156.5839,127.4363,158.8398,138.9672,100.6872,171.3999,110.5578,166.8031,203.7816,192.1939,152.6694,136.0711,109.2533,126.3504,95.04,2415.8203,122.011,126.2678
30/03/2016,294.0024,479.5139,201.7888,127.2258,214.605,176.0866,113.9882,122.6099,115.797,168.0414,157.5546,127.5137,158.4354,139.7513,100.9662,172.5804,110.5939,166.7986,203.7372,192.4934,153.3351,136.2431,108.7739,126.105,94.954,2427.3142,122.2601,126.3163
31/03/2016,293.8982,481.4307,202.0173,127.1503,214.877,175.8208,114.0035,122.7532,115.8299,168.0594,157.812,127.5717,158.6008,140.2719,100.9287,171.9051,110.5691,166.6088,204.1756,193.0579,153.5263,136.282,108.862,126.4081,95.1167,2434.0022,122.309,126.4457
01/04/2016,295.18,485.2999,199.6918,127.5505,215.0246,175.5839,113.9879,122.6841,115.9565,167.8228,157.7647,127.6552,158.5088,136.8784,100.0789,170.0733,110.5702,167.0502,205.1051,194.1099,154.4546,136.4228,108.9245,126.458,94.6997,2440.1648,122.3371,126.3644
04/04/2016,294.889,488.0851,197.6824,127.2123,215.1129,176.684,113.9895,122.7424,116.0062,167.9965,157.8126,127.7732,159.2708,137.4624,100.7017,170.5418,110.6875,166.8375,204.9387,193.9885,154.411,136.4301,108.7454,126.2033,94.5353,2450.26,122.4608,126.4391
05/04/2016,294.4702,490.4594,197.481,127.3871,213.8625,174.7001,114.0236,122.9729,115.921,167.7597,157.7508,127.3245,158.2617,136.7439,99.9401,167.9734,110.6065,167.4759,205.3534,194.1686,154.3783,135.9863,108.8281,126.1774,94.4658,2456.9756,122.1203,126.655
06/04/2016,293.0449,483.9205,201.0086,127.1488,215.3943,174.2581,114.0176,122.7771,115.9875,167.7962,157.9883,127.2771,158.4821,136.6626,100.3153,168.6729,110.6096,167.9186,205.5368,194.4254,154.5056,135.6764,108.8818,126.2423,94.2644,2460.8079,122.089,126.4871
07/04/2016,291.3443,482.6468,199.9846,126.7009,213.6283,175.0082,114.0403,122.6459,115.8348,167.8204,158.2429,126.2765,157.9148,136.8238,100.1155,167.2161,110.5901,168.4964,205.8363,194.8066,155.2704,135.7279,108.8288,126.1306,94.1712,2462.397,121.9441,126.3632
08/04/2016,289.5372,474.3044,203.4682,126.2972,214.2356,175.0258,114.0288,122.1765,115.8795,167.6914,158.503,126.8704,158.8566,137.1508,100.1318,168.6786,110.6208,168.2448,205.3965,194.3854,155.0861,135.9565,108.9793,126.2975,94.1397,2454.7451,122.2179,125.9
11/04/2016,290.3817,475.1655,204.8634,126.0494,213.8425,175.3481,114.0249,122.1597,115.9797,167.4454,158.7726,127.011,159.5696,137.6718,100.3437,169.3613,110.6451,168.1086,205.0888,194.1466,154.9412,135.4753,108.653,126.2508,94.2023,2451.1731,122.2422,125.8403
12/04/2016,287.485,471.7987,204.8754,126.1112,215.3043,173.2495,114.0019,121.8595,115.9322,167.3035,158.7239,127.0325,159.6707,137.9493,100.6579,169.956,110.7057,168.2177,204.9649,194.546,154.7494,135.649,108.4479,126.2662,94.2079,2437.4727,122.4013,125.5182
13/04/2016,287.772,472.7,203.7156,126.3675,216.3436,176.5673,113.9941,121.9894,116.0109,167.6947,158.4082,126.8607,157.8494,136.59,99.0489,169.7354,110.7608,167.2735,203.9332,193.4298,154.8599,135.0044,108.543,126.1525,94.4824,2426.6985,122.275,125.6457
14/04/2016,288.3197,472.9583,204.188,126.3684,216.4852,177.1317,113.9902,122.1524,116.0247,167.6589,158.5604,127.0724,158.2354,133.6548,99.4953,168.9891,110.8337,166.8077,203.0472,192.582,154.0519,134.8562,108.1415,125.4186,94.1537,2399.2236,122.3307,125.7437
15/04/2016,289.231,477.7869,203.1375,126.3108,216.5653,176.865,114.0073,122.156,116.0474,167.672,158.7024,127.2755,158.2194,134.0165,99.7947,169.6745,110.761,166.7428,202.5828,192.5344,153.8615,135.4675,108.5225,125.5566,94.1444,2411.3682,122.4572,125.7196
18/04/2016,289.1194,479.0474,201.5587,126.3102,217.2794,177.8043,113.9954,122.46,116.1119,167.6146,158.8759,127.4982,158.737,131.3767,99.9837,169.653,110.8955,166.4874,202.5066,192.2315,153.7125,135.5421,108.5162,125.5803,94.0951,2422.7188,122.6709,126.1914
19/04/2016,286.1863,477.6446,200.2421,126.2343,217.4202,178.9642,113.9683,121.9085,116.1553,167.3153,159.195,127.5006,158.7732,128.9903,99.8262,166.053,110.9294,166.3542,202.6466,192.3434,154.007,135.6862,108.5595,125.6842,94.2502,2400.0706,122.7387,125.6287
20/04/2016,285.7795,471.8435,202.1668,126.2577,217.4866,178.5012,113.951,121.8036,115.9108,167.4626,159.0002,127.5928,159.1319,128.4557,99.6645,162.7224,110.9361,165.5895,201.2309,190.7231,153.5305,134.829,108.2637,125.4283,94.2833,2381.3484,122.652,125.4899
21/04/2016,286.2392,472.7477,200.5083,126.3855,217.4093,178.016,113.9337,121.8734,116.0059,167.5247,158.6344,127.5376,159.26,127.151,99.6748,161.5421,110.4235,164.0546,200.3501,189.6314,153.3032,133.4686,107.7055,125.3223,94.0923,2341.9966,122.8068,125.5514
22/04/2016,286.0337,467.2195,201.3084,126.8605,217.7545,177.8859,113.9334,121.8304,116.1706,167.6681,157.7825,128.0759,158.4685,127.5397,99.9733,163.028,110.6096,164.0722,200.6302,189.3726,154.0488,134.1817,107.9641,125.7277,94.3083,2341.2617,122.3107,125.534
25/04/2016,288.2317,471.2015,200.6945,126.7163,217.8183,177.7988,113.9251,122.033,116.2076,167.6512,157.8941,128.1869,158.719,128.1569,100.154,165.0918,110.5374,164.6313,201.1063,189.7749,153.56,134.5868,108.0823,125.8471,94.0839,2348.3521,122.4694,125.7824
26/04/2016,287.7734,467.6417,202.5733,126.7724,218.1024,178.7531,113.9135,122.1,116.2199,167.5211,158.0127,128.2779,159.4521,127.9067,100.4936,164.9053,110.5173,164.1984,200.9562,189.2988,153.6254,134.6065,108.3443,126.2198,94.3023,2348.4209,122.4101,125.8847
27/04/2016,287.3725,463.1478,204.538,126.7998,218.3326,178.6129,113.923,122.0462,116.22,167.4096,157.4265,128.541,159.3684,128.8559,100.71,164.4754,110.5352,164.6581,201.8006,189.6666,154.3957,134.9586,108.7577,126.6992,94.3286,2353.6399,122.6234,125.8396
28/04/2016,287.9731,463.8702,205.1769,126.0955,217.24,179.8318,113.9459,122.122,116.2468,167.4288,158.4625,128.0644,159.8338,128.6703,101.1634,165.0199,110.6532,164.3477,201.977,189.4884,154.8272,135.2161,108.5787,126.6587,93.9949,2347.8076,122.3826,125.892
29/04/2016,286.7352,467.9631,202.8235,126.171,216.3733,176.9517,113.9477,121.8409,116.2866,166.9309,159.3568,128.1873,158.7916,,99.0642,166.3144,110.5744,164.7629,203.1425,190.868,155.1804,135.1661,108.2006,125.6598,93.3614,2353.8938,121.7427,125.6065
03/05/2016,289.3035,472.6893,201.0635,126.0889,216.2647,177.2319,113.972,121.8765,116.1631,166.8913,159.1124,128.455,158.7992,,99.114,165.0501,110.3411,165.8743,203.6548,191.4508,154.7653,135.3888,108.0749,124.7332,93.0535,2377.5508,121.6016,125.6154
04/05/2016,289.1167,470.4963,201.243,126.116,215.3788,176.9389,113.9852,121.9946,116.2444,167.2733,158.5289,128.5444,158.4346,,99.1139,163.4379,110.342,166.5869,204.2724,192.1862,154.9456,135.9179,108.1777,124.9577,93.0364,2379.8103,121.7033,125.7411
05/05/2016,290.1194,469.5713,203.2898,126.176,215.2398,177.5926,114.0004,122.043,116.2771,168.2989,158.0488,128.8932,159.0648,,99.7482,163.6411,110.437,166.7193,204.2934,191.9277,154.8384,135.9402,107.442,124.7077,92.6436,2389.0044,121.7199,125.7919
06/05/2016,290.1956,470.4421,203.628,125.7456,215.9284,177.5611,114.0096,122.1577,116.4924,166.8023,157.6429,129.494,159.3171,129.4443,100.0781,163.8746,110.5452,166.8224,204.0451,191.4462,154.4682,135.9546,107.7668,124.8597,92.6182,2394.1792,122.3654,125.9027
09/05/2016,290.6837,471.365,203.0692,125.8725,216.1129,179.0555,114.032,122.1182,116.5421,166.5054,157.0051,130.061,160.0489,130.8991,100.4812,164.4902,110.6561,167.1188,203.8625,191.7393,154.1588,136.0654,107.8541,124.6678,92.5738,2405.8862,122.4697,125.8471
10/05/2016,288.9679,464.1516,205.43,126.102,217.6935,180.5186,114.0261,122.1828,116.6158,166.8201,156.8958,129.6788,160.4649,130.227,100.74,165.3236,110.6946,166.6843,203.7868,191.5241,154.0269,136.0975,107.5955,124.7151,92.4248,2409.9802,122.5265,125.8666
11/05/2016,286.756,459.647,207.318,126.0923,216.4503,180.6022,114.0222,122.0788,116.6272,167.3895,157.3802,129.3091,161.0567,130.2693,101.1206,165.093,110.7991,166.6241,203.9803,191.6255,153.9523,136.1724,108.1391,124.7221,92.1983,2395.3335,122.5714,125.7464
12/05/2016,285.3465,456.7139,208.3268,125.997,216.5643,179.6623,114.0029,122.1891,116.6407,167.6263,157.2244,129.6654,160.8566,130.7753,101.1453,164.5487,110.7304,167.1551,204.2253,191.4769,154.1245,136.8776,108.1953,124.8948,91.9672,2392.2053,122.6527,125.854
13/05/2016,285.4449,458.9347,208.1593,125.7279,215.5189,180.0965,114.0105,122.2457,116.5886,167.6455,156.5632,129.5841,161.7202,130.3124,101.5536,165.5522,110.768,166.9132,203.7608,191.4692,154.053,136.624,108.2553,124.6757,92.1383,2389.896,122.5653,125.9079
16/05/2016,284.3506,457.376,210.1548,125.805,217.0519,179.8767,113.9986,122.2529,116.5415,168.1135,156.8621,129.7394,162.0904,130.9209,101.9358,165.7881,110.7831,166.5826,203.8522,191.5259,153.9388,136.5952,108.3308,124.4935,92.0525,2399.9722,122.75,125.926
17/05/2016,284.0566,456.7341,210.9193,125.9204,215.6623,179.8859,113.9793,122.4556,116.6188,168.5535,156.9366,129.4678,162.2967,131.037,102.2059,165.5753,110.8746,166.893,204.0392,191.6197,154.435,135.9367,107.9574,124.4489,92.1874,2379.6343,122.9256,126.0925
18/05/2016,285.333,455.9907,211.3164,125.6896,215.6146,179.8688,113.9407,122.4973,115.7912,168.078,156.2552,129.5742,162.9438,131.292,102.4302,166.2409,110.9015,166.5449,203.6869,191.3667,154.4756,135.3469,107.4093,123.8975,91.9798,2362.4333,122.6449,126.1389
19/05/2016,285.3791,450.9697,210.7339,125.4119,215.1639,178.096,113.9349,122.4561,115.784,167.513,155.4197,129.8375,161.5812,131.5711,102.2186,165.451,111.0279,166.1245,203.5473,191.0919,154.9201,135.5906,107.367,123.9857,91.9729,2353.6636,122.6865,126.0991
20/05/2016,285.2805,450.6969,210.5555,125.4937,216.1566,180.163,113.931,122.7002,116.0269,168.1484,155.4354,130.4226,161.1278,131.9665,102.4342,166.7127,111.2257,166.3736,203.9227,191.3815,155.1048,135.3273,107.3892,124.0959,92.2146,2358.9414,122.9559,126.3918
23/05/2016,286.5174,450.1393,210.3413,125.4723,215.9092,180.8639,113.9307,122.9825,116.0938,168.0756,155.542,130.8889,161.7918,132.9064,102.8055,166.6743,111.4429,166.2763,204.0254,191.651,155.2215,135.0467,107.215,124.281,92.1332,2362.8689,123.0725,126.7258
24/05/2016,287.2938,447.6959,211.465,125.3396,217.7478,181.5639,113.917,122.9304,116.1509,167.8867,155.479,130.3047,161.1451,133.389,101.8954,167.2686,111.5626,166.0859,203.4186,190.9933,154.3334,135.1399,107.2529,124.2816,92.0652,2368.0061,122.9156,126.6979
25/05/2016,286.4751,444.9457,212.1659,125.3037,218.1942,183.4426,113.9187,123.1413,116.2507,168.0263,155.4539,130.2861,161.2944,132.7051,101.439,164.1407,111.6036,165.7295,202.8299,190.2671,154.1928,134.8336,107.0654,123.68,92.9439,2357.5632,123.1053,126.9355
26/05/2016,287.7237,445.6494,211.7189,125.422,218.3984,183.3451,113.9474,123.2657,116.247,168.1168,155.8178,130.677,161.5518,132.9288,101.8073,163.6189,111.7549,165.9268,203.0921,190.3437,154.3104,135.2201,107.1942,123.5931,92.908,2364.7854,123.2546,127.0699
27/05/2016,288.2492,445.6652,211.4526,125.3485,218.6982,183.9666,113.9415,123.3625,116.309,168.0645,155.4154,130.8571,162.2646,133.421,102.3782,163.6878,111.7611,166.0203,203.0733,190.6187,154.1923,135.1475,107.3247,123.7566,93.0011,2368.3413,123.3109,127.155
31/05/2016,286.5847,444.2943,211.0236,125.5237,218.9405,184.8016,113.9392,123.4459,116.2661,168.9044,155.2215,130.9538,162.2592,132.8263,101.8117,165.5367,111.7195,166.2338,203.4459,190.8786,154.1966,134.9681,107.4389,123.8042,93.275,2369.7153,123.0378,127.2414
01/06/2016,284.5498,443.5228,210.7303,125.6425,219.0633,183.623,113.9389,123.3538,116.2523,168.6556,155.8775,131.1108,162.0121,132.4826,101.2882,166.9217,111.674,165.8999,203.6315,190.9197,153.7413,135.2645,107.5846,124.2147,93.328,2375.2996,122.8663,127.1572
02/06/2016,284.1917,442.7593,211.0233,125.556,219.302,184.0433,113.9521,123.5911,116.2987,168.7793,155.9431,131.3663,162.5351,132.0804,102.9361,167.8301,111.7245,165.6014,203.5494,190.8724,154.2018,135.6138,107.5543,124.5359,93.5406,2381.3938,123.2018,127.3661
03/06/2016,284.2501,448.9054,208.6704,125.924,219.7495,184.1477,114.0153,123.5877,115.8771,168.8871,157.526,131.8127,162.7383,131.7255,102.894,168.2719,111.6536,166.255,204.3197,191.2081,154.1489,136.0538,107.8184,124.6153,93.4269,2402.7234,122.0782,127.3718
06/06/2016,282.4854,446.6309,209.0458,126.1074,220.0855,185.7554,114.0147,123.6255,116.0563,168.6563,157.7024,131.7638,162.4157,132.8863,102.308,169.0037,111.7067,165.9128,203.8953,191.0381,153.9498,136.0463,107.5331,124.6803,93.5116,2403.7959,122.0113,127.4181
07/06/2016,282.791,440.345,210.6783,126.3582,220.1439,186.1126,114.0184,123.6344,116.1367,169.7367,157.8867,131.7321,162.7756,133.359,102.2669,169.1997,111.6555,166.1702,203.8941,191.4534,154.0798,136.3068,108.0926,125.3479,93.8077,2404.4011,121.9541,127.4259
08/06/2016,281.9238,440.9645,210.1217,126.4054,220.1752,185.287,114.0107,123.5961,116.1359,169.5446,158.2639,131.728,163.069,133.4953,102.2234,169.4689,111.6029,166.0857,204.2415,191.6307,154.6698,136.9071,107.9744,125.1066,93.6447,2416.2754,121.8758,127.3727
09/06/2016,280.4132,441.4214,208.3727,126.4032,220.3632,184.4263,114.0145,123.3275,116.1225,171.1312,158.2339,131.683,162.204,133.683,102.0138,169.0239,111.5243,165.9591,204.1046,191.2382,154.0915,137.3228,108.0664,124.8889,93.3378,2424.5002,121.4794,127.0869
10/06/2016,282.6116,446.9086,206.9561,126.4021,219.9433,183.0988,114.0288,123.2269,115.9714,170.6191,157.7288,130.461,157.9007,134.4388,99.1566,165.9592,111.4254,166.3294,203.7912,190.8543,153.6575,137.7453,107.834,124.5501,93.3459,2425.4795,120.6335,126.9772
13/06/2016,282.3259,448.3538,205.9528,126.4059,218.8393,181.3354,114.0456,123.2686,115.8591,170.3475,157.8355,129.5268,158.4323,130.8661,99.7213,163.9438,111.5413,165.9362,203.4028,190.5336,153.4062,137.7863,107.5429,124.1831,92.7699,2428.1504,120.6878,126.981
14/06/2016,281.8432,448.9153,205.7524,126.4742,218.5684,176.8529,114.0548,123.3777,115.9936,169.4615,157.3221,129.9583,157.4825,131.2702,98.6661,161.6788,111.321,165.6282,203.1719,190.3564,153.1104,138.0928,107.4602,124.1695,92.5347,2430.5898,120.5595,127.0876
15/06/2016,282.3079,453.3424,204.1129,126.4025,218.3107,180.0544,114.072,123.3983,116.0568,170.4342,157.4537,130.6187,157.0183,130.6146,98.2055,162.6346,111.3604,165.2972,202.5376,190.2087,152.8531,137.6663,107.5708,124.461,92.8984,2427.4836,120.9346,127.1044
16/06/2016,283.436,458.0062,202.1681,126.5115,218.8281,175.6623,114.0944,123.179,115.8287,169.569,157.1486,131.0589,155.5566,130.1239,97.437,161.9274,111.2704,165.3605,202.3092,190.0004,152.5031,137.8525,107.5593,124.2382,92.7464,2441.1743,120.6214,126.8287
17/06/2016,282.3403,450.7189,204.9221,126.6327,218.3063,180.3464,114.064,123.215,115.989,169.791,157.7002,131.2404,156.262,130.1873,98.7912,162.7781,111.3703,164.9636,202.3438,190.0093,153.3605,137.8491,107.6937,124.5418,93.195,2427.1719,120.8562,126.8293
20/06/2016,280.3159,445.7937,206.6926,126.825,219.2964,183.7188,114.0187,123.2523,116.0983,170.6186,158.3343,131.7991,154.3722,130.0353,96.9143,163.2867,111.6054,166.1954,203.0961,190.8092,153.5899,137.9575,107.7834,124.7569,93.2132,2414.6399,121.5462,126.8419
21/06/2016,280.3819,444.2837,207.4564,126.7287,219.5715,182.3729,114.0071,123.2073,116.1538,170.6446,158.1588,131.7784,153.7357,129.7005,96.6094,162.6645,111.6516,165.8274,202.3894,190.0596,152.6667,138.1489,107.754,124.5516,93.0744,2407.4651,121.2689,126.7987
22/06/2016,282.2941,448.0472,206.3003,126.5175,218.794,182.7517,114.0127,123.0392,116.1184,171.5772,158.1705,130.4361,152.4417,129.1427,95.563,160.7845,111.5214,165.4394,202.0767,189.9604,152.3529,138.2703,107.7901,124.7588,93.0243,2402.8069,120.5233,126.6137
23/06/2016,281.9621,445.0563,206.2331,126.6277,220.5193,183.3032,113.9819,123.315,116.1155,172.257,158.6345,131.7065,154.1269,128.5105,97.2591,160.5545,111.7453,166.1078,203.0916,190.4684,153.3161,138.3819,107.8235,124.9677,93.0545,2409.8472,121.422,126.9389
24/06/2016,283.937,456.3382,206.0823,126.1753,215.8185,179.4732,114.1644,122.8764,114.827,172.8769,158.0529,124.1718,155.1188,120.6302,86.2227,165.8647,110.6621,166.2427,203.8062,190.7094,152.6811,138.6183,108.3452,125.0532,92.8028,2437.1267,117.6868,126.4949
27/06/2016,284.5043,459.7926,207.3692,126.3425,212.9373,175.2276,114.2147,123.1617,114.6456,171.9782,156.9041,125.2278,153.7164,121.9855,86.067,163.7213,110.683,166.8093,202.6118,189.26,151.4469,139.0073,108.5073,124.3302,92.1191,2439.4463,117.443,126.8363
28/06/2016,283.1925,455.0696,207.1388,126.8851,216.0534,180.7659,114.1951,123.0334,114.7528,172.2467,156.9088,125.2281,153.5362,123.1734,86.551,165.9729,110.8611,167.117,202.967,189.7165,150.9453,138.7793,108.547,124.4164,92.0645,2468.1016,118.0958,126.7388
29/06/2016,283.1599,451.7712,203.3325,127.908,218.156,186.8642,114.1851,122.9728,114.8909,173.6382,157.5191,124.4775,149.0371,124.4097,86.5083,167.363,110.963,168.9614,204.3886,190.7488,151.2069,138.9908,108.3144,124.3824,92.0195,2486.9446,118.3807,126.7216
30/06/2016,283.4638,455.8522,206.1207,127.5661,219.0036,187.8416,114.2104,123.0594,114.8819,173.4397,157.7236,124.2735,148.1254,124.8405,87.2991,168.1787,110.984,170.1339,205.5419,191.6745,151.1485,140.1352,108.5405,124.7911,92.0717,2504.5625,118.3632,126.8114
01/07/2016,283.9822,458.1097,204.9088,127.4409,219.3847,189.8108,114.2142,123.0314,114.8113,173.9213,157.9452,124.74,147.6375,125.4513,87.6146,168.4923,110.8675,169.4403,205.9162,191.6668,152.0668,140.0162,108.4358,124.6892,92.3258,2516.4045,118.6088,126.767
05/07/2016,288.5892,468.9569,204.7782,126.0989,219.3213,188.7308,114.246,122.6578,114.718,174.0975,158.0587,125.0637,148.3261,126.4352,87.702,169.8383,110.9555,169.5299,204.9748,190.67,150.4148,140.5887,108.6259,124.4948,91.7184,2516.1887,118.436,126.3928
06/07/2016,289.1032,466.6915,204.1124,125.2139,219.6506,188.1406,114.225,122.6157,114.7254,173.8611,157.9012,125.1137,147.7521,125.257,86.9663,168.7014,110.9336,169.0214,204.5736,190.1557,149.8474,140.3769,108.5413,124.5433,91.8237,2526.3179,118.531,126.3818
07/07/2016,290.4339,471.9499,207.0605,124.8326,219.8188,191.1291,114.2191,122.5007,114.7258,174.6931,158.435,125.4435,148.1014,125.5555,87.5397,169.4643,110.9493,169.0983,204.7049,191.1066,150.3687,140.1531,108.5993,124.9238,91.8554,2520.5056,118.6582,126.2699
08/07/2016,291.0279,470.9211,207.8951,124.001,219.7006,192.2879,114.2112,122.8268,114.8799,175.6907,158.5546,124.6543,149.4467,125.3028,87.7296,169.9549,111.064,169.1288,204.5544,191.1969,151.0686,140.2316,108.8665,124.9535,92.1783,2543.9214,119.0294,126.5957
11/07/2016,292.95,474.4427,207.5837,124.604,219.5481,193.5204,114.1935,122.9146,114.8595,175.1882,157.9074,124.6326,149.4053,123.7556,88.0052,169.6983,111.0823,169.288,205.4132,191.7245,151.6299,140.0741,108.8936,124.7009,92.3296,2533.8069,118.9096,126.6854
12/07/2016,290.5298,468.8974,205.0873,125.5628,218.0365,193.5553,114.1762,122.6034,114.8063,175.8724,157.68,124.3384,149.7942,122.1078,87.8949,167.0572,110.767,168.7763,204.8535,191.264,151.81,139.4511,108.71,125.171,92.8248,2517.3347,118.5703,126.3934
13/07/2016,291.8769,477.4947,207.9904,125.936,218.3933,193.7666,114.1934,122.3753,114.8041,175.7729,157.7643,124.6337,149.7424,121.764,87.7294,167.3641,110.7955,168.8841,204.8249,191.682,151.6767,139.7859,108.5616,124.8753,92.6661,2519.6345,118.6724,126.1509
14/07/2016,290.5842,473.1836,206.3763,126.8703,216.9679,194.1031,114.1545,122.6255,114.7035,174.9027,157.1764,124.5995,150.0323,122.2796,87.6871,164.1154,110.7689,168.7262,204.7743,191.2883,151.476,139.4558,108.5563,124.39,92.6046,2513.5898,118.6714,126.3823
15/07/2016,289.3462,472.112,206.348,126.3564,217.5641,194.3451,114.1394,122.8018,114.7155,174.3618,156.8299,124.8471,150.534,122.4184,88.3738,165.674,110.6372,169.0685,204.7819,191.5577,151.5715,139.401,108.4647,124.8211,92.6834,2507.2642,118.5449,126.5258
18/07/2016,290.2598,475.3794,207.642,126.4271,217.3201,194.7059,114.1408,123.008,114.8689,174.2389,156.6415,125.0605,150.956,,89.0472,167.5632,110.8693,168.7513,205.1088,191.8192,151.6093,139.0017,108.3041,124.6588,92.7147,2508.9331,118.697,126.7612
19/07/2016,291.2429,477.414,207.929,125.7731,217.9203,194.9698,114.1406,123.1022,114.9918,173.7194,156.3701,125.2807,151.0903,122.5743,89.2857,169.3665,111.0346,169.2078,205.6791,192.7453,151.6796,139.1668,108.2422,124.3473,92.5092,2512.0747,118.5478,126.8798
20/07/2016,291.583,475.7361,206.9174,125.9771,217.2516,195.2514,114.1176,123.1085,115.0916,173.813,156.233,125.3015,151.1634,122.9149,89.1396,167.3145,110.9404,169.3436,205.9045,192.7985,151.7046,138.8996,108.0088,124.3902,92.7365,2506.9893,118.5605,126.8956
