,BNPIDRXA,BNPIF3AX,BNPIF3XM,BPFXSTGU,BNPICCE3,BNPIVMRU,BPCURVW4,BNPIVCXA,BNPIAIRT,BPFXGGUR,BNPIFXMG,BNPIAIRU,BNPIAIRG,BNPIAIRJ,BNPIAIRE,BNPIEC03,BNPIAIRB,BNPIPLEE,BNPIPMEE,BNPIPQEE,BNPIPVEE,BNPILUEE,BNPIPMUH,BNPIPQUH,BNPIPVUH,BNPIMDEA,BNPIAIFH,BNPICVXA
03/01/2007,153.6663,181.5663,112.1145,90.1218,100.0,95.4872,105.6487,,99.9994,150.4603,130.951,,100.0,,78.2918,100.0,99.9977,128.0786,148.1003,120.9601,137.488,109.1312,109.6681,114.6682,112.6115,864.8248,,
04/01/2007,153.699,183.3276,112.9935,90.228,100.0,95.5542,105.6708,,99.9986,150.2949,130.0979,,100.0083,100.0,78.298,100.01,99.9996,128.1707,147.7733,120.4843,136.8767,108.8743,109.8051,114.6962,112.2605,864.9515,,
05/01/2007,154.2276,180.1691,111.9295,90.3846,99.9697,95.3608,105.6251,,100.0106,149.5454,129.1806,,99.9424,99.9876,78.2762,99.9693,99.985,128.2099,149.1407,121.0231,137.4881,108.7382,109.5945,114.6205,112.4398,855.8688,,
08/01/2007,154.3188,177.3272,110.6079,90.3826,99.9952,95.4417,105.6079,,100.0222,149.5987,129.3281,,99.9642,,78.2842,99.9757,100.0028,128.5503,150.1971,121.5947,137.8128,108.8844,109.6909,114.4555,112.2247,854.7843,,
09/01/2007,154.0072,175.6288,109.6858,90.3365,99.9761,95.462,105.5857,,100.0333,150.446,129.6373,,100.0306,99.9128,78.3113,100.0067,100.0029,128.5082,150.2008,121.571,137.8311,109.0599,109.8676,114.1862,112.0361,855.2095,,
10/01/2007,153.6437,181.2081,111.1369,90.3307,100.0308,95.6212,105.569,,100.0293,150.6592,129.0498,,100.0128,99.7902,78.2811,99.9018,100.0074,128.4942,150.4503,121.8938,137.9472,109.1209,110.03,114.3783,111.5369,849.7101,,
11/01/2007,153.9421,186.282,113.443,90.2947,100.0951,96.2233,105.509,,99.9958,151.9302,129.4378,,100.0214,99.7513,78.2339,100.1277,100.0091,128.5806,150.2281,121.4676,137.4911,109.2534,110.2732,114.6193,111.4816,852.1761,,
12/01/2007,152.9406,181.7087,112.1527,90.3283,100.2382,96.3789,105.4695,,100.0139,151.3591,129.7329,,100.2315,99.8331,78.319,100.1934,99.9864,128.3584,150.0704,121.3282,137.6825,109.1368,110.2887,114.0822,111.7965,854.619,,
16/01/2007,153.5103,183.8287,113.6118,90.2959,100.2621,96.4545,105.4688,,100.0394,151.8102,130.1389,,100.2274,99.7489,78.3197,100.247,100.0056,129.1524,150.6383,121.6057,138.5877,109.3175,110.4379,114.0074,111.4705,862.827,,
17/01/2007,153.6763,184.6218,115.0639,90.2135,100.2642,96.4467,105.4333,,100.0452,151.7809,130.2624,,100.3259,99.7481,78.3204,100.1891,100.0162,129.1824,151.2499,121.7559,139.1795,109.4525,110.3137,114.0172,111.7811,866.0884,,
18/01/2007,154.2828,184.2237,115.5536,90.1592,100.2195,96.3664,105.4295,,100.0734,152.677,130.6526,,100.2192,99.7595,78.3941,100.178,100.013,129.1131,151.5087,121.7991,139.3647,109.6306,109.8745,113.7073,111.9788,868.111,,
19/01/2007,151.8265,181.2934,113.6579,90.1508,100.3497,96.5533,105.4127,,100.105,152.7106,130.6146,,100.4947,100.0398,78.5648,100.5743,100.0111,129.0971,151.3696,121.7159,139.3907,109.5051,110.2616,113.7402,112.1812,867.4856,,
22/01/2007,150.5938,181.9575,113.6678,90.0954,100.1319,96.461,105.4213,,100.1196,153.0795,130.867,,100.5481,99.9741,78.5447,100.3657,100.0219,128.8109,151.7522,122.1844,139.9513,109.4193,110.3541,113.8684,112.4037,869.2829,,
23/01/2007,147.4474,180.7206,112.8689,89.9669,100.2314,96.6566,105.4064,,100.1023,152.7058,131.7417,,100.6868,100.3073,78.699,100.4151,100.0484,128.649,151.4311,121.8469,139.6555,109.5203,110.6743,114.2582,112.6391,866.6517,,
24/01/2007,147.4024,181.1029,113.0143,90.1865,100.7814,96.7346,105.4194,,100.1079,152.0359,130.6394,,100.343,100.3375,78.6193,100.9447,100.0576,128.3055,151.2222,121.2782,139.4062,109.4544,110.6414,114.4499,112.8751,873.7377,,
25/01/2007,149.6504,184.6627,114.5089,90.1401,100.0328,96.4526,105.3804,,100.0455,151.949,130.5172,,100.3297,100.4459,78.5984,100.835,100.0791,128.1975,150.7947,121.1141,139.5566,109.4571,111.1511,115.2778,113.662,869.2656,,
26/01/2007,148.6895,181.863,113.0191,90.2749,99.9538,96.4234,105.3729,,100.076,152.1404,130.0245,,100.1835,100.9069,78.6675,100.582,100.1177,128.3808,151.1146,121.3537,139.7279,109.1666,111.2726,115.8886,114.1328,865.7231,,
29/01/2007,150.0767,181.0089,113.8747,90.2381,99.8732,96.4526,105.3485,,100.0968,152.2082,130.3932,,100.3999,100.9762,78.7152,100.896,100.1145,128.115,151.4006,121.1709,139.455,109.3103,111.3851,115.8715,114.6024,868.7211,,
30/01/2007,145.9749,174.4451,109.731,90.3678,100.268,96.56,105.3782,,100.0878,151.1894,130.1446,,100.7856,101.1899,78.8596,101.2984,100.1114,127.9397,151.5862,121.183,139.2167,109.2134,110.9535,115.679,114.7614,866.0827,,
31/01/2007,146.2796,175.4302,110.2458,90.4225,100.4739,96.6053,105.3984,,100.0986,150.8308,129.9169,,100.7178,101.1387,78.7595,101.1227,100.1113,127.8165,152.5336,121.7663,139.4946,109.0533,110.2759,115.7957,114.9114,865.3898,,
01/02/2007,147.4987,175.3834,111.5705,90.4444,101.03,96.7265,105.387,,100.1167,150.054,129.6293,,100.3749,100.9886,78.9133,101.4614,100.1399,128.0775,152.5888,122.0634,140.038,109.124,110.183,115.9887,115.3259,872.779,,
02/02/2007,147.8192,171.3371,110.9909,90.4314,101.1633,96.7677,105.4126,,100.234,150.5436,129.9529,,100.6957,101.3208,79.2634,101.7695,100.2247,128.4516,152.4756,121.8136,140.1938,109.4277,109.7944,115.5295,115.2669,876.0672,,
05/02/2007,147.127,170.3836,110.6457,90.4616,101.1325,96.7823,105.4249,,100.2653,151.1036,129.3629,,101.0579,101.1432,79.4662,101.9699,100.2138,128.6776,152.4244,121.9701,140.2537,109.4024,110.209,115.7432,115.2042,875.0385,,
06/02/2007,146.6581,171.7331,110.387,90.4522,101.2147,96.7798,105.4305,,100.1975,150.9541,129.5166,,100.9946,101.5759,79.5661,102.0394,100.2594,128.8701,152.4029,121.9857,140.4025,109.5739,110.7622,116.231,115.5366,880.6426,,
07/02/2007,146.8824,171.2649,111.1607,90.4369,101.347,96.8846,105.4398,,100.173,151.071,130.1316,,101.0686,101.9221,79.738,102.2687,100.2771,128.6987,153.0416,122.3715,141.2081,109.619,110.8472,115.8328,115.3832,883.8266,,
08/02/2007,146.5168,168.6174,110.2256,90.4104,101.3484,96.8445,105.4583,,100.2187,151.144,130.5475,,101.0925,101.9758,79.8005,102.3254,100.3507,128.31,153.3907,122.3405,140.9269,109.6439,110.3335,116.0508,114.4936,877.9877,,
09/02/2007,147.0832,169.8271,110.4022,90.4313,100.8463,96.7209,105.4154,,100.1604,151.0744,129.755,,101.2121,102.3597,79.9432,102.3558,100.2986,128.291,153.4995,122.5641,141.0357,109.8221,110.1949,116.3372,114.5761,879.6676,,
12/02/2007,149.2724,172.5591,110.0908,90.4245,100.5952,96.6089,105.4077,,100.1951,151.3783,129.5292,,101.4182,,79.7089,102.371,100.3304,128.4064,153.2805,122.6359,141.4665,109.9052,109.9695,116.0774,114.8102,879.3099,,
13/02/2007,148.8298,174.8567,109.0423,90.4709,100.9536,96.8205,105.4245,,100.1975,151.506,129.2133,,101.6557,102.1177,79.7967,102.721,100.3442,128.4365,153.3528,122.5597,141.6054,109.9854,109.759,115.5996,115.1816,882.8834,,
14/02/2007,149.1306,177.7269,109.7748,90.4985,101.2692,97.0038,105.4559,,100.0812,151.8048,130.208,,101.7593,101.7409,79.9711,103.0198,100.4044,128.2406,153.6297,122.5448,142.3678,109.8879,109.647,115.5238,114.9763,889.6505,,
15/02/2007,148.8909,180.4584,109.8185,90.5691,101.3376,97.0436,105.519,,100.0377,151.6451,129.1907,,101.826,101.8977,80.1231,103.1607,100.2779,128.2807,154.1554,122.6173,142.4634,110.0008,110.4147,115.567,114.6054,892.528,,
16/02/2007,148.0058,177.5287,109.6401,90.5737,101.3445,97.0357,105.4965,,100.0474,151.57,129.024,,101.8855,102.5198,80.4167,103.2411,100.3508,128.4237,154.564,122.6794,142.7804,110.1209,110.393,115.7795,114.8038,891.9654,,
20/02/2007,148.072,177.1739,110.5847,90.57,102.1241,97.1281,105.4849,,100.145,152.5638,129.9414,,102.198,102.5641,80.6316,103.4359,100.4662,127.9965,154.3901,122.303,142.6314,110.2692,110.5284,115.9756,114.7791,899.0536,,
21/02/2007,147.1861,175.6663,110.4233,90.5693,102.0521,97.1966,105.4829,,100.2097,153.7624,130.1244,,102.1605,102.838,80.6178,103.1532,100.5361,127.7347,154.4161,122.1627,142.5588,110.2924,110.6487,115.934,114.8741,897.3187,,
22/02/2007,147.4769,176.4348,109.0297,90.5685,102.018,97.2438,105.4477,,100.1998,154.1334,130.2838,,102.2341,102.6075,80.7713,103.3295,100.4828,127.9335,154.3058,122.1055,142.8529,110.1493,110.3511,116.0276,115.3094,898.5921,,
23/02/2007,148.1114,179.1208,108.695,90.5678,101.7497,96.9953,105.4716,,100.1352,153.8594,130.2397,,102.5454,102.8321,80.9497,103.4553,100.441,127.9706,154.2731,122.2357,143.6007,110.0751,110.3489,116.6957,115.7922,896.7228,,
26/02/2007,148.3619,179.9871,108.492,90.5656,101.6945,97.0677,105.5082,,100.0874,153.9484,130.3802,,102.6161,102.881,81.0876,103.89,100.3734,128.1427,153.7834,121.9284,143.2855,110.3163,110.2861,117.0558,116.0439,895.8467,,
27/02/2007,148.8519,180.1769,108.2142,90.5648,98.6564,95.2323,105.6118,,99.759,151.9091,129.6871,,100.0497,103.0754,78.0849,101.8886,100.3211,127.4386,151.6269,120.9792,142.8255,110.0106,111.301,117.4302,116.9557,876.5513,,
28/02/2007,149.526,179.5392,107.639,90.5641,98.8116,95.7661,105.606,,99.8326,151.3564,129.2694,,98.6901,98.5781,77.374,100.5793,100.2955,127.5429,153.229,121.8329,143.3121,109.7568,111.376,117.1624,116.6757,869.2152,,
01/03/2007,149.2992,179.7793,107.3687,90.5246,99.1469,95.1558,105.6168,,99.7487,150.6746,128.5133,86.6974,98.4674,99.2649,77.4863,99.6379,100.2691,127.7142,152.662,121.9789,143.4206,109.4155,111.2583,117.0701,116.7632,858.6141,,
02/03/2007,149.2619,179.2569,107.1774,90.4633,98.1843,94.4281,105.6664,,99.6563,149.3683,127.9236,85.9586,98.5459,98.614,77.7763,99.299,100.2891,127.8881,154.1254,122.7298,144.1003,109.1546,110.8913,116.8734,116.5992,853.2847,,
05/03/2007,149.3229,178.0784,106.8583,90.283,97.4791,93.7989,105.6839,,99.763,147.3636,126.3278,86.1591,98.8979,96.39,77.8644,98.7763,100.2728,127.3809,153.0164,122.1055,143.4765,109.1243,110.7323,116.3981,114.3632,834.0593,,
06/03/2007,149.0571,177.7753,106.8586,90.3093,97.7911,94.66,105.6653,,99.9209,147.5141,126.5434,85.3331,98.9027,96.5584,78.1255,99.2287,100.3504,127.6199,153.2941,121.769,143.2899,109.0659,110.6665,116.1833,114.041,846.1626,,
07/03/2007,149.0435,179.6061,107.4783,90.5246,98.6884,95.2096,105.6762,,99.8638,147.7706,127.225,87.1834,99.2136,96.9119,78.487,99.4753,100.3982,128.0609,154.2249,122.1174,143.7597,108.9149,110.7978,115.8905,114.4522,845.0004,,
08/03/2007,149.2386,181.1497,107.9336,90.5417,98.7612,95.7533,105.6615,,99.8874,148.237,127.352,84.999,99.4325,96.2791,78.4414,100.141,100.4613,128.1405,154.3769,122.4215,143.9751,108.9646,111.2001,115.7697,114.3452,858.9951,,
09/03/2007,149.7599,181.2932,108.6657,90.6668,99.3041,95.8881,105.5781,,100.004,148.7231,127.6062,87.7595,99.9368,97.0414,78.6074,100.2995,100.5757,127.9761,154.3184,122.2742,143.4702,109.2832,111.2641,115.8762,114.4898,858.5405,,
12/03/2007,150.3092,184.4611,109.8087,90.8548,99.4346,96.225,105.5946,,99.9241,148.3425,127.9899,86.3653,100.3211,97.0077,79.0457,100.2586,100.5616,128.0411,154.4347,122.4691,143.6203,109.5075,111.7581,116.2881,114.3312,862.4493,,
13/03/2007,150.7925,183.9301,110.1967,91.0475,98.2226,94.4795,105.6594,,99.7551,148.7364,128.2537,87.2468,99.8549,96.6846,78.0332,99.914,100.5101,128.2042,154.5386,122.7935,144.4649,109.3647,112.169,116.3144,114.5061,856.7926,,
14/03/2007,150.2489,183.1696,110.2959,90.8517,98.6993,94.1449,105.6806,,99.7794,147.9174,128.1049,87.4616,97.7816,94.54,77.1555,98.1954,100.4747,128.0735,154.6587,123.3341,144.6253,109.2868,111.9657,116.3598,114.3187,845.0516,,
15/03/2007,150.1448,186.979,112.1242,91.003,98.9186,94.2811,105.6342,,99.8836,148.2856,128.726,87.7628,97.5048,94.6098,77.9601,99.3777,100.4974,128.438,154.7275,123.8524,145.0103,109.6311,112.2211,116.8911,114.765,852.0538,,
16/03/2007,150.4615,187.7577,112.7735,91.1129,98.6718,93.8499,105.6212,,99.9676,148.4416,129.1633,87.6308,97.5771,95.2821,78.1262,99.5077,100.53,128.6924,154.8766,124.3926,145.3298,109.444,112.5144,116.9332,114.881,849.349,,
19/03/2007,150.6371,187.5273,112.5659,91.2583,99.3449,94.6906,105.5743,,100.0255,149.5126,129.6419,87.9986,97.8726,95.3212,78.0915,100.1486,100.5597,128.6141,154.8474,124.0935,144.6254,109.6176,112.7261,117.0342,114.6146,858.6661,,
20/03/2007,150.911,186.542,111.5388,91.3848,99.7022,95.1269,105.572,,100.0441,150.4534,129.2869,88.3601,98.2661,96.3735,77.9418,100.2282,100.5783,128.2779,154.8899,123.5711,144.003,109.8746,112.3137,116.9325,114.5054,862.5405,,
21/03/2007,150.9202,183.7865,110.4333,91.3889,99.5409,96.1133,105.6051,,100.0812,150.5521,129.1846,87.6927,98.4594,,78.2453,100.4186,100.5918,128.7141,155.2874,124.0281,144.7628,109.826,111.7322,116.4508,114.1193,866.5484,,
22/03/2007,149.9067,183.5247,110.2607,91.4257,99.0275,96.0486,105.5678,,100.0554,151.0259,130.2258,87.4153,98.3528,96.2668,77.2558,98.4926,100.6508,127.9862,154.3634,123.1929,143.7719,109.7721,112.06,116.4561,114.133,870.2607,,
23/03/2007,149.662,182.4646,109.282,91.4035,98.9892,96.0665,105.54,,100.1013,151.1179,129.9122,87.5017,98.6132,96.6321,77.0992,97.6687,100.6101,127.9547,154.0797,122.8718,143.6862,109.7563,112.288,116.5863,114.2654,870.7057,,
26/03/2007,149.9079,182.793,109.9458,91.4295,99.3483,96.0235,105.545,,100.0843,151.5052,130.4077,87.8494,98.554,96.7072,77.0521,99.7914,100.6267,128.4152,154.4712,123.2349,144.4504,109.9725,112.7585,116.9363,114.2114,867.3267,,
27/03/2007,149.7775,181.3556,109.1434,91.4118,99.7307,95.6395,105.5283,,100.0588,151.5128,130.3746,87.8577,98.8086,96.6629,76.8847,99.8749,100.6298,128.3907,154.392,123.0008,143.9382,109.8138,112.7026,116.9518,114.3394,865.4101,,
28/03/2007,148.9736,180.7474,108.9894,91.4118,99.6772,95.1122,105.5374,,100.1305,150.2133,130.0002,87.5124,98.7589,96.6914,76.9467,100.3823,100.6314,128.8005,154.7101,123.3845,144.2159,109.9948,113.2937,117.48,114.4107,861.0997,,
29/03/2007,147.7552,181.8735,109.5546,91.3982,99.7113,95.1833,105.4966,,100.2162,151.1341,130.1053,87.5756,98.9805,97.3064,77.1277,99.8848,100.6522,128.7765,154.7027,123.4,144.0932,110.1772,113.1684,117.4737,114.1254,862.1797,,
30/03/2007,146.6267,182.1992,110.0025,91.3893,99.894,95.2643,105.4744,,100.2093,151.6195,129.8834,87.947,99.5475,98.1202,77.5457,100.3158,100.6408,129.2388,154.8525,123.5468,144.1434,110.0551,113.069,117.4445,114.1558,862.1801,,
02/04/2007,147.2415,182.3532,110.8203,91.4726,100.0288,95.0827,105.457,,100.2544,152.5307,130.7726,87.7467,99.9714,97.1186,78.0756,100.6775,100.6704,129.5953,155.061,123.5877,144.5309,110.2788,113.6729,118.0184,114.131,859.6061,,
03/04/2007,148.2833,187.4497,112.7652,91.4757,100.1275,95.6452,105.4329,,100.3605,152.6101,130.6295,88.4037,100.2513,97.5966,77.9817,99.0683,100.6716,129.6521,154.9518,123.6058,144.489,110.3182,113.383,118.0001,114.1438,864.8565,,
04/04/2007,148.1208,188.9734,113.0584,91.4611,100.2568,95.9396,105.4549,,100.3754,152.9161,130.8325,88.6966,100.3929,97.0838,78.1378,98.6116,100.6769,129.5479,154.6267,123.3951,144.2785,110.1514,113.1504,117.7777,114.1681,869.2173,,
05/04/2007,147.9517,187.8546,113.0016,91.4163,100.2449,96.0412,105.4568,,100.4115,152.1785,131.2702,88.7599,100.4124,97.6186,78.6415,98.2988,100.6325,129.4823,154.2702,123.2429,144.1056,110.0356,113.2248,117.8368,114.2281,868.2508,,
10/04/2007,148.3065,188.5576,112.7211,91.3803,100.518,96.6712,105.3934,,100.4557,152.9767,131.8166,88.7257,100.6332,97.5731,78.3769,97.7572,100.6479,129.4585,154.6285,123.4189,144.2636,109.885,113.1181,117.6278,114.2461,870.4487,,
11/04/2007,148.2051,188.9094,112.8462,91.4127,100.3999,96.2474,105.3748,,100.5042,153.2956,131.8432,89.2864,100.4722,97.4581,78.0889,97.6793,100.6428,129.4212,154.3946,122.9801,143.7475,109.7582,113.0752,117.919,114.7411,869.9107,,
12/04/2007,147.7383,186.8606,111.9687,91.3823,100.6901,96.5027,105.358,,100.5424,152.8201,132.1558,89.4505,100.716,97.5814,78.317,98.3447,100.598,129.182,154.0278,122.5798,144.0708,109.7462,113.0089,117.7689,114.6908,869.8127,,
13/04/2007,148.1869,187.2002,112.4854,91.203,100.8757,96.7159,105.3134,,100.5178,153.8311,132.6957,89.6501,100.8874,97.9227,78.3243,97.837,100.5177,129.3278,153.7554,122.6055,144.1093,109.761,112.5875,117.5719,114.485,869.3389,,
16/04/2007,149.1769,188.7352,113.0256,91.1584,100.9122,97.1786,105.3239,,100.54,153.5071,133.1857,89.4856,100.8703,97.749,77.8603,95.9705,100.5262,128.4837,153.3688,122.1422,143.7923,109.7512,112.0022,116.9347,114.1973,874.4822,,
17/04/2007,149.5546,193.4089,114.3779,90.9601,100.7985,97.0412,105.3419,,100.5715,154.1978,133.6747,89.4433,100.7894,97.7387,77.9947,95.7932,100.5299,128.5664,153.2968,122.0489,143.663,109.7945,111.7671,116.5515,113.8323,875.485,,
18/04/2007,150.025,192.1614,113.9373,91.0339,100.9032,97.0366,105.3771,,100.6108,153.6868,133.4732,89.4962,100.6545,97.8826,77.9709,96.5584,100.5719,128.4992,153.2729,121.9462,143.3172,109.6292,111.3004,116.389,113.9562,876.4295,,
19/04/2007,150.3252,191.8142,114.2273,90.9957,101.0736,97.0947,105.3659,,100.6659,153.4596,133.6118,89.5291,100.7133,97.0628,77.9717,96.9467,100.4907,128.5672,153.2574,121.8439,143.3275,109.583,111.028,116.1884,113.6494,871.5176,,
20/04/2007,150.6048,192.7528,114.6524,90.9472,100.4076,97.0792,105.3547,,100.7833,153.81,133.6227,89.313,100.6361,97.9422,77.3927,95.2265,100.4704,127.8847,152.5982,121.2209,142.4335,109.5541,110.4562,115.6311,113.7132,877.1292,,
23/04/2007,149.9887,192.0771,114.0371,90.9802,100.7489,96.9325,105.3728,,100.7788,153.9297,133.3701,89.4234,101.1944,98.2643,77.5454,95.9919,100.5479,127.7291,152.7089,121.686,142.5501,109.5308,111.1527,115.9477,114.1586,877.907,,
24/04/2007,150.136,191.4692,113.8061,91.1328,100.9015,96.9365,105.3874,,100.7922,152.7143,133.4547,89.5101,100.9248,98.655,77.4749,96.6468,100.5566,127.3027,152.3828,121.5166,142.6351,109.4987,111.1035,115.5689,113.8785,877.7811,,
25/04/2007,150.2016,190.7943,113.7792,91.0432,100.0828,97.0126,105.3577,,100.8257,152.5764,133.7007,89.1507,101.1462,98.2559,77.7816,96.4797,100.5711,127.0146,152.807,121.6897,142.425,109.5762,110.8363,115.3292,113.852,879.1789,,
26/04/2007,150.9291,191.1685,114.1711,91.253,100.4224,97.0024,105.3153,,100.758,152.0973,133.1214,89.3825,101.1426,98.4651,77.8511,96.3893,100.5779,126.6743,152.7546,121.8561,142.4125,109.4477,110.4983,115.8675,114.2628,879.4676,,
27/04/2007,150.0872,190.6608,113.7772,91.0299,100.6577,97.0646,105.2983,,100.8343,152.4224,133.7721,89.6815,101.538,99.0925,78.3823,96.8006,100.6178,126.6401,153.1423,122.1939,142.6925,109.4715,109.7584,115.3844,114.1628,879.6017,,
30/04/2007,149.9173,191.025,113.696,90.9511,101.1384,96.772,105.3554,,100.6926,152.7802,133.8593,89.4568,101.7507,,78.4203,97.206,100.5116,126.3981,152.6436,122.0228,142.3289,109.4317,109.5613,115.33,114.1304,878.7928,,
01/05/2007,151.149,193.7986,115.4169,,101.1838,96.7545,,,100.7255,152.6854,133.5025,89.7478,101.7954,98.2606,,,,126.511,152.8476,122.1401,142.4274,109.6411,109.4152,115.4515,114.3193,878.8768,,
02/05/2007,151.5632,194.3052,115.8809,91.1957,101.2109,96.9418,105.2906,,100.8385,152.3135,133.2159,90.0374,101.6247,99.7007,78.6726,97.5692,100.3966,126.2772,152.7291,122.3146,142.6137,109.484,109.342,115.4675,114.3587,881.2455,,
03/05/2007,151.2745,194.9645,116.0514,91.2524,101.1626,96.9961,105.2592,,100.8026,152.3081,133.0043,90.0154,101.4575,,78.8554,97.8611,100.3957,126.0267,152.0066,121.1345,141.6569,109.6756,108.7574,115.4146,114.6193,884.1552,,
04/05/2007,151.8185,197.0186,116.8409,91.3359,101.2521,96.9497,105.2866,,100.9238,152.2886,133.0143,90.0816,101.185,,79.1831,98.029,100.4652,126.3233,152.1935,122.4487,141.9188,109.4151,108.9157,115.5361,114.7698,889.2,,
08/05/2007,152.2465,197.9139,117.2208,91.1241,101.5577,96.8018,105.277,,101.0163,152.9554,132.8196,90.3414,101.383,98.2403,79.4183,98.2718,100.5487,126.6731,151.8688,122.0099,141.9493,109.7287,108.1401,114.3793,114.6053,889.321,,
09/05/2007,152.3807,197.0285,116.6955,91.1119,101.7007,97.0312,105.2566,,100.9946,152.8689,132.8909,90.5368,101.6515,98.1216,79.6079,98.4816,100.5443,126.4132,151.5582,121.8938,141.7777,109.7357,108.452,114.8005,115.0511,888.7899,,
10/05/2007,152.4742,196.2307,116.7112,91.048,101.2079,96.7321,105.2675,,100.9759,153.0078,132.5513,90.2357,101.7738,98.5952,79.5805,98.157,100.6033,126.4306,151.6039,121.8503,141.655,109.4726,108.3694,114.6651,114.8871,882.2825,,
11/05/2007,151.4769,196.0984,116.4158,91.0901,101.732,96.9932,105.2693,,101.0152,152.8794,132.517,90.2476,102.0734,98.9163,79.6587,98.5805,100.6328,126.2708,151.0235,121.717,141.13,109.2254,108.2439,114.4777,114.9371,884.5946,,
14/05/2007,151.4977,194.0294,115.2469,91.0299,101.6737,96.7892,105.2283,,101.0103,153.2594,132.8396,90.3637,102.3198,98.9244,79.6779,98.681,100.4277,126.4132,151.6689,121.718,141.0936,109.3055,107.9801,114.3795,114.5864,889.4462,,
15/05/2007,151.723,194.7897,115.6735,90.9789,101.6199,96.7526,105.2042,,101.0218,152.7856,133.4192,90.4856,102.4361,98.9779,79.8213,99.0223,100.3809,126.0702,151.5084,121.5216,140.9509,109.4937,107.7014,114.2384,114.1428,888.4689,,
16/05/2007,152.2449,194.1617,115.08,91.1483,102.0119,96.843,105.1967,,101.1201,152.8652,132.9248,90.4876,102.722,99.503,79.9456,98.9916,100.4165,126.2036,151.8007,121.6919,141.1071,109.7825,107.4492,114.0743,113.8839,889.3079,,
17/05/2007,151.0688,190.6776,112.6104,91.1962,102.0929,96.7728,105.1561,,100.969,153.3068,132.314,90.7574,102.9591,99.4399,80.3965,99.1587,100.4351,126.4181,151.6459,121.7039,141.2114,109.5839,107.7311,113.7804,113.9793,889.1717,,
18/05/2007,150.7028,191.8529,113.5477,91.124,102.4419,96.8835,105.1431,,100.8047,153.3667,132.5255,90.7782,102.99,99.7636,80.666,99.6848,100.5131,126.3197,150.8432,121.2899,140.6031,109.62,107.7276,113.9328,113.7225,890.691,,
21/05/2007,150.6976,192.5208,113.8044,91.1102,102.6306,97.0172,105.1355,,100.8938,153.7261,132.2611,91.0085,103.3002,100.0486,81.0035,99.9688,100.5104,126.2723,151.0653,121.4235,141.1683,109.4952,108.1161,114.6906,114.1508,893.8235,,
22/05/2007,151.6968,191.2385,112.6787,91.1017,102.71,96.9935,105.1076,,100.7949,153.4851,132.4948,91.219,103.4941,100.3629,80.8785,100.0982,100.5684,126.4431,151.2645,121.6077,141.2405,109.1429,108.116,114.7304,114.5139,891.808,,
23/05/2007,152.0654,189.6097,111.4371,91.1338,102.684,97.0319,105.0589,,100.7843,153.9146,133.0821,91.251,103.7376,100.6828,81.0125,100.2554,100.5365,126.7383,151.6207,121.7344,141.3396,108.9051,107.974,114.96,114.9071,890.4723,,
24/05/2007,153.6601,188.6075,112.0045,91.1157,102.1507,96.7188,105.0699,,100.8,153.7075,132.565,91.003,103.5715,100.766,80.424,100.0333,100.5936,127.0395,151.8843,121.9194,141.5469,108.65,107.5903,114.9751,114.9964,881.1657,,
25/05/2007,153.2636,191.1358,112.4694,91.1066,102.5047,96.8751,105.0532,,100.9004,153.7173,132.7528,91.3268,104.0547,100.5894,81.0674,100.338,100.5934,126.5479,151.0699,121.3716,140.9316,108.7638,107.7292,114.872,114.9968,880.3244,,
29/05/2007,153.8575,191.948,112.8562,91.0703,102.7453,96.952,105.0269,,100.8945,154.0998,132.9695,91.6395,104.3631,101.2806,81.2152,100.6952,100.5863,126.4733,151.1906,121.3949,141.0069,108.6369,107.8514,115.1523,115.1364,877.7578,,
30/05/2007,153.2325,190.6745,112.4261,91.0678,103.1507,97.1341,105.0287,,100.9293,154.3518,132.5357,91.6183,104.3203,101.0096,81.3968,100.7503,100.608,126.3383,151.2847,121.4228,140.6423,108.6502,107.9332,115.3863,115.1174,877.6079,,
31/05/2007,153.3788,191.6237,111.7559,91.0331,103.183,97.1239,104.988,,100.8893,154.9648,133.2766,91.6986,104.6121,100.5081,81.3613,101.0048,100.5933,126.7671,151.551,121.7077,141.4651,108.6999,108.1833,115.6841,115.4182,885.2419,,
01/06/2007,153.4306,191.7493,112.3838,90.9777,103.335,97.233,104.9307,,100.861,155.9698,133.5735,91.7765,104.5303,100.6508,81.2933,100.7585,100.5703,126.9717,151.188,121.5579,141.3485,108.6501,108.3835,116.3238,115.3009,888.1682,,
04/06/2007,152.4977,191.3164,112.197,91.011,103.4803,97.1111,104.9299,,100.9182,156.0305,134.1707,91.8776,104.5489,101.1138,81.2494,101.1986,100.5775,126.7208,150.9121,121.4651,141.7007,108.6805,108.4406,116.0205,115.3902,888.2661,,
05/06/2007,153.0052,190.6567,111.7607,91.0559,103.3966,97.0102,104.9188,,100.8833,155.94,134.53,91.7205,104.6587,101.2149,81.4346,101.3829,100.5218,126.4913,150.3857,121.3066,141.4738,108.2928,108.1075,115.8291,115.4119,887.0151,,
06/06/2007,153.182,189.0843,111.9694,91.0718,102.6941,96.5785,104.9835,,100.8558,156.0439,134.4046,91.2386,103.7285,101.5005,80.3408,100.47,100.5199,126.0602,149.7016,120.7444,141.2854,108.3063,108.0937,115.6437,115.4819,877.747,,
