,FSTEMIB,CAC 40,DAX,SP 500,IBEX,SX5E
2002-10-31,23557.0,3150.040039,3152.850098,885.76001,6139.399902,2518.98999
2002-11-01,23267.0,3109.51001,3165.159912,900.9600220000001,6139.399902,2487.659912
2002-11-04,24341.0,3218.669922,3327.939941,908.349976,6366.200195,2592.550049
2002-11-05,24494.0,3247.389893,3351.320068,915.3900150000001,6369.100098,2614.139893
2002-11-06,24219.0,3212.860107,3298.840088,923.76001,6319.100098,2578.360107
2002-11-07,23504.0,3111.719971,3155.659912,902.650024,6115.600098,2485.810059
2002-11-08,23277.0,3058.179932,3079.100098,894.73999,6074.200195,2450.419922
2002-11-11,22937.0,3053.699951,3042.060059,876.1900019999999,6060.0,2434.72998
2002-11-12,23343.0,3064.639893,3115.8798829999996,882.9500119999999,6141.899902,2454.27002
2002-11-13,23260.0,3034.810059,3066.419922,882.5300289999999,6133.5,2435.679932
2002-11-14,23948.0,3148.600098,3188.389893,904.2700199999999,6271.700195,2525.73999
2002-11-15,23914.0,3162.389893,3191.76001,909.830017,6250.799805,2535.72998
2002-11-18,24304.0,3208.469971,3218.360107,900.3599849999999,6356.299805,2572.649902
2002-11-19,24299.0,3177.22998,3206.929932,896.73999,6299.299805,2550.469971
2002-11-20,24406.0,3153.5,3212.98999,914.150024,6264.299805,2544.3798829999996
2002-11-21,25156.0,3290.169922,3304.6298829999996,933.76001,6498.899902,2644.100098
2002-11-22,25221.0,3305.780029,3320.8798829999996,930.5499880000001,6539.200195,2648.139893
2002-11-25,25317.0,3295.679932,3299.23999,932.8699949999999,6580.700195,2638.110107
2002-11-26,24877.0,3215.189941,3191.6298829999996,913.3099980000001,6471.5,2564.48999
2002-11-27,25707.0,3313.76001,3346.139893,938.8699949999999,6700.100098,2654.77002
2002-11-28,25927.0,3329.98999,3360.76001,938.8699949999999,6704.100098,2669.889893
2002-11-29,25919.0,3326.649902,3320.320068,936.3099980000001,6685.600098,2656.850098
2002-12-02,25892.0,3298.76001,3380.1999509999996,934.5300289999999,6736.299805,2662.48999
2002-12-03,25153.0,3222.26001,3280.48999,920.75,6582.399902,2585.419922
2002-12-04,25182.0,3199.840088,3320.75,917.580017,6512.799805,2577.0
2002-12-05,24655.0,3158.040039,3224.73999,906.5499880000001,6425.299805,2527.179932
2002-12-06,24543.0,3185.77002,3207.530029,912.2299800000001,6425.299805,2531.659912
2002-12-09,23896.0,3115.6298829999996,3065.570068,892.0,6291.0,2459.02002
2002-12-10,24240.0,3142.75,3167.98999,904.4500119999999,6332.100098,2486.939941
2002-12-11,24455.0,3190.090088,3196.050049,904.9600220000001,6371.5,2515.340088
2002-12-12,24133.0,3137.429932,3111.8798829999996,901.580017,6251.600098,2471.3798829999996
2002-12-13,23794.0,3076.850098,3077.060059,889.4799800000001,6120.600098,2429.419922
2002-12-16,24448.0,3173.850098,3205.290039,910.400024,6311.399902,2522.050049
2002-12-17,24255.0,3138.610107,3139.969971,902.98999,6266.600098,2490.610107
2002-12-18,23699.0,3077.389893,3022.689941,891.1199949999999,6155.799805,2427.310059
2002-12-19,23460.0,3054.209961,2961.409912,884.25,6168.299805,2406.080078
2002-12-20,23884.0,3082.850098,3024.219971,895.76001,6208.0,2438.969971
2002-12-23,23904.0,3087.6201170000004,3000.840088,897.3800050000001,6240.200195,2456.5
2002-12-24,23904.0,3081.280029,3000.840088,892.4699710000001,6240.200195,2456.5
2002-12-25,23904.0,3081.280029,3000.840088,892.4699710000001,6240.200195,2456.5
2002-12-26,23904.0,3081.280029,3000.840088,889.659973,6240.200195,2456.5
2002-12-27,23352.0,3011.830078,2840.0,875.400024,6081.299805,2364.98999
2002-12-30,23508.0,3025.139893,2892.6298829999996,879.3900150000001,6036.899902,2386.409912
2002-12-31,23508.0,3063.909912,2892.6298829999996,879.820007,6036.899902,2386.409912
2003-01-01,23508.0,3063.909912,2892.6298829999996,879.820007,6036.899902,2386.409912
2003-01-02,24450.0,3195.02002,3105.040039,909.0300289999999,6284.0,2522.23999
2003-01-03,24541.0,3187.8798829999996,3092.939941,908.590027,6237.299805,2502.189941
2003-01-06,24804.0,3210.27002,3157.25,929.01001,6237.299805,2529.860107
2003-01-07,24487.0,3160.98999,3112.77002,922.929993,6349.299805,2504.909912
2003-01-08,24199.0,3094.090088,2993.0,909.929993,6377.200195,2449.780029
2003-01-09,24521.0,3152.290039,3037.679932,927.570007,6433.0,2492.179932
2003-01-10,24414.0,3160.1298829999996,3037.330078,927.570007,6438.899902,2489.01001
2003-01-13,24485.0,3169.820068,3060.649902,926.26001,6534.700195,2497.610107
2003-01-14,24531.0,3174.030029,3098.719971,931.659973,6589.200195,2509.429932
2003-01-15,24282.0,3134.659912,3049.399902,918.2199710000001,6566.799805,2479.709961
2003-01-16,24338.0,3142.590088,3054.110107,914.599976,6610.600098,2474.8798829999996
2003-01-17,23521.0,3056.929932,2918.820068,901.7800289999999,6458.200195,2390.350098
2003-01-20,23194.0,3020.070068,2893.550049,901.7800289999999,6390.799805,2352.810059
2003-01-21,22845.0,2992.389893,2870.570068,887.6199949999999,6346.299805,2326.929932
2003-01-22,22496.0,2931.3798829999996,2803.25,878.3599849999999,6249.700195,2278.219971
2003-01-23,22425.0,2917.969971,2811.219971,887.340027,6310.200195,2269.040039
2003-01-24,22181.0,2898.600098,2717.820068,861.400024,6268.899902,2234.560059
2003-01-27,21764.0,2795.780029,2643.800049,847.4799800000001,6022.399902,2154.530029
2003-01-28,21752.0,2800.070068,2671.360107,858.5399779999999,5955.399902,2159.800049
2003-01-29,22000.0,2840.050049,2706.570068,864.3599849999999,5941.0,2189.030029
2003-01-30,22425.0,2914.1298829999996,2693.780029,844.6099849999999,6019.600098,2238.189941
2003-01-31,22532.0,2937.8798829999996,2747.830078,855.7000119999999,5947.700195,2248.179932
2003-02-03,22754.0,2957.790039,2751.98999,860.320007,6017.200195,2270.72998
2003-02-04,22079.0,2863.5,2632.97998,848.2000119999999,5872.899902,2184.360107
2003-02-05,22506.0,2884.6201170000004,2725.8798829999996,843.590027,6002.600098,2225.439941
2003-02-06,22215.0,2836.179932,2649.0,838.150024,5885.600098,2169.8798829999996
2003-02-07,22235.0,2796.659912,2569.340088,829.6900019999999,5809.299805,2133.600098
2003-02-10,22061.0,2772.26001,2586.090088,835.969971,5787.600098,2125.75
2003-02-11,22723.0,2841.840088,2627.0,829.200012,5923.299805,2190.280029
2003-02-12,22486.0,2770.6201170000004,2571.25,818.679993,5840.200195,2136.600098
2003-02-13,22452.0,2758.649902,2555.27002,817.369995,5817.600098,2123.709961
2003-02-14,22806.0,2827.75,2674.459961,834.8900150000001,5972.799805,2199.969971
2003-02-17,23125.0,2882.1201170000004,2708.969971,834.8900150000001,6082.899902,2240.300049
2003-02-18,23457.0,2938.6298829999996,2740.139893,851.169983,6165.0,2280.820068
2003-02-19,22937.0,2859.189941,2624.649902,845.1300050000001,6036.799805,2208.179932
2003-02-20,22859.0,2804.48999,2591.26001,837.099976,5989.299805,2173.77002
2003-02-21,23264.0,2829.830078,2648.8701170000004,848.169983,6043.200195,2208.25
2003-02-24,23325.0,2785.610107,2571.350098,832.580017,5952.100098,2160.580078
2003-02-25,22735.0,2683.3701170000004,2485.5,838.570007,5803.200195,2081.300049
2003-02-26,22647.0,2658.570068,2450.199951,827.549988,5782.0,2058.969971
2003-02-27,23150.0,2715.800049,2513.219971,837.280029,5887.700195,2104.409912
2003-02-28,23279.0,2754.070068,2547.050049,841.150024,5999.399902,2140.72998
2003-03-03,23086.0,2762.25,2549.649902,834.8099980000001,5987.200195,2142.389893
2003-03-04,22711.0,2676.340088,2501.030029,821.98999,5861.799805,2093.040039
2003-03-05,22440.0,2655.070068,2498.02002,829.849976,5879.799805,2080.600098
2003-03-06,21830.0,2634.530029,2437.51001,822.099976,5816.899902,2043.3499760000002
2003-03-07,21488.0,2574.909912,2431.659912,828.8900150000001,5716.5,1992.449951
2003-03-10,21019.0,2513.610107,2329.040039,807.47998,5569.399902,1936.390015
2003-03-11,21022.0,2493.419922,2305.300049,800.72998,5606.399902,1934.339966
2003-03-12,20324.0,2403.040039,2202.959961,804.1900019999999,5452.399902,1849.640015
2003-03-13,21132.0,2554.709961,2354.310059,831.900024,5670.700195,1974.930054
2003-03-14,21920.0,2740.01001,2403.189941,833.27002,5904.899902,2079.709961
2003-03-17,22452.0,2831.72998,2487.1201170000004,862.7899779999999,6064.5,2158.0
2003-03-18,22208.0,2794.889893,2584.610107,866.4500119999999,6089.600098,2153.860107
2003-03-19,22542.0,2837.679932,2615.219971,874.0200199999999,6171.299805,2187.159912
2003-03-20,22237.0,2794.830078,2604.850098,875.669983,6102.100098,2156.889893
2003-03-21,22930.0,2890.679932,2715.060059,895.7899779999999,6258.0,2249.110107
2003-03-24,22205.0,2726.850098,2548.3701170000004,864.2299800000001,6005.0,2124.780029
2003-03-25,22589.0,2795.790039,2636.100098,874.73999,6123.799805,2184.97998
2003-03-26,22574.0,2787.560059,2579.330078,869.9500119999999,6142.799805,2172.639893
2003-03-27,22196.0,2722.840088,2584.050049,868.5200199999999,6022.399902,2132.5
2003-03-28,22301.0,2733.0,2520.840088,863.5,6029.200195,2132.110107
2003-03-31,21605.0,2618.459961,2423.8701170000004,848.179993,5870.5,2036.859985
2003-04-01,21803.0,2635.040039,2450.189941,858.4799800000001,5953.200195,2067.22998
2003-04-02,22476.0,2743.8798829999996,2589.350098,880.900024,6174.5,2160.22998
2003-04-03,22728.0,2788.689941,2569.810059,876.4500119999999,6238.0,2182.969971
2003-04-04,22767.0,2837.959961,2654.070068,878.849976,6324.100098,2223.169922
2003-04-07,23364.0,2935.679932,2808.939941,879.929993,6454.200195,2314.540039
2003-04-08,23360.0,2893.51001,2767.790039,878.2899779999999,6397.299805,2282.23999
2003-04-09,23245.0,2888.030029,2734.100098,865.98999,6468.5,2279.52002
2003-04-10,23045.0,2808.580078,2697.100098,871.580017,6407.799805,2222.399902
2003-04-11,23177.0,2838.139893,2733.949951,868.2999880000001,6442.299805,2247.469971
2003-04-14,23255.0,2874.97998,2776.780029,885.2299800000001,6488.600098,2273.959961
2003-04-15,23479.0,2921.52002,2834.1201170000004,890.8099980000001,6560.799805,2317.719971
2003-04-16,23289.0,2895.159912,2824.679932,879.909973,6503.100098,2294.949951
2003-04-17,23569.0,2898.610107,2899.780029,893.580017,6574.399902,2324.27002
2003-04-18,23569.0,2898.610107,2899.780029,893.580017,6574.399902,2324.27002
2003-04-21,23569.0,2898.610107,2899.780029,892.01001,6574.399902,2324.27002
2003-04-22,23711.0,2914.600098,2960.959961,911.3699949999999,6577.600098,2343.590088
2003-04-23,23953.0,2962.669922,2974.399902,919.0200199999999,6587.399902,2365.969971
2003-04-24,23787.0,2903.040039,2891.6201170000004,911.429993,6526.899902,2310.8701170000004
2003-04-25,23355.0,2866.73999,2838.22998,898.8099980000001,6492.5,2271.919922
2003-04-28,23914.0,2949.570068,2953.919922,914.840027,6607.799805,2344.02002
2003-04-29,23884.0,2940.800049,2908.959961,917.840027,6557.200195,2322.27002
2003-04-30,23887.0,2953.669922,2942.040039,916.919983,6489.5,2324.23999
2003-05-01,23887.0,2953.669922,2942.040039,916.2999880000001,6489.5,2324.23999
2003-05-02,23918.0,2963.1201170000004,2986.0,930.080017,6456.399902,2321.909912
2003-05-05,24106.0,2996.219971,3013.040039,926.5499880000001,6491.299805,2351.649902
2003-05-06,24411.0,3057.560059,3066.949951,934.3900150000001,6568.700195,2389.699951
2003-05-07,24343.0,3023.959961,3005.639893,929.6199949999999,6429.0,2357.139893
2003-05-08,23984.0,2939.169922,2886.080078,920.2700199999999,6300.5,2287.25
2003-05-09,24023.0,2967.889893,2956.590088,933.409973,6387.799805,2314.100098
2003-05-12,23987.0,2962.6298829999996,2937.26001,945.1099849999999,6395.0,2318.0
2003-05-13,23955.0,2963.6298829999996,2909.949951,942.2999880000001,6376.0,2312.899902
2003-05-14,24023.0,2961.830078,2926.030029,939.2800289999999,6363.399902,2309.929932
2003-05-15,24287.0,2995.97998,2989.3798829999996,946.669983,6413.799805,2344.01001
2003-05-16,24316.0,2994.8701170000004,2989.080078,944.2999880000001,6481.5,2349.1298829999996
2003-05-19,23491.0,2867.290039,2850.679932,920.7700199999999,6279.600098,2248.030029
2003-05-20,23516.0,2877.26001,2838.929932,919.7299800000001,6298.100098,2249.060059
2003-05-21,23323.0,2881.199951,2827.25,923.419983,6198.899902,2229.429932
2003-05-22,23730.0,2903.27002,2865.209961,931.8699949999999,6317.899902,2261.97998
2003-05-23,23843.0,2897.159912,2822.830078,933.2199710000001,6346.200195,2246.580078
2003-05-26,23843.0,2885.52002,2828.280029,933.2199710000001,6338.200195,2242.159912
2003-05-27,24184.0,2891.469971,2873.600098,951.4799800000001,6363.600098,2259.350098
2003-05-28,24572.0,2949.610107,2919.540039,953.2199710000001,6472.899902,2309.330078
2003-05-29,24729.0,2969.179932,2906.709961,949.6400150000001,6483.0,2310.830078
2003-05-30,24946.0,2991.75,2982.679932,963.590027,6508.5,2330.060059
2003-06-02,25197.0,3048.320068,3064.560059,967.0,6595.399902,2379.389893
2003-06-03,24909.0,3039.409912,3026.820068,971.5599980000001,6562.899902,2366.310059
2003-06-04,24982.0,3063.850098,3080.02002,986.23999,6637.700195,2394.790039
2003-06-05,24897.0,3034.070068,3039.76001,990.1400150000001,6591.100098,2365.76001
2003-06-06,25148.0,3093.209961,3127.459961,987.76001,6717.700195,2421.919922
2003-06-09,24863.0,3055.22998,3094.76001,975.929993,6670.100098,2388.550049
2003-06-10,25031.0,3083.850098,3140.340088,984.840027,6696.799805,2410.550049
2003-06-11,25234.0,3121.899902,3178.149902,997.4799800000001,6791.200195,2452.399902
2003-06-12,25348.0,3152.159912,3219.469971,998.51001,6849.100098000001,2479.919922
2003-06-13,25160.0,3108.939941,3168.709961,988.6099849999999,6857.200195,2440.320068
2003-06-16,25531.0,3174.48999,3264.5,1010.73999,6960.899901999999,2492.280029
2003-06-17,25634.0,3200.75,3286.47998,1011.659973,6977.100098000001,2505.98999
2003-06-18,25853.0,3213.929932,3304.149902,1010.090027,7015.799805,2527.439941
2003-06-19,25583.0,3164.909912,3247.110107,994.7000119999999,6908.600098000001,2491.98999
2003-06-20,25753.0,3190.110107,3238.97998,995.6900019999999,7081.600098000001,2515.330078
2003-06-23,25082.0,3119.23999,3186.389893,981.6400150000001,6919.700195,2450.570068
2003-06-24,25224.0,3103.340088,3217.340088,983.4500119999999,6871.399901999999,2446.780029
2003-06-25,25334.0,3108.699951,3198.820068,975.320007,6941.299805,2453.72998
2003-06-26,25143.0,3103.459961,3241.219971,985.820007,6944.600098000001,2452.860107
2003-06-27,25124.0,3109.02002,3224.659912,976.2199710000001,6970.100098000001,2453.48999
2003-06-30,24677.0,3084.100098,3220.580078,974.5,6862.0,2419.51001
2003-07-01,24197.0,3013.0,3146.550049,982.320007,6739.100098000001,2366.860107
2003-07-02,24404.0,3079.070068,3241.040039,993.75,6830.899901999999,2420.350098
2003-07-03,24311.0,3092.090088,3241.919922,985.7000119999999,6795.299805,2421.639893
2003-07-04,24416.0,3072.399902,3239.610107,985.7000119999999,6800.399901999999,2408.179932
2003-07-07,25019.0,3182.189941,3332.8701170000004,1004.419983,6944.600098000001,2486.01001
2003-07-08,25060.0,3177.969971,3344.459961,1007.840027,6965.700195,2492.72998
2003-07-09,24885.0,3139.929932,3322.429932,1002.2100220000001,6915.700195,2473.6201170000004
2003-07-10,24716.0,3098.280029,3269.840088,988.7000119999999,6838.5,2441.899902
2003-07-11,24960.0,3138.27002,3326.51001,998.1400150000001,6968.600098000001,2477.719971
2003-07-14,25219.0,3190.22998,3396.070068,1003.8599849999999,7046.0,2517.8798829999996
2003-07-15,25192.0,3179.330078,3384.6899409999996,1000.419983,7000.0,2503.360107
2003-07-16,25097.0,3150.719971,3387.639893,994.090027,6932.799805,2487.98999
2003-07-17,24958.0,3129.3701170000004,3330.679932,981.7299800000001,6945.299805,2449.72998
2003-07-18,25060.0,3129.209961,3366.709961,993.320007,6900.399901999999,2458.919922
2003-07-21,24809.0,3081.060059,3287.0,978.7999880000001,6825.200195,2419.810059
2003-07-22,24885.0,3092.6201170000004,3318.149902,988.1099849999999,6862.399901999999,2436.8798829999996
2003-07-23,24804.0,3089.409912,3304.47998,988.6099849999999,6868.0,2429.070068
2003-07-24,25053.0,3156.860107,3374.820068,981.599976,6981.100098000001,2480.8701170000004
2003-07-25,24826.0,3109.320068,3356.889893,998.679993,6903.799805,2442.1298829999996
2003-07-28,25080.0,3164.929932,3417.7700200000004,996.5200199999999,6996.700195,2486.76001
2003-07-29,24819.0,3142.389893,3428.1201170000004,989.2800289999999,6924.0,2470.409912
2003-07-30,24880.0,3172.51001,3429.030029,987.48999,6984.299805,2483.899902
2003-07-31,25131.0,3210.27002,3487.860107,990.3099980000001,7061.700195,2519.790039
2003-08-01,24919.0,3169.6298829999996,3438.889893,980.150024,6995.399901999999,2479.699951
2003-08-04,24758.0,3142.0,3405.3100590000004,982.820007,6945.0,2456.280029
2003-08-05,24841.0,3187.610107,3438.360107,965.4600220000001,6991.299805,2481.77002
2003-08-06,24582.0,3126.149902,3375.6599119999996,967.080017,6924.299805,2437.3798829999996
2003-08-07,24599.0,3130.560059,3331.889893,974.1199949999999,6900.299805,2436.060059
2003-08-08,24765.0,3165.48999,3332.23999,977.590027,6930.799805,2460.139893
2003-08-11,24951.0,3188.320068,3339.580078,980.590027,6965.399901999999,2479.060059
2003-08-12,25097.0,3208.22998,3381.709961,990.349976,7015.299805,2496.580078
2003-08-13,25134.0,3208.060059,3398.889893,984.0300289999999,6998.200195,2497.73999
2003-08-14,25446.0,3261.699951,3452.6999509999996,990.51001,7110.299805,2544.050049
2003-08-15,25446.0,3279.209961,3443.929932,990.669983,7110.299805,2548.860107
2003-08-18,25631.0,3301.080078,3507.2299799999996,999.73999,7170.700195,2574.0
2003-08-19,25651.0,3310.699951,3504.530029,1002.349976,7192.399901999999,2579.189941
2003-08-20,25492.0,3280.340088,3501.2299799999996,1000.2999880000001,7179.799805,2562.649902
2003-08-21,25480.0,3306.419922,3565.469971,1003.2700199999999,7214.899901999999,2583.909912
2003-08-22,25592.0,3328.98999,3549.0500490000004,993.0599980000001,7205.899901999999,2593.550049
2003-08-25,25343.0,3291.360107,3500.0900880000004,993.7100220000001,7166.399901999999,2565.030029
2003-08-26,25151.0,3256.689941,3455.4799799999996,996.7299800000001,7130.0,2537.139893
2003-08-27,25307.0,3280.02002,3483.080078,996.7899779999999,7143.299805,2560.76001
2003-08-28,25412.0,3322.949951,3492.669922,1002.840027,7175.100098000001,2575.98999
2003-08-29,25246.0,3311.419922,3484.580078,1008.01001,7111.299805,2556.709961
2003-09-01,25473.0,3358.5200200000004,3571.219971,1008.01001,7194.399901999999,2600.899902
2003-09-02,25529.0,3363.929932,3567.1999509999996,1021.98999,7203.899901999999,2599.800049
2003-09-03,25853.0,3422.780029,3647.51001,1026.27002,7291.700195,2641.550049
2003-09-04,25829.0,3410.6899409999996,3668.669922,1027.969971,7265.700195,2638.800049
2003-09-05,25800.0,3392.75,3607.709961,1021.3900150000001,7230.600098000001,2614.810059
2003-09-08,26122.0,3409.719971,3641.530029,1031.640015,7287.0,2635.590088
2003-09-09,25844.0,3375.26001,3594.399902,1023.169983,7220.0,2604.080078
2003-09-10,25580.0,3328.709961,3536.8701170000004,1010.919983,7116.0,2565.52002
2003-09-11,25605.0,3348.25,3566.850098,1016.419983,7113.399901999999,2572.73999
2003-09-12,25509.0,3322.560059,3508.0600590000004,1018.6300050000001,7022.899901999999,2546.780029
2003-09-15,25512.0,3338.360107,3516.3100590000004,1014.8099980000001,7057.600098000001,2555.639893
2003-09-16,25756.0,3386.4099119999996,3564.75,1029.319946,7132.0,2585.280029
2003-09-17,25795.0,3393.929932,3561.030029,1025.969971,7146.700195,2586.810059
2003-09-18,26105.0,3415.01001,3612.0200200000004,1039.579956,7195.700195,2608.580078
2003-09-19,26093.0,3373.639893,3578.6999509999996,1036.300049,7102.700195,2582.469971
2003-09-22,25465.0,3282.949951,3456.2700200000004,1022.820007,6953.299805,2514.110107
2003-09-23,25414.0,3266.040039,3411.0200200000004,1029.030029,6953.100098000001,2493.030029
2003-09-24,25443.0,3263.780029,3307.340088,1009.3800050000001,6909.0,2477.340088
2003-09-25,25231.0,3230.540039,3326.27002,1003.2700199999999,6895.700195,2465.1298829999996
2003-09-26,25029.0,3216.76001,3324.850098,996.849976,6809.399901999999,2447.919922
2003-09-29,24994.0,3188.709961,3323.3798829999996,1006.580017,6772.0,2440.1201170000004
2003-09-30,24616.0,3134.98999,3256.780029,995.9699710000001,6703.600098,2395.8701170000004
2003-10-01,24955.0,3191.01001,3329.830078,1018.2199710000001,6751.0,2439.25
2003-10-02,24921.0,3192.939941,3276.639893,1020.23999,6762.399901999999,2434.6298829999996
2003-10-03,25422.0,3296.360107,3419.0,1029.849976,6922.299805,2516.47998
2003-10-06,25251.0,3281.360107,3404.9099119999996,1034.349976,6894.200195,2497.100098
2003-10-07,25197.0,3254.75,3355.780029,1039.25,6894.100098000001,2476.610107
2003-10-08,25217.0,3248.610107,3395.330078,1033.780029,6924.299805,2473.8798829999996
2003-10-09,25563.0,3324.98999,3481.899902,1038.72998,7019.100098000001,2531.3798829999996
2003-10-10,25429.0,3306.1201170000004,3471.25,1038.060059,6974.700195,2518.439941
2003-10-13,25702.0,3360.3400880000004,3538.389893,1045.349976,7063.100098000001,2563.399902
2003-10-14,25692.0,3344.899902,3538.1298829999996,1049.47998,7040.700195,2552.3798829999996
2003-10-15,25990.0,3374.9799799999996,3570.580078,1046.76001,7043.5,2571.409912
2003-10-16,25953.0,3357.48999,3577.719971,1050.069946,7034.299805,2557.800049
2003-10-17,25824.0,3353.719971,3516.669922,1039.319946,6993.600098000001,2550.820068
2003-10-20,25831.0,3358.8000490000004,3559.330078,1044.680054,6984.799805,2552.179932
2003-10-21,25890.0,3363.3000490000004,3580.080078,1046.030029,7007.399901999999,2560.139893
2003-10-22,25507.0,3302.699951,3490.600098,1030.359985,6914.600098000001,2509.969971
2003-10-23,25268.0,3264.290039,3497.139893,1033.77002,6879.899901999999,2489.070068
2003-10-24,25287.0,3266.27002,3452.639893,1028.910034,6869.0,2482.560059
2003-10-27,25451.0,3306.590088,3517.100098,1031.130005,6951.0,2512.320068
2003-10-28,25631.0,3352.149902,3586.929932,1046.790039,7023.799805,2542.699951
2003-10-29,25753.0,3366.9499509999996,3615.419922,1048.109985,7030.399901999999,2556.159912
2003-10-30,25922.0,3387.360107,3639.6599119999996,1046.939941,7119.100098000001,2571.51001
2003-10-31,25973.0,3373.1999509999996,3655.98999,1050.709961,7129.5,2575.040039
2003-11-03,26337.0,3439.070068,3744.5,1059.02002,7215.299805,2631.649902
2003-11-04,26360.0,3424.8100590000004,3741.709961,1053.25,7199.700195,2627.320068
2003-11-05,26216.0,3393.25,3717.6999509999996,1051.810059,7196.100098000001,2609.899902
2003-11-06,26355.0,3412.179932,3733.929932,1058.050049,7228.100098000001,2626.679932
2003-11-07,26670.0,3453.1298829999996,3782.5600590000004,1053.209961,7267.799805,2657.600098
2003-11-10,26586.0,3425.1899409999996,3746.23999,1047.109985,7222.899901999999,2633.070068
2003-11-11,26361.0,3406.0500490000004,3729.8701170000004,1046.569946,7191.399901999999,2618.899902
2003-11-12,26498.0,3411.0500490000004,3748.3400880000004,1058.530029,7246.700195,2627.149902
2003-11-13,26672.0,3412.5500490000004,3765.5900880000004,1058.410034,7258.799805,2636.780029
2003-11-14,26782.0,3448.600098,3797.399902,1050.349976,7293.799805,2656.939941
2003-11-17,26357.0,3359.3000490000004,3674.540039,1043.630005,7134.0,2586.050049
2003-11-18,26505.0,3352.919922,3666.280029,1034.150024,7127.299805,2584.050049
2003-11-19,26447.0,3343.3798829999996,3652.290039,1042.439941,7131.5,2574.659912
2003-11-20,26368.0,3324.389893,3638.040039,1033.650024,7111.600098000001,2568.719971
2003-11-21,26367.0,3366.1201170000004,3642.25,1035.280029,7145.0,2578.23999
2003-11-24,26869.0,3412.0500490000004,3737.0900880000004,1052.079956,7243.799805,2632.25
2003-11-25,26927.0,3418.149902,3733.1599119999996,1053.890015,7251.899901999999,2625.310059
2003-11-26,26939.0,3415.1899409999996,3712.9799799999996,1058.449951,7227.399901999999,2619.560059
2003-11-27,27089.0,3431.6599119999996,3744.98999,1058.449951,7249.899901999999,2635.889893
2003-11-28,27156.0,3424.790039,3745.9499509999996,1058.199951,7252.5,2630.47998
2003-12-01,27478.0,3490.26001,3821.1999509999996,1070.119995,7372.299805,2674.6201170000004
2003-12-02,27453.0,3471.860107,3809.26001,1066.619995,7348.700195,2666.969971
2003-12-03,27650.0,3501.929932,3875.6599119999996,1064.72998,7384.299805,2694.01001
2003-12-04,27807.0,3496.5500490000004,3874.780029,1069.719971,7367.100098000001,2693.429932
2003-12-05,27620.0,3457.139893,3841.7299799999996,1061.5,7348.100098000001,2672.02002
2003-12-08,27488.0,3434.9099119999996,3806.540039,1069.300049,7348.100098000001,2651.409912
2003-12-09,27489.0,3456.1201170000004,3846.179932,1060.180054,7391.0,2672.6201170000004
2003-12-10,27282.0,3438.850098,3820.919922,1059.050049,7358.799805,2660.72998
2003-12-11,27501.0,3467.899902,3858.850098,1071.209961,7432.200195,2684.709961
2003-12-12,27368.0,3470.600098,3860.1298829999996,1074.140015,7434.399901999999,2685.389893
2003-12-15,27537.0,3490.419922,3875.469971,1068.040039,7471.799805,2698.77002
2003-12-16,27459.0,3486.600098,3865.9799799999996,1075.130005,7487.0,2697.139893
2003-12-17,27486.0,3479.8701170000004,3847.570068,1076.47998,7506.299805,2692.26001
2003-12-18,27632.0,3503.209961,3870.8798829999996,1089.180054,7585.5,2714.72998
2003-12-19,27378.0,3502.040039,3898.419922,1088.660034,7617.600098000001,2725.25
2003-12-22,26884.0,3496.0600590000004,3876.9399409999996,1092.939941,7619.100098000001,2714.090088
2003-12-23,26856.0,3500.0900880000004,3903.3400880000004,1096.02002,7696.5,2721.570068
2003-12-24,26856.0,3510.3000490000004,3903.3400880000004,1094.040039,7696.5,2725.070068
2003-12-25,26856.0,3510.3000490000004,3903.3400880000004,1094.040039,7696.5,2725.070068
2003-12-26,26856.0,3510.3000490000004,3903.3400880000004,1095.890015,7696.5,2725.070068
2003-12-29,27020.0,3520.790039,3952.719971,1109.47998,7760.399901999999,2744.199951
2003-12-30,26887.0,3529.179932,3965.1599119999996,1109.640015,7737.200195,2750.090088
2003-12-31,26887.0,3557.899902,3965.1599119999996,1111.920044,7737.200195,2760.659912
2004-01-01,26887.0,3557.899902,3965.1599119999996,1111.920044,7737.200195,2760.659912
2004-01-02,27384.0,3596.8000490000004,4018.5,1108.47998,7879.200195,2797.560059
2004-01-05,27530.0,3608.290039,4035.899902,1122.219971,7911.399901999999,2808.070068
2004-01-06,27652.0,3595.820068,4035.4399409999996,1123.670044,7911.399901999999,2805.909912
2004-01-07,27187.0,3563.51001,4004.399902,1126.329956,7913.700195,2782.52002
2004-01-08,27503.0,3592.7299799999996,4045.429932,1131.920044,7943.399901999999,2821.330078
2004-01-09,27441.0,3574.8000490000004,4016.179932,1121.859985,7924.600098000001,2800.159912
2004-01-12,27471.0,3560.100098,3995.9099119999996,1127.22998,7934.600098000001,2793.8798829999996
2004-01-13,27393.0,3576.179932,3996.219971,1121.219971,7946.100098000001,2801.969971
2004-01-14,27631.0,3612.5500490000004,4055.209961,1130.52002,7978.100098000001,2829.439941
2004-01-15,27742.0,3626.969971,4068.75,1132.050049,7957.299805,2840.800049
2004-01-16,27861.0,3671.8000490000004,4111.640136999999,1139.829956,7979.299805,2865.959961
2004-01-19,28133.0,3689.969971,4139.919922,1139.829956,8016.299805,2879.939941
