,HFRXAR,HFRXCA,HFRXDS,HFRXED,HFRXEDE,HFRXEH,HFRXEHE,HFRXEHG,HFRXEHV,HFRXEMC,HFRXEMN,HFRXEW,HFRXEWC,HFRXEWE,HFRXEWG,HFRXEWJ,HFRXFIC,HFRXGL,HFRXGLC,HFRXGLCD,HFRXGLE,HFRXGLG,HFRXGLJ,HFRXM,HFRXMA,HFRXMD,HFRXME,HFRXMLP,HFRXMREG,HFRXNA,HFRXRVA,HFRXRVAE,HFRXRVMS,HFRXSDV,HFRXSS
31/03/2003,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,1000.0,1000.0,,986.42,,,,1000.0,,,986.2,,,1000.0,1000.0,,1000.0,,,,1000.0,1000.0,,,
01/04/2003,,1000.54,1000.29,1000.45,1000.47,1003.76,1003.73,,,,1002.52,1001.43,,987.84,,,,1002.0,,1001.86,988.17,,,1001.51,1001.03,,1001.51,,,,1000.73,1000.74,,,
02/04/2003,,1001.21,1001.4,1003.03,1003.15,1008.31,1008.43,,,,998.36,1002.24,,988.75,,,,1004.23,,1004.42,990.49,,,1002.5,1000.36,,1002.62,,,,1000.79,1000.91,,,
03/04/2003,,1003.15,1005.81,1004.87,1005.04,1009.74,1009.91,,,,996.87,1003.06,,989.6,,,,1004.97,,1005.06,991.27,,,999.0,1002.84,,999.16,,,,1000.32,1000.48,,,
04/04/2003,,1005.0,1008.05,1006.13,1006.35,1008.19,1008.42,,,,996.14,1003.39,,989.98,,,,1004.96,,1005.09,991.31,,,999.18,1001.2,,999.38,,,,1001.62,1001.82,,,
07/04/2003,,1006.27,1009.38,1007.29,1007.55,1004.23,1004.46,,,,994.29,1003.25,,989.85,,,,1004.06,,1004.31,990.44,,,996.24,1000.97,,996.41,,,,1006.53,1006.78,,,
08/04/2003,,1008.13,1009.11,1006.21,1006.57,1003.03,1003.37,,,,996.45,1003.09,,989.81,,,,1003.46,,1003.76,989.96,,,995.85,999.51,,996.15,,,,1006.02,1006.38,,,
09/04/2003,,1009.33,1009.12,1004.85,1005.16,1002.37,1002.68,,,,995.86,1003.11,,989.8,,,,1003.19,,1003.4,989.65,,,996.96,1000.46,,997.27,,,,1005.88,1006.19,,,
10/04/2003,,1009.56,1009.85,1006.39,1006.75,1003.73,1004.09,,,,995.12,1003.18,,989.92,,,,1004.11,,1004.6,990.62,,,998.23,995.03,,998.6,,,,1006.59,1006.95,,,
11/04/2003,,1010.93,1012.0,1008.46,1008.94,1003.05,1003.51,,,,995.09,1003.87,,990.7,,,,1004.1,,1004.51,990.71,,,995.12,999.51,,995.56,,,,1006.53,1007.0,,,
14/04/2003,,1012.35,1012.16,1012.99,1013.44,1006.04,1006.49,,,,994.57,1005.45,,992.24,,,,1006.41,,1006.92,992.96,,,997.13,1000.08,,997.57,,,,1007.3,1007.75,,,
15/04/2003,,1012.97,1011.46,1014.98,1015.55,1006.31,1006.9,,,,992.19,1005.01,,991.95,,,,1006.56,,1007.08,993.25,,,996.48,996.84,,997.09,,,,1007.28,1007.87,,,
16/04/2003,,1016.28,1012.76,1015.05,1015.57,1002.76,1003.42,,,,990.54,1004.65,,991.64,,,,1005.22,,1005.7,991.98,,,997.31,996.64,,998.04,,,,1005.33,1005.96,,,
17/04/2003,,1016.26,1013.12,1019.04,1019.59,1005.07,1005.75,,,,988.0,1005.97,,992.98,,,,1007.31,,1008.03,994.06,,,1000.24,997.38,,1000.97,,,,1007.31,1007.97,,,
21/04/2003,,1013.68,1015.09,1018.81,1019.38,1008.64,1009.3,,,,988.62,1006.32,,993.33,,,,1008.69,,1009.54,995.42,,,999.77,995.21,,1000.5,,,,1008.37,1009.03,,,
22/04/2003,,1012.66,1014.88,1021.28,1021.62,1013.01,1013.49,,,,984.68,1007.26,,994.16,,,,1010.77,,1011.53,997.34,,,1000.77,998.7,,1001.47,,,,1008.57,1009.13,,,
23/04/2003,,1012.31,1018.5,1026.73,1027.03,1015.08,1015.57,,,,987.61,1009.29,,996.17,,,,1012.85,,1013.76,999.4,,,1000.14,1000.7,,1000.89,,,,1009.73,1010.32,,,
24/04/2003,,1016.05,1021.63,1026.37,1026.61,1015.19,1015.69,,,,990.53,1010.24,,997.13,,,,1013.03,,1014.96,999.59,,,996.92,1002.8,,997.84,,,,1009.63,1010.26,,,
25/04/2003,,1016.27,1022.83,1026.73,1027.03,1012.96,1013.58,,,,993.32,1010.5,,997.45,,,,1012.44,,1013.23,999.1,,,996.86,1003.22,,997.87,,,,1009.89,1010.59,,,
28/04/2003,,1019.03,1023.14,1028.93,1029.4,1016.35,1017.06,,,,989.81,1011.61,,998.66,,,,1014.35,,1015.4,1001.09,,,998.66,1004.87,,999.7,,,,1009.38,1010.22,,,
29/04/2003,,1015.76,1024.4,1030.07,1030.28,1015.75,1016.35,,,,990.48,1011.62,,998.59,,,,1014.2,,1015.15,1000.84,,,997.56,1006.11,,998.66,,,,1010.27,1011.02,,,
30/04/2003,,1018.14,1029.21,1035.32,1035.06,1019.31,1019.63,,,,991.34,1015.32,,1002.0,,,,1018.29,,1019.02,1004.59,,,1008.04,1006.82,,1008.77,,,,1011.38,1011.99,,,
01/05/2003,,1019.92,1028.77,1035.2,1035.27,1022.11,1022.63,,,,993.3,1016.55,,1003.38,,,,1019.83,,1021.1,1006.3,,,1010.34,1008.25,,1011.09,,,,1011.2,1011.99,,,
02/05/2003,,1019.39,1028.4,1038.3,1038.37,1026.77,1027.27,,,,992.46,1018.33,,1005.15,,,,1022.52,,1023.42,1008.96,,,1011.71,1012.71,,1012.48,,,,1012.67,1013.47,,,
05/05/2003,,1018.11,1031.19,1040.99,1041.03,1028.91,1029.38,,,,990.51,1018.86,,1005.69,,,,1023.87,,1024.89,1010.29,,,1012.68,1010.44,,1013.43,,,,1013.0,1013.85,,,
06/05/2003,,1019.17,1032.63,1042.54,1042.45,1028.35,1028.74,,,,991.38,1019.6,,1006.37,,,,1024.29,,1025.98,1010.63,,,1015.69,1010.24,,1016.23,,,,1012.11,1013.0,,,
07/05/2003,,1020.71,1030.29,1042.19,1042.29,1028.13,1028.7,,,,992.73,1019.96,,1006.86,,,,1024.52,,1025.16,1011.01,,,1020.43,1009.9,,1021.07,,,,1010.71,1011.74,,,
08/05/2003,,1023.62,1030.65,1040.67,1040.75,1027.46,1027.99,,,,996.26,1021.32,,1008.13,,,,1025.28,,1026.18,1011.69,,,1026.44,1009.62,,1026.7,,,,1011.92,1012.96,,,
09/05/2003,,1022.63,1032.04,1042.41,1042.42,1030.18,1030.61,,,,994.74,1022.15,,1008.91,,,,1026.99,,1028.0,1013.31,,,1028.37,1008.59,,1028.55,,,,1013.42,1014.4,,,
12/05/2003,,1021.36,1033.28,1044.95,1044.77,1034.14,1034.33,,,,992.64,1023.37,,1010.01,,,,1029.19,,1030.35,1015.32,,,1033.81,1009.59,,1033.59,,,,1011.33,1012.38,,,
13/05/2003,,1025.09,1035.63,1046.26,1046.11,1036.53,1036.71,,,,992.0,1025.07,,1011.69,,,,1030.83,,1031.88,1016.95,,,1035.1,1013.61,,1034.96,,,,1010.56,1011.68,,,
14/05/2003,,1026.65,1037.44,1045.67,1045.7,1039.14,1039.39,,,,994.13,1026.08,,1012.79,,,,1031.97,,1032.93,1018.18,,,1033.76,1015.13,,1033.9,,,,1010.84,1012.03,,,
15/05/2003,,1025.34,1038.74,1047.43,1047.63,1042.04,1042.49,,,,992.62,1025.78,,1012.7,,,,1032.46,,1033.57,1018.88,,,1024.96,1016.31,,1025.69,,,,1012.11,1013.37,,,
16/05/2003,,1026.51,1041.17,1050.61,1050.4,1043.98,1043.94,,,,995.66,1028.26,,1014.84,,,,1034.96,,1035.49,1020.97,,,1032.91,1016.62,,1032.89,,,,1011.89,1013.15,,,
19/05/2003,,1030.48,1042.77,1045.76,1045.66,1038.83,1038.88,,,,997.57,1028.03,,1014.52,,,,1032.95,,1033.78,1018.96,,,1036.17,1016.49,,1035.8,,,,1011.24,1012.51,,,
20/05/2003,,1031.34,1041.75,1046.75,1046.55,1038.21,1038.22,,,,997.67,1028.53,,1014.94,,,,1033.32,,1033.83,1019.25,,,1037.74,1017.0,,1037.13,,,,1012.98,1014.17,,,
21/05/2003,,1031.33,1044.03,1048.16,1048.12,1042.33,1042.41,,,,998.63,1030.58,,1017.09,,,,1036.14,,1036.9,1022.14,,,1040.59,1017.97,,1040.22,,,,1016.07,1017.26,,,
22/05/2003,,1028.76,1044.44,1050.56,1050.36,1047.6,1047.33,,,,997.06,1031.25,,1017.68,,,,1038.26,,1039.17,1024.07,,,1042.53,1018.12,,1041.92,,,,1013.89,1015.21,,,
23/05/2003,,1028.05,1043.62,1051.65,1051.17,1052.07,1051.2,,,,995.65,1032.93,,1019.05,,,,1041.26,,1042.62,1026.61,,,1049.62,1017.98,,1048.09,,,,1016.5,1017.64,,,
27/05/2003,,1026.94,1042.36,1052.69,1052.25,1057.53,1056.43,,,,993.81,1033.62,,1019.78,,,,1043.48,,1044.64,1028.76,,,1051.09,1018.47,,1049.6,,,,1016.19,1017.43,,,
28/05/2003,,1027.43,1043.29,1052.6,1052.35,1056.15,1055.41,,,,992.14,1032.48,,1018.9,,,,1042.09,,1043.82,1027.69,,,1046.22,1018.01,,1045.34,,,,1014.42,1015.87,,,
29/05/2003,,1035.55,1044.73,1054.14,1053.58,1056.41,1055.25,,,,993.52,1034.82,,1020.88,,,,1043.9,,1045.08,1029.09,,,1053.54,1017.68,,1051.66,,,,1013.91,1015.4,,,
30/05/2003,,1034.64,1046.68,1060.06,1059.4,1062.38,1061.27,,,,992.48,1035.54,,1021.78,,,,1046.01,,1047.1,1031.35,,,1046.81,1019.22,,1045.88,,,,1011.55,1013.24,,,
02/06/2003,,1036.72,1047.59,1064.62,1063.92,1062.94,1061.58,,,,990.85,1036.55,,1022.71,,,,1047.2,,1048.9,1032.39,,,1048.5,1019.26,,1047.24,,,,1011.25,1013.0,,,
03/06/2003,,1037.68,1048.45,1065.22,1064.65,1061.11,1059.83,,,,993.91,1037.27,,1023.53,,,,1047.21,,1049.3,1032.5,,,1053.04,1018.26,,1051.93,,,,1010.54,1012.35,,,
04/06/2003,,1038.67,1049.35,1072.11,1071.84,1064.32,1063.19,,,,992.0,1038.27,,1024.62,,,,1049.31,,1051.1,1034.71,,,1053.11,1016.31,,1052.11,,,,1009.22,1011.03,,,
05/06/2003,,1029.04,1049.21,1072.93,1072.46,1069.5,1068.39,,,,988.67,1039.02,,1025.4,,,,1052.09,,1053.78,1037.47,,,1064.13,1015.6,,1063.19,,,,1010.01,1012.03,,,
06/06/2003,,1037.38,1052.09,1071.79,1071.55,1069.02,1068.06,,,,986.69,1039.0,,1025.45,,,,1051.78,,1053.87,1037.28,,,1062.33,1012.04,,1061.58,,,,1007.91,1009.84,,,
09/06/2003,,1037.4,1055.98,1070.03,1069.76,1061.37,1060.31,,,,987.39,1038.3,,1024.77,,,,1048.95,,1051.11,1034.45,,,1062.43,1012.15,,1061.68,,,,1008.98,1010.96,,,
10/06/2003,,1031.14,1057.3,1073.41,1073.23,1065.24,1064.23,,,,986.79,1038.79,,1025.25,,,,1050.57,,1053.11,1036.07,,,1063.48,1013.46,,1062.77,,,,1007.69,1009.59,,,
11/06/2003,,1030.34,1057.07,1073.32,1073.0,1071.95,1070.96,,,,983.37,1040.14,,1026.55,,,,1053.81,,1056.15,1039.25,,,1068.6,1013.71,,1067.84,,,,1009.11,1011.07,,,
12/06/2003,,1027.73,1057.08,1071.82,1071.54,1075.8,1074.92,,,,982.48,1040.02,,1026.51,,,,1054.84,,1056.82,1040.35,,,1068.27,1013.04,,1067.56,,,,1009.14,1011.19,,,
13/06/2003,,1028.54,1056.85,1069.55,1069.21,1074.32,1073.38,,,,985.72,1040.33,,1026.85,,,,1054.61,,1056.63,1040.12,,,1071.69,1011.5,,1070.91,,,,1010.2,1012.41,,,
16/06/2003,,1026.83,1056.1,1073.41,1073.09,1077.1,1076.18,,,,985.93,1040.91,,1027.4,,,,1056.04,,1058.27,1041.52,,,1068.93,1012.14,,1068.16,,,,1011.71,1013.85,,,
17/06/2003,,1026.29,1056.24,1074.84,1074.74,1080.38,1079.69,,,,986.49,1041.73,,1028.37,,,,1057.5,,1059.6,1043.15,,,1068.23,1013.8,,1067.66,,,,1011.79,1014.05,,,
18/06/2003,,1022.87,1057.34,1076.43,1076.56,1080.87,1080.4,,,,987.36,1041.11,,1027.85,,,,1056.96,,1059.14,1042.76,,,1065.19,1014.32,,1064.77,,,,1008.62,1010.83,,,
19/06/2003,,1023.57,1060.08,1075.31,1075.43,1076.93,1076.41,,,,988.36,1040.35,,1027.12,,,,1055.08,,1057.41,1040.9,,,1057.29,1014.46,,1056.77,,,,1012.08,1014.42,,,
20/06/2003,,1021.77,1060.8,1078.6,1078.97,1078.04,1077.69,,,,986.63,1039.16,,1025.95,,,,1054.4,,1056.93,1040.28,,,1049.06,1014.17,,1048.39,,,,1009.0,1011.19,,,
23/06/2003,,1022.32,1060.35,1074.57,1075.05,1071.59,1071.27,,,,989.09,1037.62,,1024.52,,,,1051.2,,1054.15,1037.2,,,1049.88,1012.09,,1049.37,,,,1007.52,1009.76,,,
24/06/2003,,1020.6,1060.22,1074.05,1074.54,1072.5,1072.21,,,,989.85,1037.25,,1024.11,,,,1051.08,,1053.96,1037.06,,,1044.63,1012.73,,1043.9,,,,1009.6,1011.83,,,
25/06/2003,,1024.23,1059.78,1078.13,1078.85,1075.31,1075.22,,,,988.79,1039.41,,1026.43,,,,1053.87,,1056.49,1040.01,,,1048.81,1013.62,,1048.34,,,,1012.11,1014.56,,,
26/06/2003,,1022.96,1060.17,1079.61,1080.64,1078.73,1078.96,,,,989.4,1038.6,,1025.68,,,,1054.19,,1057.31,1040.46,,,1036.15,1011.61,,1035.21,,,,1014.55,1017.1,,,
27/06/2003,,1019.92,1061.19,1084.11,1085.38,1078.32,1078.6,,,,990.12,1038.62,,1025.77,,,,1054.13,,1057.26,1040.47,,,1037.99,1011.82,,1037.2,,,,1010.02,1012.45,,,
30/06/2003,,1019.61,1066.65,1084.15,1085.2,1076.89,1076.97,,,,992.23,1040.29,,1027.43,,,,1055.02,,1058.14,1041.29,,,1042.27,1012.13,,1041.68,,,,1013.66,1016.25,,,
01/07/2003,,1018.04,1068.29,1083.89,1085.18,1075.92,1076.24,,,,990.9,1040.38,,1027.61,,,,1055.0,,1057.87,1041.42,,,1046.78,1011.35,,1046.1,,,,1013.21,1015.88,,,
02/07/2003,,1011.33,1065.55,1089.4,1090.77,1080.2,1080.59,,,,988.79,1040.5,,1027.85,,,,1056.56,,1059.55,1043.06,,,1045.56,1014.46,,1045.03,,,,1012.63,1015.41,,,
03/07/2003,,1012.61,1066.05,1087.55,1088.97,1077.77,1078.18,,,,989.73,1040.61,,1027.96,,,,1056.12,,1059.21,1042.64,,,1049.31,1012.54,,1048.79,,,,1013.8,1016.57,,,
07/07/2003,,1011.49,1066.61,1093.07,1094.82,1083.02,1083.61,,,,987.41,1041.44,,1028.96,,,,1058.7,,1062.51,1045.37,,,1048.12,1009.91,,1047.94,,,,1014.59,1017.49,,,
08/07/2003,,1010.07,1067.56,1091.28,1093.08,1084.41,1085.09,,,,990.09,1041.31,,1028.89,,,,1058.66,,1062.15,1045.4,,,1045.41,1009.97,,1045.27,,,,1014.31,1017.27,,,
09/07/2003,,1009.23,1069.2,1099.65,1101.41,1086.96,1087.57,,,,990.61,1042.92,,1030.42,,,,1060.81,,1064.3,1047.46,,,1045.17,1010.88,,1044.93,,,,1013.75,1016.64,,,
10/07/2003,,1004.86,1070.84,1095.5,1097.38,1084.19,1084.95,,,,990.32,1042.7,,1030.37,,,,1059.86,,1063.3,1046.68,,,1050.21,1013.22,,1050.15,,,,1015.34,1018.42,,,
11/07/2003,,1005.55,1071.23,1096.36,1098.31,1085.83,1086.59,,,,990.99,1043.12,,1030.76,,,,1060.44,,1064.09,1047.25,,,1046.29,1015.03,,1046.24,,,,1016.39,1019.43,,,
14/07/2003,,1002.34,1074.89,1099.66,1101.76,1088.05,1088.94,,,,990.39,1044.62,,1032.35,,,,1062.56,,1066.67,1049.46,,,1050.21,1014.82,,1050.3,,,,1018.63,1021.79,,,
15/07/2003,,1008.64,1072.87,1097.9,1100.18,1087.06,1088.04,,,,987.62,1044.42,,1032.23,,,,1062.05,,1066.32,1049.05,,,1050.34,1015.4,,1050.59,,,,1017.92,1021.13,,,
16/07/2003,,1006.68,1075.1,1099.56,1101.84,1085.53,1086.48,,,,986.09,1043.68,,1031.5,,,,1061.13,,1065.3,1048.12,,,1047.79,1014.47,,1047.97,,,,1016.79,1019.99,,,
17/07/2003,,1003.29,1075.14,1097.52,1099.86,1080.2,1081.15,,,,987.54,1041.25,,1029.14,,,,1057.59,,1061.87,1044.66,,,1042.22,1012.92,,1042.4,,,,1014.8,1018.05,,,
18/07/2003,,1003.13,1074.69,1099.63,1101.9,1082.64,1083.6,,,,986.62,1042.57,,1030.44,,,,1059.58,,1064.7,1046.62,,,1045.61,1013.94,,1045.79,,,,1017.27,1020.55,,,
21/07/2003,,1004.49,1076.49,1096.34,1098.49,1081.17,1082.15,,,,985.75,1043.16,,1031.05,,,,1059.89,,1064.33,1046.95,,,1052.01,1012.12,,1052.21,,,,1020.14,1023.48,,,
22/07/2003,,1001.64,1075.99,1097.53,1099.78,1083.41,1084.46,,,,984.98,1042.46,,1030.41,,,,1059.85,,1064.71,1046.96,,,1047.73,1012.79,,1047.98,,,,1018.2,1021.57,,,
23/07/2003,,1000.26,1075.91,1096.21,1098.22,1085.02,1086.01,,,,984.39,1042.83,,1030.73,,,,1060.68,,1065.22,1047.71,,,1050.95,1013.01,,1051.03,,,,1019.07,1022.4,,,
24/07/2003,,1002.06,1074.63,1095.31,1097.43,1082.62,1083.72,,,,983.02,1042.04,,1030.05,,,,1059.46,,1064.37,1046.61,,,1049.58,1012.49,,1049.76,,,,1019.15,1022.58,,,
25/07/2003,,999.73,1074.28,1095.2,1097.26,1084.14,1085.2,,,,979.68,1042.03,,1030.01,,,,1060.05,,1065.39,1047.15,,,1049.83,1014.58,,1049.96,,,,1020.76,1024.15,,,
28/07/2003,,1003.53,1071.68,1095.15,1097.35,1084.98,1086.17,,,,979.3,1042.22,,1030.32,,,,1060.41,,1065.31,1047.63,,,1047.18,1015.4,,1047.46,,,,1022.37,1025.88,,,
29/07/2003,,1002.95,1071.39,1090.9,1093.17,1081.64,1082.85,,,,978.2,1040.34,,1028.47,,,,1058.09,,1062.98,1045.37,,,1047.48,1011.67,,1047.8,,,,1020.7,1024.24,,,
30/07/2003,,996.56,1070.75,1089.77,1092.16,1081.77,1083.05,,,,977.82,1039.38,,1027.57,,,,1057.67,,1062.72,1045.02,,,1048.5,1010.28,,1048.97,,,,1021.34,1024.97,,,
31/07/2003,,996.6,1070.22,1090.12,1092.64,1084.21,1085.57,,,,973.02,1039.5,,1027.71,,,,1058.88,,1064.0,1046.28,,,1051.13,1008.9,,1051.78,,,,1022.39,1026.12,,,
01/08/2003,,992.12,1065.2,1087.83,1090.34,1080.04,1081.46,,,,973.94,1038.05,,1026.37,,,,1056.91,,1062.5,1044.4,,,1055.04,1008.56,,1055.7,,,,1022.77,1026.55,,,
04/08/2003,,991.39,1066.44,1089.55,1092.15,1076.96,1078.45,,,,973.24,1037.27,,1025.68,,,,1055.25,,1060.84,1042.83,,,1050.4,1010.85,,1051.08,,,,1021.39,1025.22,,,
05/08/2003,,990.94,1065.16,1087.51,1090.1,1073.38,1074.88,,,,975.88,1036.38,,1024.79,,,,1053.54,,1059.4,1041.14,,,1050.28,1009.33,,1050.93,,,,1021.42,1025.23,,,
06/08/2003,,988.25,1065.19,1085.14,1087.74,1073.72,1075.21,,,,977.83,1035.42,,1023.86,,,,1052.86,,1058.48,1040.48,,,1048.99,1006.08,,1049.69,,,,1020.7,1024.54,,,
07/08/2003,,982.5,1063.95,1082.84,1085.56,1075.03,1076.65,,,,972.21,1033.98,,1022.55,,,,1052.21,,1057.69,1039.95,,,1047.5,1008.97,,1048.29,,,,1020.64,1024.57,,,
08/08/2003,,980.0,1062.69,1085.63,1088.35,1075.71,1077.32,,,,974.66,1034.87,,1023.42,,,,1053.39,,1059.18,1041.12,,,1047.27,1009.57,,1048.09,,,,1024.93,1028.92,,,
11/08/2003,,977.77,1062.8,1085.82,1088.65,1078.35,1080.08,,,,974.05,1035.14,,1023.8,,,,1054.42,,1060.27,1042.24,,,1050.02,1009.11,,1050.92,,,,1023.94,1028.0,,,
12/08/2003,,974.9,1061.59,1089.67,1092.49,1081.28,1083.0,,,,973.3,1035.63,,1024.25,,,,1055.89,,1061.74,1043.67,,,1049.05,1009.83,,1049.96,,,,1025.14,1029.23,,,
13/08/2003,,973.98,1058.91,1091.25,1094.19,1080.98,1082.81,,,,970.91,1035.09,,1023.83,,,,1055.78,,1061.76,1043.68,,,1050.45,1008.71,,1051.46,,,,1024.88,1029.05,,,
14/08/2003,,972.85,1059.42,1088.4,1091.37,1083.21,1085.11,,,,971.57,1035.49,,1024.25,,,,1056.42,,1062.33,1044.35,,,1056.08,1009.74,,1057.2,,,,1021.74,1025.95,,,
15/08/2003,,971.03,1059.46,1090.47,1093.53,1082.91,1084.88,,,,971.65,1035.47,,1024.3,,,,1056.53,,1062.76,1044.53,,,1056.35,1008.93,,1057.55,,,,1021.92,1026.2,,,
18/08/2003,,972.31,1058.21,1090.24,1093.35,1085.03,1087.1,,,,971.83,1036.89,,1025.72,,,,1058.44,,1064.95,1046.48,,,1061.74,1009.53,,1063.18,,,,1024.7,1029.1,,,
19/08/2003,,970.42,1059.57,1094.96,1098.09,1087.51,1089.56,,,,972.46,1039.36,,1028.14,,,,1061.6,,1068.17,1049.6,,,1073.51,1008.58,,1075.11,,,,1025.64,1030.0,,,
20/08/2003,,969.61,1061.29,1095.61,1098.83,1085.8,1087.89,,,,971.36,1039.55,,1028.4,,,,1061.5,,1067.92,1049.57,,,1075.78,1008.21,,1077.54,,,,1026.83,1031.29,,,
21/08/2003,,970.48,1065.12,1099.77,1103.39,1088.04,1090.44,,,,966.96,1040.28,,1029.27,,,,1062.71,,1069.52,1051.01,,,1074.24,1009.65,,1076.6,,,,1025.59,1030.24,,,
22/08/2003,,971.17,1065.09,1099.38,1103.0,1085.53,1087.82,,,,964.7,1039.77,,1028.72,,,,1061.77,,1068.61,1050.03,,,1073.95,1009.81,,1076.39,,,,1026.55,1031.24,,,
25/08/2003,,972.88,1065.61,1100.34,1104.09,1083.67,1085.96,,,,965.29,1038.18,,1027.15,,,,1059.36,,1065.96,1047.63,,,1069.88,1009.77,,1072.23,,,,1016.84,1021.15,,,
26/08/2003,,971.2,1067.15,1101.86,1105.73,1081.94,1084.19,,,,967.71,1038.84,,1027.86,,,,1059.18,,1065.76,1047.47,,,1073.65,1012.16,,1076.24,,,,1014.75,1018.99,,,
27/08/2003,,974.93,1069.61,1104.66,1108.65,1087.24,1089.75,,,,967.99,1043.35,,1032.54,,,,1065.04,,1072.02,1053.54,,,1077.06,1012.41,,1079.75,,,,1031.25,1036.29,,,
28/08/2003,,972.56,1069.52,1107.07,1111.3,1089.81,1092.55,,,,965.83,1043.05,,1032.35,,,,1065.42,,1072.57,1054.05,,,1077.77,1013.28,,1080.61,,,,1026.17,1031.1,,,
29/08/2003,,971.22,1067.01,1109.22,1113.36,1092.89,1095.65,,,,965.54,1043.82,,1033.1,,,,1067.19,,1074.26,1055.78,,,1083.83,1012.5,,1086.58,,,,1024.96,1029.78,,,
02/09/2003,,975.66,1069.25,1113.15,1117.63,1097.4,1100.44,,,,967.29,1047.69,,1037.08,,,,1071.76,,1078.94,1060.51,,,1089.52,1013.64,,1092.81,,,,1031.57,1036.54,,,
03/09/2003,,972.77,1070.35,1113.6,1118.07,1100.47,1103.51,,,,969.34,1048.27,,1037.65,,,,1072.99,,1080.26,1061.73,,,1091.73,1012.88,,1095.0,,,,1030.26,1035.24,,,
04/09/2003,,972.4,1072.67,1113.61,1118.09,1101.66,1104.66,,,,969.92,1049.5,,1038.91,,,,1074.51,,1081.56,1063.24,,,1092.66,1012.53,,1095.88,,,,1035.54,1040.61,,,
05/09/2003,,970.48,1072.94,1113.36,1117.73,1101.01,1103.84,,,,971.31,1048.82,,1038.18,,,,1073.43,,1081.13,1062.08,,,1092.8,1013.45,,1095.82,,,,1030.57,1035.68,,,
08/09/2003,,972.64,1074.33,1113.99,1118.41,1106.11,1108.94,,,,970.69,1049.48,,1038.87,,,,1074.81,,1082.16,1063.48,,,1086.53,1016.82,,1089.71,,,,1029.36,1034.51,,,
09/09/2003,,972.12,1076.36,1113.2,1117.55,1104.07,1106.73,,,,969.28,1048.86,,1038.23,,,,1074.08,,1081.65,1062.68,,,1087.66,1012.98,,1090.71,,,,1030.01,1035.21,,,
10/09/2003,,975.27,1077.07,1112.14,1116.51,1100.85,1103.6,,,,968.21,1049.56,,1038.88,,,,1073.26,,1080.55,1061.88,,,1090.4,1019.81,,1093.37,,,,1029.01,1034.21,,,
11/09/2003,,973.49,1077.41,1118.66,1122.99,1101.84,1104.69,,,,969.61,1051.29,,1040.67,,,,1075.21,,1082.71,1063.88,,,1097.79,1020.1,,1100.7,,,,1027.51,1032.87,,,
12/09/2003,,972.28,1076.46,1112.58,1116.99,1101.68,1104.41,,,,970.84,1051.48,,1040.78,,,,1075.33,,1083.07,1063.9,,,1101.68,1020.7,,1104.29,,,,1031.73,1036.97,,,
15/09/2003,,974.51,1077.59,1119.94,1124.2,1101.79,1104.61,,,,974.23,1052.7,,1042.02,,,,1076.27,,1084.2,1064.88,,,1096.26,1021.27,,1099.14,,,,1032.45,1037.74,,,
16/09/2003,,973.9,1076.73,1120.62,1125.05,1104.99,1107.91,,,,974.39,1053.21,,1042.63,,,,1077.32,,1085.03,1066.03,,,1097.02,1023.61,,1100.1,,,,1030.32,1035.7,,,
17/09/2003,,976.65,1077.39,1121.75,1126.08,1106.75,1109.52,,,,975.62,1054.19,,1043.56,,,,1078.18,,1085.67,1066.82,,,1098.94,1025.53,,1101.85,,,,1026.88,1032.45,,,
18/09/2003,,978.11,1084.55,1121.89,1126.25,1109.59,1112.32,,,,972.88,1056.08,,1045.39,,,,1080.49,,1088.15,1069.06,,,1103.01,1025.4,,1105.85,,,,1028.8,1034.3,,,
19/09/2003,,980.48,1087.81,1124.47,1128.68,1110.1,1112.71,,,,975.48,1057.76,,1046.97,,,,1081.62,,1089.32,1070.09,,,1104.82,1027.37,,1107.45,,,,1027.66,1033.35,,,
22/09/2003,,980.17,1087.89,1122.5,1126.67,1104.71,1107.42,,,,978.45,1056.89,,1046.07,,,,1079.43,,1087.35,1067.93,,,1103.97,1025.92,,1106.45,,,,1028.93,1034.61,,,
23/09/2003,,981.02,1087.52,1122.89,1127.0,1105.88,1108.5,,,,978.05,1056.83,,1045.96,,,,1079.79,,1087.6,1068.23,,,1103.93,1024.26,,1106.39,,,,1028.15,1033.8,,,
24/09/2003,,982.39,1087.01,1121.16,1125.36,1102.3,1105.09,,,,979.79,1056.22,,1045.41,,,,1078.28,,1086.24,1066.82,,,1106.5,1022.26,,1108.78,,,,1026.31,1032.14,,,
25/09/2003,,983.83,1087.02,1119.15,1123.55,1097.81,1100.93,,,,977.57,1056.15,,1045.44,,,,1076.94,,1085.14,1065.66,,,1106.32,1026.75,,1108.72,,,,1029.93,1035.67,,,
26/09/2003,,984.07,1087.02,1116.2,1120.86,1091.83,1095.34,,,,978.68,1054.71,,1044.19,,,,1074.07,,1082.54,1063.08,,,1106.65,1025.31,,1109.18,,,,1028.55,1034.43,,,
29/09/2003,,983.31,1087.94,1118.67,1123.02,1091.76,1095.19,,,,976.97,1055.45,,1044.72,,,,1074.93,,1083.31,1063.74,,,1108.37,1026.29,,1110.44,,,,1030.85,1036.6,,,
