,HFRXAR,HFRXCA,HFRXDS,HFRXED,HFRXEDE,HFRXEH,HFRXEHE,HFRXEHG,HFRXEHV,HFRXEMC,HFRXEMN,HFRXEW,HFRXEWC,HFRXEWE,HFRXEWG,HFRXEWJ,HFRXFIC,HFRXGL,HFRXGLC,HFRXGLCD,HFRXGLE,HFRXGLG,HFRXGLJ,HFRXM,HFRXMA,HFRXMD,HFRXME,HFRXMLP,HFRXMREG,HFRXNA,HFRXRVA,HFRXRVAE,HFRXRVMS,HFRXSDV,HFRXSS
30/08/2010,961.7,651.24,960.13,1343.91,1289.35,1114.04,1064.66,1501.01,1092.07,,971.16,1119.44,1249.89,1054.58,2059.61,99632.98,,1156.74,1286.5,1121.11,1080.76,2127.11,103543.44,1223.0,1457.14,1188.19,1180.45,1158.51,1244.03,1259.18,1129.01,1078.49,1698.94,1653.48,1095.34
31/08/2010,963.26,653.3,965.36,1344.29,1289.73,1116.66,1067.23,1509.13,1094.15,1901.98,967.12,1121.65,1252.29,1056.72,2063.7,99823.06,1732.97,1159.35,1289.35,1123.72,1083.3,2132.02,103768.31,1228.35,1460.7,1191.31,1185.72,1156.74,1246.12,1261.7,1130.78,1080.21,1701.56,1660.25,1094.27
01/09/2010,964.9,652.7,965.63,1347.04,1292.35,1120.32,1070.67,1512.22,1100.33,,969.87,1121.53,1252.17,1056.6,2063.5,99807.09,,1158.36,1288.16,1123.05,1082.3,2130.17,103676.46,1213.3,1467.49,1195.98,1171.35,1166.69,1248.2,1261.57,1130.09,1079.56,1700.71,1639.8,1096.55
02/09/2010,965.8,652.12,967.3,1350.53,1295.66,1125.36,1075.42,1532.26,1102.62,,969.09,1122.65,1253.35,1057.65,2065.63,99901.66,,1160.67,1290.63,1125.34,1084.45,2134.49,103877.71,1212.45,1468.33,1201.01,1170.57,1170.47,1251.38,1265.12,1131.12,1080.54,1702.7,1637.07,1099.89
03/09/2010,966.13,651.66,969.24,1350.12,1295.2,1130.25,1079.92,1544.52,1107.14,,973.3,1123.49,1254.32,1058.39,2067.16,99977.59,,1161.51,1291.6,1126.04,1085.17,2136.01,103953.57,1208.41,1468.92,1206.51,1166.77,1173.4,1251.3,1266.25,1130.41,1079.82,1701.35,1623.4,1099.65
07/09/2010,967.09,652.66,968.18,1350.47,1295.65,1130.03,1079.99,1534.42,1108.9,,972.66,1123.72,1254.47,1058.66,2067.62,99989.53,,1161.97,1292.03,1126.51,1085.69,2136.9,103985.4,1211.8,1467.57,1206.56,1169.81,1176.31,1252.99,1263.95,1130.29,1079.76,1700.85,1636.99,1099.67
08/09/2010,967.04,653.67,968.51,1350.38,1295.57,1131.19,1081.06,1544.93,1109.27,,968.91,1122.86,1253.53,1057.86,2066.02,99914.77,,1161.13,1291.09,1125.65,1084.91,2135.32,103911.8,1206.34,1467.83,1208.83,1164.6,1176.38,1251.9,1265.35,1129.11,1078.64,1698.97,1628.07,1098.92
09/09/2010,967.01,655.37,972.83,1349.86,1295.1,1133.72,1083.51,1538.76,1116.21,,971.12,1124.47,1255.26,1059.39,2069.04,100052.79,,1162.01,1291.97,1126.48,1085.76,2137.02,103986.65,1200.42,1471.33,1210.52,1158.89,1183.53,1254.01,1266.07,1132.1,1081.51,1702.77,1617.83,1098.43
10/09/2010,968.13,655.07,973.05,1351.72,1296.88,1134.58,1084.37,1547.41,1117.39,,971.46,1125.17,1256.06,1060.06,2070.4,100114.9,,1162.28,1292.34,1126.79,1086.02,2137.57,104009.93,1198.89,1477.8,1212.97,1157.38,1183.63,1255.38,1266.34,1131.65,1081.09,1701.98,1606.35,1099.97
13/09/2010,969.96,655.2,977.02,1354.47,1299.36,1136.89,1086.22,1556.83,1119.84,,972.09,1126.93,1257.91,1061.6,2073.59,100264.66,,1164.36,1294.55,1128.77,1087.85,2141.35,104189.2,1200.63,1479.15,1217.74,1159.42,1187.44,1258.26,1266.15,1132.94,1082.24,1703.64,1613.15,1102.35
14/09/2010,970.26,655.55,977.07,1356.16,1300.85,1138.73,1087.74,1560.59,1119.26,,973.08,1128.17,1259.17,1062.67,2075.78,100366.42,,1166.18,1296.42,1130.24,1089.43,2144.6,104342.35,1205.03,1479.05,1218.39,1163.75,1187.47,1257.48,1267.31,1133.84,1083.04,1704.64,1626.87,1103.46
15/09/2010,971.61,657.52,977.99,1360.06,1304.46,1138.06,1087.07,1556.46,1118.51,,973.17,1129.53,1260.7,1063.9,2078.19,100516.85,,1167.19,1297.56,1131.52,1090.32,2146.36,104463.26,1205.41,1481.44,1217.78,1164.1,1182.81,1259.74,1270.31,1135.35,1084.41,1707.48,1622.0,1107.03
16/09/2010,971.57,657.73,979.82,1362.06,1306.25,1138.93,1087.78,1552.52,1119.56,,973.46,1130.07,1261.39,1064.36,2079.23,100562.42,,1168.12,1298.69,1132.32,1091.17,2148.12,104545.28,1203.03,1479.5,1218.39,1161.98,1180.82,1261.59,1271.85,1137.92,1086.77,1713.0,1619.56,1108.88
17/09/2010,970.67,657.48,979.99,1362.91,1307.09,1140.04,1088.87,1559.1,1119.3,,976.29,1130.8,1262.15,1065.07,2080.57,100630.66,,1169.02,1299.62,1133.41,1091.98,2149.77,104629.0,1206.25,1478.12,1219.25,1164.97,1180.57,1260.29,1272.87,1137.2,1086.14,1711.46,1628.71,1109.73
20/09/2010,972.49,657.47,982.21,1365.62,1309.59,1146.24,1094.58,1563.59,1127.26,,978.86,1133.03,1264.49,1067.07,2084.75,100827.48,,1171.93,1302.71,1136.01,1094.6,2155.19,104888.37,1206.11,1481.51,1224.92,1164.85,1182.48,1263.76,1274.38,1138.63,1087.45,1714.14,1627.07,1112.27
21/09/2010,972.88,657.32,982.49,1364.3,1308.07,1146.81,1094.64,1562.89,1128.96,,979.38,1132.95,1264.24,1066.81,2084.44,100808.58,,1172.23,1302.85,1136.24,1094.65,2155.56,104902.55,1206.66,1478.5,1225.05,1165.6,1183.33,1264.15,1274.05,1139.66,1088.23,1715.96,1634.87,1110.78
22/09/2010,972.8,658.15,982.28,1367.83,1311.07,1145.6,1093.23,1563.76,1127.51,,978.35,1133.48,1264.69,1067.16,2085.43,100846.45,,1172.95,1303.48,1136.56,1095.15,2156.89,104956.5,1210.41,1477.73,1226.52,1169.2,1188.65,1263.66,1274.09,1139.3,1087.8,1715.07,1645.95,1114.46
23/09/2010,972.74,657.83,981.0,1369.06,1312.36,1143.81,1091.81,1563.27,1125.17,,978.77,1133.52,1264.71,1067.3,2085.47,100849.04,,1173.02,1303.58,1137.19,1095.32,2156.97,104961.07,1212.81,1477.53,1225.85,1171.32,1180.99,1264.01,1273.41,1139.89,1088.41,1716.03,1648.13,1115.97
24/09/2010,974.19,657.68,982.61,1370.8,1313.63,1148.17,1095.38,1572.93,1129.0,,979.7,1135.09,1266.35,1068.53,2088.15,100984.77,,1174.68,1305.24,1138.62,1096.59,2159.78,105105.64,1213.45,1483.57,1230.85,1172.04,1179.51,1265.92,1274.2,1138.76,1087.27,1714.01,1648.11,1117.78
27/09/2010,974.53,658.27,984.64,1371.48,1314.31,1148.64,1095.89,1581.86,1127.66,,981.31,1136.4,1267.77,1069.72,2090.48,101100.27,,1175.99,1306.68,1140.0,1097.79,2162.12,105222.26,1215.51,1483.85,1235.54,1173.89,1179.99,1268.52,1272.96,1140.92,1089.24,1718.61,1655.82,1117.93
28/09/2010,975.11,657.89,984.52,1373.77,1316.13,1151.29,1097.95,1586.59,1130.27,,981.95,1137.7,1269.0,1070.73,2092.9,101208.08,,1177.64,1308.25,1141.68,1099.07,2165.18,105360.78,1216.35,1488.84,1238.25,1174.73,1185.15,1269.9,1275.38,1142.25,1090.31,1721.18,1660.88,1120.0
29/09/2010,975.92,657.47,985.04,1375.85,1317.9,1154.04,1100.29,1584.91,1134.38,,986.28,1138.56,1269.9,1071.43,2094.49,101278.06,,1178.48,1309.13,1142.52,1099.74,2166.75,105429.5,1212.84,1489.26,1239.83,1171.6,1188.94,1270.66,1276.84,1142.78,1090.75,1722.15,1659.65,1121.59
30/09/2010,976.53,659.24,989.82,1375.17,1317.28,1155.55,1101.61,1580.55,1137.75,1949.39,984.29,1139.1,1270.6,1071.91,2095.64,101322.99,1764.02,1179.23,1309.99,1143.15,1100.39,2168.29,105492.21,1211.35,1485.64,1241.63,1170.27,1193.61,1274.57,1276.27,1143.88,1091.71,1723.87,1655.55,1121.17
01/10/2010,975.98,659.25,990.4,1375.44,1317.38,1156.4,1102.25,1578.72,1139.62,,981.19,1138.58,1269.88,1071.3,2094.57,101277.83,,1178.96,1309.49,1142.93,1099.92,2167.66,105469.49,1209.42,1486.1,1241.66,1168.34,1202.13,1275.09,1276.32,1142.99,1090.74,1722.56,1654.57,1121.48
04/10/2010,975.87,660.46,990.37,1373.49,1315.62,1154.15,1100.23,1572.07,1136.81,,980.87,1137.91,1269.12,1070.73,2093.33,101215.38,,1177.82,1308.23,1141.0,1098.95,2165.57,105365.23,1207.24,1483.48,1240.62,1166.27,1200.74,1275.08,1275.58,1143.8,1091.59,1724.73,1655.32,1119.26
05/10/2010,978.12,659.3,991.51,1374.29,1316.41,1156.42,1102.36,1578.56,1140.41,,982.5,1139.39,1270.77,1072.14,2096.09,101348.33,,1179.65,1310.24,1143.95,1100.64,2168.95,105529.33,1213.16,1487.01,1240.3,1172.02,1205.02,1277.74,1273.82,1143.35,1091.17,1724.4,1668.46,1119.77
06/10/2010,977.97,658.39,992.37,1374.83,1316.86,1163.2,1108.61,1565.7,1151.0,,981.44,1140.33,1271.79,1072.97,2097.81,101428.08,,1182.12,1312.92,1146.0,1102.84,2173.46,105744.73,1213.45,1487.7,1242.38,1172.28,1211.33,1278.9,1275.66,1144.71,1092.41,1726.58,1679.65,1120.3
07/10/2010,978.63,661.98,994.42,1374.51,1316.6,1162.85,1108.32,1567.14,1150.12,,983.16,1142.97,1274.65,1075.43,2102.72,101656.11,,1184.02,1314.98,1148.2,1104.57,2177.03,105908.27,1216.09,1492.43,1243.49,1174.8,1218.72,1281.62,1278.83,1149.82,1097.2,1735.54,1674.56,1119.96
08/10/2010,980.26,662.43,995.67,1377.27,1319.16,1166.29,1111.49,1577.47,1151.72,,982.62,1144.22,1276.01,1076.55,2104.95,101760.96,,1186.32,1317.47,1150.16,1106.68,2181.16,106104.81,1221.01,1490.54,1246.01,1179.42,1221.37,1283.35,1279.16,1149.37,1096.75,1735.04,1692.42,1122.26
11/10/2010,981.69,663.17,996.49,1380.24,1321.97,1169.35,1114.42,1570.56,1154.93,,984.93,1146.03,1277.99,1078.24,2108.3,101917.66,,1188.33,1319.7,1152.14,1108.57,2184.88,106280.23,1223.01,1492.7,1247.15,1181.34,1226.88,1285.65,1279.89,1149.91,1097.29,1735.95,1695.62,1124.59
12/10/2010,981.43,662.97,997.6,1380.63,1322.35,1168.26,1113.38,1576.42,1153.74,,985.09,1146.14,1278.03,1078.35,2108.58,101924.68,,1188.45,1319.71,1152.03,1108.67,2185.21,106287.69,1223.04,1491.7,1246.98,1181.38,1227.24,1285.75,1280.49,1151.17,1098.47,1738.24,1695.07,1124.94
13/10/2010,981.2,664.14,1002.75,1384.92,1326.33,1174.48,1119.11,1577.34,1159.99,,986.63,1149.63,1281.85,1081.53,2114.89,102227.65,,1193.0,1324.68,1156.41,1112.78,2193.42,106685.02,1225.33,1493.79,1250.59,1183.51,1236.68,1291.4,1283.63,1155.94,1102.88,1745.34,1703.03,1128.7
14/10/2010,983.05,665.7,1002.97,1380.51,1322.14,1172.64,1117.22,1568.42,1160.05,,983.18,1149.39,1281.5,1081.22,2114.38,102200.31,,1192.8,1324.32,1156.26,1112.46,2192.94,106659.42,1227.67,1493.55,1248.48,1185.62,1232.35,1293.21,1282.54,1158.54,1105.17,1749.12,1703.03,1123.52
15/10/2010,982.8,666.46,1000.38,1378.68,1320.53,1172.42,1117.2,1571.75,1159.65,,983.39,1148.87,1280.97,1080.86,2113.47,102156.88,,1192.05,1323.59,1155.78,1111.93,2191.62,106595.83,1226.59,1493.76,1247.3,1184.72,1232.04,1291.17,1281.87,1158.41,1105.2,1747.96,1695.33,1122.0
18/10/2010,982.49,666.62,1000.01,1376.08,1318.07,1171.38,1116.26,1569.87,1159.34,,984.0,1148.35,1280.4,1080.37,2112.64,102107.4,,1191.19,1322.65,1154.93,1111.16,2190.2,106515.32,1225.07,1492.88,1245.94,1183.28,1232.87,1289.34,1281.18,1158.99,1105.76,1749.33,1695.45,1119.94
19/10/2010,980.15,667.23,998.15,1372.94,1315.12,1166.78,1112.2,1558.24,1157.0,,983.98,1145.83,1277.72,1078.16,2108.19,101891.3,,1187.29,1318.51,1150.51,1107.74,2183.27,106178.79,1217.51,1489.72,1243.0,1176.17,1222.51,1284.94,1281.41,1156.54,1103.67,1745.26,1679.1,1116.93
20/10/2010,982.08,666.66,999.45,1373.62,1315.77,1172.12,1116.91,1568.63,1160.58,,985.42,1147.77,1279.76,1079.82,2111.64,102053.46,,1190.0,1321.37,1154.0,1110.05,2188.13,106408.72,1223.13,1493.03,1244.07,1181.44,1225.9,1287.38,1281.16,1156.21,1103.14,1744.15,1692.45,1116.64
21/10/2010,980.95,668.06,1003.04,1371.78,1314.12,1173.79,1118.6,1562.25,1162.97,,988.44,1148.48,1280.59,1080.58,2113.19,102115.68,,1190.12,1321.49,1154.21,1110.27,2188.61,106419.91,1218.87,1490.95,1243.12,1177.51,1223.51,1289.01,1282.88,1157.32,1104.27,1745.21,1685.86,1114.9
22/10/2010,981.65,668.91,1003.37,1370.84,1313.25,1172.78,1117.62,1566.45,1159.6,,989.33,1148.49,1280.69,1080.58,2113.26,102116.75,,1189.05,1320.49,1153.45,1109.27,2186.69,106327.57,1215.89,1494.35,1242.12,1174.69,1223.22,1291.52,1281.24,1156.46,1103.45,1743.9,1682.18,1113.59
25/10/2010,983.09,669.74,1004.68,1366.03,1308.78,1174.35,1119.08,1566.74,1159.55,,991.78,1149.83,1282.08,1081.81,2115.68,102224.83,,1190.39,1321.89,1154.41,1110.51,2189.11,106436.08,1222.65,1494.23,1240.67,1181.08,1225.76,1291.14,1281.66,1157.58,1104.5,1746.13,1694.37,1108.21
26/10/2010,981.73,670.56,1002.94,1365.26,1308.01,1170.65,1115.79,1569.1,1154.08,,992.69,1149.41,1281.77,1081.51,2114.77,102194.22,,1189.18,1320.71,1153.43,1109.5,2186.75,106336.7,1222.0,1494.56,1239.15,1180.52,1225.51,1291.6,1280.91,1158.39,1105.38,1747.51,1685.57,1107.06
27/10/2010,981.91,671.72,1003.6,1365.3,1308.01,1164.21,1109.83,1572.63,1147.99,,994.65,1149.37,1281.77,1081.55,2114.85,102195.03,,1187.03,1318.33,1151.39,1107.59,2182.93,106152.8,1218.99,1499.06,1238.84,1177.7,1222.71,1292.62,1281.31,1158.75,1105.83,1747.65,1671.71,1107.68
28/10/2010,982.55,671.87,1007.05,1367.08,1309.82,1169.54,1114.7,1572.56,1152.64,,992.05,1150.89,1283.39,1082.88,2117.42,102316.5,,1189.65,1321.18,1153.93,1109.91,2187.55,106371.67,1220.98,1501.17,1241.43,1179.58,1222.94,1294.62,1282.25,1159.53,1106.41,1749.62,1681.17,1109.4
29/10/2010,982.52,672.12,1013.2,1367.06,1309.8,1173.5,1118.38,1581.57,1154.99,1961.12,990.48,1152.59,1285.27,1084.42,2120.35,102452.83,1790.91,1192.48,1324.46,1156.62,1112.42,2192.53,106606.58,1223.11,1499.22,1242.18,1181.59,1238.72,1297.37,1283.49,1163.05,1109.68,1755.56,1686.88,1109.36
01/11/2010,983.16,671.96,1013.11,1369.23,1311.95,1177.01,1121.82,1586.64,1157.58,,989.8,1153.06,1285.86,1084.93,2121.34,102500.4,,1193.65,1325.59,1157.97,1113.53,2194.79,106715.9,1221.8,1500.09,1244.5,1180.39,1242.03,1297.31,1285.2,1163.24,1109.94,1755.67,1686.75,1111.46
02/11/2010,984.59,672.04,1012.03,1369.3,1312.0,1177.14,1121.85,1588.24,1156.39,,994.2,1154.13,1286.99,1085.93,2123.36,102593.91,,1194.55,1326.52,1158.85,1114.37,2196.52,106795.79,1225.31,1500.22,1244.55,1183.76,1249.71,1298.01,1285.59,1164.2,1110.84,1757.33,1692.79,1111.44
03/11/2010,985.22,672.58,1013.19,1365.57,1308.45,1177.14,1121.76,1588.71,1154.83,,996.25,1154.7,1287.57,1086.45,2124.41,102644.71,,1194.42,1326.31,1158.65,1114.22,2196.27,106784.46,1225.9,1502.47,1243.21,1184.27,1249.51,1300.77,1283.72,1164.97,1111.52,1758.27,1692.3,1107.55
04/11/2010,988.57,673.25,1016.94,1365.39,1308.29,1188.24,1132.08,1603.57,1162.01,,997.38,1158.9,1292.07,1090.31,2131.93,103013.74,,1200.21,1332.53,1164.19,1119.51,2206.64,107297.33,1232.6,1509.77,1246.63,1190.59,1256.21,1305.57,1284.24,1169.1,1115.37,1765.16,1720.37,1106.91
05/11/2010,987.74,673.99,1019.5,1367.05,1309.89,1190.53,1134.55,1610.82,1163.03,,1002.39,1161.03,1294.42,1092.42,2135.91,103208.5,,1202.06,1334.57,1166.14,1121.36,2210.13,107469.32,1232.69,1511.13,1248.3,1190.86,1264.9,1310.65,1285.51,1171.41,1117.7,1768.64,1722.64,1108.86
08/11/2010,988.72,673.6,1020.98,1366.49,1309.43,1190.0,1134.29,1612.38,1161.05,,1005.35,1162.09,1295.61,1093.52,2137.87,103300.26,,1202.53,1335.13,1166.54,1121.93,2211.04,107508.42,1235.2,1514.09,1249.68,1193.44,1272.19,1311.07,1286.73,1171.76,1118.16,1768.54,1716.92,1108.29
09/11/2010,987.99,675.76,1020.29,1366.09,1309.1,1189.26,1133.87,1609.94,1161.17,,1004.29,1162.73,1296.31,1094.28,2139.29,103362.01,,1203.49,1336.19,1167.51,1122.99,2213.08,107600.83,1242.28,1511.16,1250.21,1200.56,1283.96,1311.92,1287.37,1171.82,1118.39,1769.78,1721.99,1108.97
10/11/2010,988.3,675.39,1018.06,1369.61,1312.51,1186.56,1131.26,1617.48,1156.22,,1006.98,1161.54,1295.02,1093.15,2136.93,103261.3,,1201.07,1333.55,1165.21,1120.7,2208.45,107389.02,1233.73,1512.0,1247.91,1192.21,1282.94,1309.63,1286.81,1169.47,1116.11,1765.07,1705.13,1110.79
11/11/2010,987.68,674.93,1018.89,1368.25,1311.25,1186.89,1131.79,1618.54,1155.47,,1006.96,1161.07,1294.53,1092.81,2136.12,103219.34,,1200.34,1332.69,1164.64,1120.12,2207.17,107323.04,1230.72,1512.39,1247.85,1189.4,1285.5,1308.68,1287.22,1168.9,1115.69,1763.95,1700.84,1109.59
12/11/2010,983.79,674.22,1017.76,1367.28,1310.33,1182.79,1127.79,1595.84,1156.05,,1007.03,1158.18,1291.37,1090.05,2130.9,102959.12,,1196.8,1328.88,1161.16,1116.76,2200.77,107002.3,1218.83,1505.89,1247.63,1177.71,1280.49,1306.89,1287.26,1169.18,1115.96,1764.74,1666.4,1109.54
15/11/2010,983.24,675.56,1016.83,1368.48,1311.55,1189.06,1134.09,1607.96,1161.62,,1007.93,1159.83,1293.22,1091.72,2133.96,103112.09,,1198.99,1331.34,1163.37,1118.94,2204.81,107205.19,1220.65,1509.6,1248.9,1179.55,1283.91,1308.34,1288.55,1168.43,1115.33,1762.88,1662.24,1110.69
16/11/2010,979.3,675.76,1012.83,1368.0,1311.16,1177.64,1123.07,1589.74,1154.69,,1006.1,1155.8,1288.77,1087.92,2126.71,102744.41,,1193.13,1324.83,1158.06,1113.4,2194.19,106667.24,1208.21,1505.54,1247.27,1167.2,1260.48,1302.52,1289.58,1168.97,1115.98,1765.04,1640.63,1110.47
17/11/2010,979.19,673.53,1014.47,1367.8,1310.97,1176.51,1121.94,1581.12,1156.58,,1007.74,1155.1,1287.95,1087.24,2125.45,102680.99,,1191.89,1323.4,1156.83,1112.2,2191.93,106553.39,1207.61,1505.41,1245.05,1166.65,1266.7,1302.21,1286.86,1165.38,1112.44,1758.08,1633.69,1110.71
18/11/2010,981.8,673.39,1016.46,1368.0,1311.18,1184.11,1129.27,1596.17,1161.13,,1012.76,1158.04,1291.28,1090.06,2130.8,102949.16,,1195.17,1327.04,1160.01,1115.35,2197.94,106854.56,1211.5,1510.81,1247.35,1170.6,1271.43,1306.86,1286.29,1165.56,1112.59,1757.76,1639.93,1111.1
19/11/2010,981.72,672.41,1016.27,1368.99,1312.15,1184.3,1129.42,1613.7,1158.5,,1011.58,1157.26,1290.38,1089.31,2129.44,102877.07,,1194.45,1326.26,1159.22,1114.67,2196.67,106786.94,1207.55,1511.4,1247.8,1166.75,1277.77,1305.91,1284.93,1164.86,1111.9,1757.01,1633.91,1112.07
22/11/2010,983.47,672.27,1014.81,1366.25,1309.49,1176.46,1121.85,1616.39,1147.83,,1016.13,1156.82,1289.84,1088.9,2128.64,102833.37,,1192.16,1323.67,1157.04,1112.5,2192.47,106573.16,1209.87,1512.35,1244.85,1169.01,1282.66,1306.1,1283.65,1165.1,1112.17,1756.41,1627.59,1109.53
23/11/2010,981.55,672.18,1012.68,1363.32,1306.61,1167.78,1113.49,1604.83,1140.74,,1016.68,1154.2,1286.91,1086.47,2123.92,102593.75,,1188.19,1319.19,1153.1,1108.69,2185.18,106209.14,1208.68,1506.34,1241.99,1167.66,1280.65,1302.28,1282.75,1162.82,1110.04,1753.05,1625.69,1106.6
24/11/2010,980.94,671.96,1014.13,1364.72,1308.01,1180.08,1125.74,1622.85,1148.12,,1016.29,1156.76,1289.81,1089.0,2128.7,102830.26,,1192.83,1324.43,1157.93,1113.22,2193.82,106636.81,1211.9,1510.04,1244.98,1170.89,1282.25,1305.26,1283.01,1163.34,1110.57,1753.74,1622.84,1107.94
26/11/2010,979.52,672.98,1014.61,1362.82,1306.11,1180.46,1126.24,1620.96,1147.62,,1016.0,1155.94,1288.86,1088.23,2127.33,102753.04,,1192.17,1323.65,1157.17,1112.59,2192.7,106572.36,1206.13,1504.71,1245.19,1164.98,1281.51,1304.73,1283.01,1165.45,1112.73,1757.45,1616.65,1106.16
29/11/2010,979.4,671.4,1012.13,1360.31,1303.54,1178.99,1124.89,1624.07,1144.91,,1016.83,1155.23,1288.01,1087.54,2125.99,102685.99,,1191.1,1322.42,1156.22,1111.53,2190.67,106470.42,1208.85,1507.33,1244.07,1167.65,1275.7,1303.64,1281.37,1163.37,1110.68,1753.16,1619.24,1103.92
30/11/2010,978.64,670.26,1008.01,1359.6,1302.77,1175.37,1121.37,1611.05,1143.41,1994.72,1014.39,1153.24,1285.77,1085.59,2122.25,102501.01,1782.83,1189.23,1320.3,1154.42,1109.63,2187.16,106297.68,1209.66,1505.62,1241.98,1168.39,1275.92,1301.31,1281.67,1161.73,1109.06,1748.56,1628.31,1103.84
01/12/2010,979.97,672.65,1008.64,1360.17,1303.4,1187.83,1133.14,1622.11,1153.79,,1017.89,1156.42,1289.51,1088.6,2128.2,102786.77,,1193.31,1325.15,1158.7,1113.43,2194.78,106664.79,1210.05,1510.0,1244.84,1168.89,1275.96,1305.09,1282.18,1161.91,1109.22,1748.25,1627.77,1104.42
02/12/2010,980.31,672.54,1012.57,1359.92,1303.16,1197.02,1141.81,1636.39,1161.39,,1021.03,1159.0,1292.23,1091.0,2132.95,102998.71,,1197.03,1329.23,1161.65,1116.86,2201.63,106978.72,1209.29,1511.44,1246.62,1168.13,1281.61,1307.43,1283.72,1165.29,1112.44,1754.55,1631.19,1104.19
03/12/2010,982.32,672.64,1012.85,1362.54,1305.61,1204.81,1148.79,1645.25,1167.98,,1019.42,1160.86,1294.04,1092.62,2136.27,103156.0,,1200.65,1332.96,1165.77,1120.06,2208.1,107287.78,1216.88,1512.76,1247.8,1175.21,1283.25,1310.5,1284.02,1163.54,1110.76,1752.35,1638.97,1106.77
06/12/2010,983.65,671.79,1015.73,1362.68,1305.74,1207.81,1151.8,1643.61,1170.35,,1021.93,1162.32,1295.66,1094.01,2138.95,103280.57,,1202.62,1335.3,1167.39,1121.94,2211.74,107458.23,1220.04,1512.51,1248.54,1178.3,1285.56,1312.57,1284.05,1164.66,1111.8,1754.29,1643.31,1106.95
07/12/2010,982.27,673.99,1016.32,1359.9,1303.11,1206.1,1150.28,1644.97,1168.92,,1020.98,1161.67,1294.97,1093.44,2137.77,103226.11,,1201.02,1332.96,1165.86,1120.49,2208.8,107322.78,1215.36,1511.97,1247.17,1173.88,1287.41,1310.81,1283.29,1164.85,1111.99,1754.93,1635.1,1103.82
08/12/2010,980.91,673.94,1015.94,1359.61,1302.87,1212.16,1156.03,1642.16,1176.86,,1021.08,1162.35,1295.67,1094.1,2138.96,103294.09,,1202.64,1334.68,1167.62,1122.02,2211.7,107477.98,1214.3,1512.77,1247.9,1172.9,1285.53,1311.87,1284.07,1165.27,1112.41,1755.78,1628.19,1103.81
09/12/2010,980.58,672.35,1018.9,1358.48,1301.86,1209.19,1153.33,1648.12,1174.35,,1018.81,1162.02,1295.21,1093.87,2138.45,103261.76,,1202.06,1333.89,1167.02,1121.57,2210.74,107421.2,1212.76,1515.66,1247.59,1171.5,1284.31,1311.53,1284.82,1167.78,1114.84,1758.05,1629.68,1102.42
10/12/2010,979.68,673.21,1018.61,1360.48,1303.83,1213.06,1157.09,1661.54,1175.72,,1018.52,1162.96,1296.32,1094.82,2140.15,103347.01,,1203.22,1335.23,1168.13,1122.7,2212.81,107527.08,1211.41,1519.4,1249.34,1170.27,1288.92,1312.81,1284.96,1167.4,1114.55,1757.78,1627.62,1104.06
13/12/2010,980.63,673.32,1017.89,1361.59,1304.91,1218.27,1161.58,1654.86,1182.34,,1018.29,1163.98,1297.3,1095.66,2141.92,103429.75,,1205.64,1337.69,1170.56,1124.8,2217.07,107731.26,1216.47,1517.73,1250.73,1175.0,1295.89,1314.51,1285.48,1166.96,1114.12,1757.43,1637.67,1104.85
14/12/2010,980.72,672.48,1018.4,1362.88,1306.16,1221.32,1164.5,1659.26,1186.72,,1017.02,1164.2,1297.45,1095.91,2142.44,103448.23,,1206.24,1338.21,1171.08,1125.4,2218.35,107785.82,1214.35,1520.99,1250.97,1173.05,1291.82,1314.16,1286.53,1166.45,1113.68,1756.37,1639.04,1106.2
15/12/2010,978.87,672.23,1019.49,1362.59,1305.9,1220.1,1163.85,1657.89,1186.15,,1014.39,1163.22,1296.51,1095.12,2140.92,103371.37,,1205.83,1337.92,1170.75,1125.19,2218.05,107763.16,1212.95,1515.87,1251.74,1171.82,1275.82,1312.9,1286.87,1167.5,1114.71,1758.38,1631.76,1106.3
16/12/2010,981.02,673.29,1019.37,1364.65,1307.92,1217.19,1161.06,1655.16,1184.3,,1017.76,1163.94,1297.19,1095.83,2142.22,103424.7,,1205.19,1337.11,1170.27,1124.62,2216.79,107692.94,1210.96,1519.48,1251.79,1169.95,1270.8,1313.53,1289.52,1167.94,1115.16,1757.7,1629.08,1106.79
17/12/2010,981.0,673.5,1019.53,1367.17,1310.34,1216.52,1160.57,1660.53,1182.09,,1014.25,1163.83,1297.22,1095.76,2142.11,103424.1,,1205.81,1337.95,1170.94,1125.25,2218.1,107758.82,1212.66,1517.9,1251.69,1171.62,1272.61,1313.78,1289.26,1168.72,1115.93,1759.17,1630.96,1106.36
20/12/2010,981.04,673.41,1020.03,1366.87,1310.05,1217.09,1161.25,1657.23,1182.64,,1016.51,1164.43,1297.8,1096.34,2143.23,103479.59,,1206.28,1338.38,1171.55,1125.74,2219.0,107801.75,1213.95,1518.03,1251.24,1172.87,1271.87,1314.95,1289.29,1168.91,1116.1,1758.42,1637.35,1105.58
21/12/2010,981.47,674.52,1020.28,1369.96,1313.0,1219.15,1163.28,1660.74,1184.52,,1015.69,1165.74,1299.06,1097.58,2145.73,103593.3,,1208.21,1340.25,1173.37,1127.54,2222.66,107970.6,1217.25,1518.94,1252.69,1176.06,1278.77,1316.43,1289.68,1169.72,1116.87,1760.5,1646.01,1108.06
