Date,ON,3M,6M,12M
13/03/2012,0.55531,1.03900,1.35875,1.86869
14/03/2012,0.55500,1.03869,1.35719,1.86838
15/03/2012,0.55500,1.03869,1.35594,1.86838
16/03/2012,0.55500,1.03619,1.35469,1.86838
19/03/2012,0.55500,1.03681,1.35469,1.86963
20/03/2012,0.55500,1.03556,1.35469,1.86806
21/03/2012,0.55500,1.03431,1.35344,1.86744
22/03/2012,0.55500,1.03244,1.35344,1.86681
23/03/2012,0.55500,1.03244,1.35344,1.86681
26/03/2012,0.55500,1.03213,1.34969,1.86556
27/03/2012,0.55500,1.03150,1.34938,1.86556
28/03/2012,0.55500,1.02963,1.34938,1.86431
29/03/2012,0.55500,1.02813,1.34688,1.86306
30/03/2012,0.55688,1.02688,1.34563,1.86306
02/04/2012,0.55375,1.02563,1.34563,1.86306
03/04/2012,0.55313,1.02375,1.34438,1.86244
04/04/2012,0.55313,1.02250,1.34063,1.86025
05/04/2012,0.55313,1.02250,1.33938,1.85900
10/04/2012,0.55313,1.02250,1.33563,1.85775
11/04/2012,0.55313,1.02125,1.33313,1.85650
12/04/2012,0.55313,1.02063,1.33063,1.85650
13/04/2012,0.55313,1.01875,1.33063,1.85650
16/04/2012,0.55313,1.01750,1.33063,1.85650
17/04/2012,0.55313,1.01563,1.33281,1.85900
18/04/2012,0.55250,1.01438,1.33281,1.86025
19/04/2012,0.55250,1.01313,1.33281,1.86025
20/04/2012,0.55250,1.01313,1.33344,1.86088
23/04/2012,0.55250,1.01438,1.33469,1.86275
24/04/2012,0.55250,1.01438,1.33469,1.86400
25/04/2012,0.55250,1.01313,1.33344,1.86400
26/04/2012,0.55250,1.01313,1.33344,1.86338
27/04/2012,0.55250,1.01250,1.33344,1.86275
30/04/2012,0.55500,1.01250,1.33344,1.86275
01/05/2012,0.55250,1.01250,1.33344,1.86275
02/05/2012,0.55250,1.01125,1.33344,1.86275
03/05/2012,0.55250,1.01125,1.33344,1.86275
04/05/2012,0.55188,1.01063,1.33281,1.86150
08/05/2012,0.55188,1.01000,1.33031,1.85900
09/05/2012,0.55188,1.01000,1.33031,1.85900
10/05/2012,0.55188,1.00875,1.33031,1.85900
11/05/2012,0.55188,1.00875,1.32906,1.85900
14/05/2012,0.55188,1.00750,1.32781,1.85900
15/05/2012,0.55188,1.00750,1.32781,1.85900
16/05/2012,0.55188,1.00750,1.32781,1.85900
17/05/2012,0.55188,1.00750,1.32781,1.85900
18/05/2012,0.55188,1.00625,1.32625,1.85525
21/05/2012,0.55188,1.00500,1.32500,1.85431
22/05/2012,0.55063,1.00313,1.32438,1.85306
23/05/2012,0.55063,1.00125,1.32125,1.84931
24/05/2012,0.55063,0.99938,1.31688,1.84494
25/05/2012,0.55063,0.99750,1.31688,1.84244
28/05/2012,0.55063,0.99625,1.31438,1.83963
29/05/2012,0.55063,0.99500,1.31313,1.83838
30/05/2012,0.55063,0.99438,1.31125,1.83775
31/05/2012,0.55313,0.99313,1.31125,1.83775
01/06/2012,0.55063,0.99063,1.30875,1.83525
06/06/2012,0.55063,0.99063,1.30875,1.83525
07/06/2012,0.55063,0.99063,1.30875,1.83400
08/06/2012,0.55063,0.99063,1.30750,1.83400
11/06/2012,0.54938,0.99063,1.30750,1.83400
12/06/2012,0.54938,0.99063,1.30750,1.83275
13/06/2012,0.55000,0.99000,1.30688,1.83213
14/06/2012,0.55000,0.99000,1.30625,1.83088
15/06/2012,0.54813,0.95088,1.24188,1.76938
18/06/2012,0.54375,0.93063,1.22063,1.73438
19/06/2012,0.54438,0.92150,1.20438,1.71900
20/06/2012,0.54438,0.91775,1.19813,1.71213
21/06/2012,0.54438,0.91525,1.19500,1.70713
22/06/2012,0.54438,0.90813,1.19063,1.69963
25/06/2012,0.54438,0.90438,1.18688,1.69338
26/06/2012,0.54438,0.90188,1.18438,1.69088
27/06/2012,0.54438,0.89813,1.18063,1.68713
28/06/2012,0.54438,0.89688,1.17813,1.68338
29/06/2012,0.54563,0.89500,1.17750,1.68025
02/07/2012,0.54438,0.88875,1.17250,1.67525
03/07/2012,0.54438,0.88338,1.16750,1.66838
04/07/2012,0.54250,0.87900,1.16438,1.66275
05/07/2012,0.54250,0.87713,1.16188,1.65650
06/07/2012,0.53750,0.86775,1.15375,1.64650
09/07/2012,0.53750,0.86463,1.15188,1.64338
10/07/2012,0.53688,0.85963,1.14125,1.63713
11/07/2012,0.53125,0.85213,1.13188,1.62963
12/07/2012,0.53125,0.84088,1.11938,1.61588
13/07/2012,0.52875,0.83213,1.10875,1.60588
16/07/2012,0.52813,0.82838,1.10313,1.59900
17/07/2012,0.52688,0.82338,1.09813,1.59400
18/07/2012,0.52688,0.80775,1.08563,1.57275
19/07/2012,0.52688,0.79338,1.07000,1.55588
20/07/2012,0.52563,0.78338,1.05875,1.54150
23/07/2012,0.52563,0.77525,1.04938,1.53213
24/07/2012,0.52438,0.76900,1.04313,1.52463
25/07/2012,0.52313,0.75900,1.02938,1.51088
26/07/2012,0.52313,0.75400,1.02188,1.50463
27/07/2012,0.52313,0.75150,1.01813,1.50025
30/07/2012,0.52125,0.74750,1.01063,1.49275
31/07/2012,0.52125,0.74375,1.00563,1.48838
01/08/2012,0.52125,0.74000,0.99875,1.48150
02/08/2012,0.52125,0.73375,0.98875,1.47088
03/08/2012,0.52125,0.73063,0.98625,1.46588
06/08/2012,0.52063,0.72650,0.98250,1.46150
07/08/2012,0.51938,0.72125,0.97563,1.45400
08/08/2012,0.51563,0.71463,0.97125,1.44713
09/08/2012,0.51563,0.71150,0.96813,1.44525
10/08/2012,0.51438,0.71025,0.96438,1.44150
13/08/2012,0.51438,0.70900,0.96188,1.43900
14/08/2012,0.51188,0.70625,0.95813,1.43150
15/08/2012,0.51063,0.70438,0.95563,1.42775
16/08/2012,0.51063,0.70000,0.95438,1.42525
17/08/2012,0.51188,0.69875,0.95313,1.42525
20/08/2012,0.51063,0.69875,0.95313,1.42525
21/08/2012,0.51063,0.69813,0.95313,1.42525
22/08/2012,0.51063,0.69688,0.95313,1.42525
23/08/2012,0.51063,0.69438,0.95063,1.42275
