,BNPIFEU,BNPIFUS,BNPIFJP,BNPIFCN,BNPIFFR,BNPIFGE,BNPIFGB,BNPIFCH,BNPIFKR,BNPIFUSC,BNPIFBR,BNPIFAU,BNPIFHK,BNPIFTW,BNPIFSG,BNPIFIT,BNPIFSP,BNPIFSW,BNPIFNE,BNPIFRU,BNPIFEM,BNPIFJT,BNPIFE10,BNPIFEU2,BNPIFEU5,BNPIFE30,BNPIFJ10,BNPIFU10,BNPIFUS2,BNPIFU30,BNPIFUS5,BNPIFA10,BNPIFAU3,BNPIFI10,BNPIFF10,BNPIFG10,BPFXEUR1,BPFXGBP1,BPFXCHF1,BPFXJPY1,BPFXAUD1,BPFXNZD1,BPFXNOK1,BPFXSEK1,BPFXCAD1,BPFXCZK1,BPFXPLN1,BPFXHUF1,BPFXTRY1,BPFXZAR1,BPFXSGD1,BPFXMXN1,BPFXINR1,BPFXKRW1,BPFXPHP1,BPFXTWD1,BPFXBRL1,BPFXCLP1,BPFXCOP1,SPGSCLP ,SPGSHOP ,SPGSGOP ,SPGSBRP ,SPGSHUP ,SPGSNGP ,SPGSIAP ,SPGSICP ,SPGSIZP ,SPGSIKP ,SPGSILP ,SPGSGCP ,SPGSSIP ,BNPXCEB5,BNPXCEX5,BNPXCIG5,BNPXCHY5
03/01/2007,251.6590373,221.4463805,123.5690267,122.4532162,213.419777,187.3519292,143.3964943,295.2762035,289.6684,214.6331232,74.41255645,233.4419323,212.3784749,131.2538,100,155.621185,361.2520978,384.6995055,227.7966828,210.7053,124.918308,124.325849,150.9773693,113.7325284,132.7398521,93.62841514,160.2822601,141.5269913,112.8174332,154.2637482,125.8831781,101.9924139,117.21228,126.6283015,100,127.5879845,105.1767476,156.2618488,90.45272825,60.80539759,145.228258,162.0889,134.1516071,113.3267,115.1336179,144.134,196.6622,193.3835,346.474,141.1549,95.2536,173.2513,138.4561,143.1584,143.1273,94.2532,158.2575,100.6417,112.8592,544.1366328,249.5235971,525.996,667.8625,485.4757398,6.0097052,137.5039574,473.7993558,201.4023763,681.783642,197.5363,104.3265982,164.1012754,102.6203791,121.3279871,101.3946,111.8681
04/01/2007,250.8919286,221.7527672,124.485468,116.8405302,212.022884,186.8127849,142.6253141,294.9788078,285.5191,215.2970534,73.67463792,231.1254914,207.7193339,130.9012,100,154.7874853,360.4389337,381.7939753,227.1787716,210.7053,123.1752786,125.6426112,151.2500038,113.752766,132.873506,93.85404984,160.0317999,141.6205407,112.9124407,154.45333,126.1733403,102.29425,117.3223895,126.8048019,100,127.7059063,104.3231343,155.6368835,89.91653992,60.86363998,143.7976874,160.0532,132.6106324,111.6496,114.5934712,142.0842,192.8033,190.2577,343.5502,137.3661,94.8961,171.8438,138.2015,142.3712,143.3142,93.8518,157.8638,100.1824,112.8708,518.6652444,242.4531226,518.2035,636.1888,466.0746282,6.0087299,135.3631002,463.0164527,198.6573463,714.9137842,194.633,103.7302443,166.2383582,102.6062935,121.1989036,101.3865,111.9625
05/01/2007,247.9419256,220.2964305,122.4350191,116.3549515,210.2024216,184.8007522,141.2207052,294.5595782,283.5307,211.4365748,70.68453226,230.4722933,209.8616471,128.8032,100,154.0520401,359.7371702,380.9893664,224.6235919,210.7053,119.5559509,123.8873006,150.5950154,113.6672966,132.5635901,93.1387426,159.9216705,141.2320491,112.834719,153.8291837,125.9117892,102.5217262,117.3854421,126.3529614,100,127.4476331,103.5580795,154.2726861,89.36778317,61.14913018,142.6445176,157.9192,131.765852,111.1102,114.5982908,141.1137,191.4877,188.7664,339.5785,134.7189,95.0701,170.5858,138.5665,142.1573,143.1649,93.4391,157.5347,100.2343,112.3745,525.3830083,246.0197509,509.6317,643.5416,467.9863944,6.0301831,130.9323809,454.50362,190.0849686,691.8355016,186.9479,100.5332881,158.4024156,102.5781024,120.9346943,101.3762,111.8818
08/01/2007,247.6198064,220.8492065,122.4350191,114.4896751,209.896589,184.9140223,140.4669468,292.8894697,280.1748,211.6602371,71.58426368,227.401371,208.1660487,126.813,100,153.7200557,360.2170289,379.9614038,223.6624497,210.7053,120.3711293,123.8873006,150.7000171,113.69453,132.6325222,93.17672198,159.9216705,141.4224029,112.7742829,154.1802926,125.8712779,102.1771214,117.2262148,126.4591439,100,127.542757,103.6725288,154.8321834,89.45991939,61.19370866,143.0021356,157.8653,131.9318,111.0216,114.4458159,141.3181,192.1196,189.593,339.1457,134.6302,95.0252,170.039,138.2285,141.435,143.2546,93.0634,157.2389,99.7269,112.3989,523.3303488,244.6528063,511.45,643.0891,460.2760596,6.2193579,131.1314334,454.3414786,180.7420152,655.4230635,178.5796,100.9473746,160.0861753,102.5790035,121.0929157,101.3728,112.0847
09/01/2007,247.9805353,220.7388113,123.6304648,112.9961762,210.5562132,185.1647835,140.5185702,293.9177015,281.493,211.9940644,70.18135405,230.7982016,206.8376218,128.0636,100,153.8702045,359.3916403,379.4648983,225.2892763,192.0381,117.6651515,125.1181671,150.3408592,113.6453392,132.4867044,92.60813716,159.570919,141.5581273,112.7484184,154.5564806,125.8569723,102.1391058,117.2103073,126.2094735,100,127.4359147,103.6084882,155.3100269,89.15450667,60.75774473,142.8736105,158.6164,132.0747334,110.7052,114.2649492,141.0467,191.4497,188.7961,338.6657,133.8018,95.0129,169.6253,138.1535,141.4772,143.8316,93.2315,157.2628,99.8893,111.8988,518.834866,244.4526684,506.9927,637.7471,460.0892866,6.4536987,133.409542,455.606126,171.293663,634.1544553,177.6339,101.8732653,163.1298766,102.5839007,121.2002845,101.3697,112.1646
10/01/2007,245.7494107,221.1217946,121.4976745,109.2581696,209.2429856,183.941361,139.6657493,293.0745955,277.3098,212.1255959,70.70350927,228.0575699,203.4472695,125.5522,100,153.0158718,355.5010453,376.1439458,223.6672464,192.5801,117.3767726,122.9686425,150.2559966,113.6289264,132.4505323,92.43807724,159.8401144,141.3383358,112.7138469,154.0754416,125.7321469,102.1011422,117.1787476,126.0772977,100,127.3532614,103.1553004,154.8588779,88.77919418,60.61410294,142.1842574,157.6037,130.2362837,109.7015,114.4222437,140.207,190.2198,186.2144,338.407,133.0953,94.8679,169.1313,137.9996,141.0478,143.4442,92.9761,157.0228,99.7033,111.3199,503.2550355,239.4711326,506.4756,617.6028,447.6357268,6.5592603,136.6341927,476.428945,182.5273407,683.7830802,183.8363,101.6092201,161.1870791,102.5792207,121.0907228,101.3716,112.2434
11/01/2007,250.1583043,222.4379375,120.8772682,107.4287558,212.9795719,187.0924336,141.2842121,296.8506292,279.3249,214.7111404,71.23893649,229.7070846,201.1348863,124.9871,100,154.9920685,360.4667818,385.0461576,226.9281656,196.3526,118.8445688,122.5060959,150.3203239,113.6887186,132.5608112,92.30594673,159.6561756,141.0750956,112.6103886,153.5395685,125.4632531,101.910026,117.0831213,126.1768396,100,126.961235,102.7147637,155.3684891,88.52840576,60.19812246,142.9162875,158.9189,129.4433874,109.3813,114.4037539,139.6882,190.0325,186.8762,341.0637,134.421,94.5738,170.0731,137.9466,141.1765,143.0934,92.9188,157.6887,100.6331,112.2541,483.635219,232.293339,504.7213,593.229,435.0657502,6.1294733,137.8745742,478.0011745,189.2052407,712.7902118,187.2605,101.7013933,161.3813644,102.5944542,121.3293463,101.378,112.4917
12/01/2007,250.6560445,223.5462893,122.3578204,109.7337345,213.331459,187.1166309,141.2864485,298.6882431,282.8592,216.2636432,71.92244062,232.326849,203.6331515,128.5998,100,155.5499455,361.4885853,384.824985,227.9692965,195.2685,121.2436946,124.6181417,149.7499572,113.6283554,132.3215433,91.43071336,159.5745348,140.5862614,112.5672383,152.6355836,125.2196789,101.7959068,117.0514619,125.7130185,100,126.5190055,103.0439893,156.866159,88.70330023,60.24449433,143.2414037,158.4923,129.9285128,110.3326,115.0989167,139.5411,190.4335,188.2186,341.9551,134.8619,94.565,169.9606,137.8555,140.9333,142.9706,92.7209,158.0346,100.3607,112.767,493.2439608,235.640947,489.3752,602.7091,445.9476833,6.4203729,135.9206368,466.1848613,184.0659515,693.3183989,185.0209,103.8380107,166.8211863,102.5957584,121.4754562,101.3806,112.6195
15/01/2007,251.6155905,223.5462893,123.5547548,113.5947347,214.1165906,188.4684855,142.0255605,301.3104979,284.024,216.2636432,71.54965196,234.232012,208.0061336,128.5707,100,156.4721406,363.6452292,389.5059194,229.5248072,202.1685,121.2436946,126.0413329,149.8618061,113.6323903,132.3644044,91.7340978,159.4687783,140.5862614,112.5672383,152.6355836,125.2196789,101.6820462,117.0037378,125.8000548,100,126.5665457,102.9929922,157.1886672,88.67613309,60.15397097,143.4130011,159.2322,130.0807327,110.4136,115.21301,139.7987,190.5445,188.9024,344.1224,135.4561,94.6707,170.5413,138.8275,141.283,143.2265,92.9495,158.1877,100.251,112.767,493.2439608,235.640947,489.3752,602.7091,445.9476833,6.4203729,135.9206368,466.1848613,184.0659515,693.3183989,185.0209,103.8380107,166.8211863,102.6086601,121.6706345,101.3806,112.6195
16/01/2007,250.3265136,223.5472893,123.4665858,113.6173178,212.4175774,187.5994831,140.6848216,300.1310745,284.4113,215.3793831,71.03288692,235.0798789,207.8436427,128.8822,100,155.685342,361.5969848,388.3860726,228.9985868,200.4177,121.606448,125.9637456,149.9973286,113.6284725,132.3744917,92.01859466,159.6373813,140.8729951,112.5931029,153.0532869,125.4446432,101.8712687,117.0512915,126.0352807,100,126.6492052,103.0125084,156.9325933,88.59443833,60.02775066,143.2471335,159.6136,130.3099711,110.6211,114.8659982,139.4704,190.2273,188.4242,342.5643,134.9031,94.8471,169.8056,138.7697,141.5248,143.4129,92.8007,157.9703,99.8416,112.7721,475.755666,231.2717755,488.3476,583.2453,427.4136238,6.4088702,135.0673651,462.9030364,181.3043054,718.3731015,182.3908,103.6741087,163.5184472,102.6117591,121.7295308,101.4128,112.854
17/01/2007,248.8621261,223.485892,123.7697195,112.5550936,211.0684875,187.1288848,140.4764988,300.9496358,281.4024,214.6164612,71.19309461,233.3080883,207.8177197,129.576,100,154.2097275,359.7844515,390.115164,229.049781,196.7483,121.0796385,126.200913,150.0023698,113.6493641,132.3899455,92.03751692,160.4300307,140.7648685,112.5068023,152.8879342,125.2577848,102.1006178,117.1309471,126.1353925,100,126.5301949,103.1443164,157.7567405,88.75647433,60.11400405,144.0383386,158.7797,130.1223207,110.3546,114.6931057,139.3644,189.8378,188.6039,344.3235,136.1094,94.9108,170.5335,138.9529,141.427,143.4565,92.6567,158.7785,99.817,112.6817,486.4684099,234.2716919,487.32,594.0338,432.6959092,6.0484552,134.9168434,457.5953165,176.556093,756.8388242,179.3033,104.8879541,166.9507191,102.617567,121.9006108,101.3967,112.9784
18/01/2007,248.1923198,222.5971306,124.536061,112.3899237,211.0966642,186.9272166,140.6533202,300.8170561,282.8232,211.7141435,70.73731668,234.1275054,210.6558258,130.3427,100,154.15505,359.1456311,389.3084964,229.3397047,195.2902,119.784151,126.8182782,149.6674484,113.6009501,132.2087792,91.65813683,160.5112133,140.3564216,112.5412457,152.2489104,125.351214,101.9481324,117.0515252,125.8960609,100,126.3879635,103.1531428,157.8636393,88.54522812,59.72116681,144.4231236,159.5484,129.544228,110.1426,114.6792603,139.5019,191.3731,189.8457,344.8343,136.3171,94.8629,170.8238,138.9981,141.4838,143.4198,92.8938,158.9476,100.1383,112.5966,474.3822408,229.8717668,481.4115,583.2453,425.5813247,6.0973407,135.8703998,448.6006478,176.071614,752.4724774,181.1329,104.0348318,164.2955607,102.6312678,122.1224831,101.4128,113.0124
19/01/2007,250.334454,223.2733012,124.2067878,112.0519753,213.1586459,188.4955723,141.2638936,302.2053169,278.0869,213.5793031,72.29582413,233.9013091,210.4849275,129.3259,100,155.3967411,362.446542,391.5988344,229.6865647,196.5802,121.921172,126.7459657,149.8446564,113.5912718,132.2323935,92.03734103,160.723987,140.6641013,112.4895165,152.7666472,125.201702,101.8721282,117.0515252,126.0926931,100,126.3879635,103.1109721,158.0261013,88.4457442,59.68914204,144.4275692,159.3966,129.7217843,110.1438,114.8057093,139.6106,191.7489,189.4136,346.6871,136.6079,94.9088,171.5445,138.7242,141.3453,143.5752,92.7741,159.1332,100.0349,112.4335,488.9406025,235.7639616,493.2284,602.0417,438.0085642,6.6331708,137.2506867,453.8678094,178.1550472,767.2349987,181.2473,105.4129257,167.3392619,102.62577,122.0335953,101.4515,113.0743
22/01/2007,248.3210578,222.102552,124.9237821,114.0957161,212.0276026,187.0257075,140.8757897,300.7642325,279.3989,211.5296857,72.4252495,236.4880674,215.6662046,129.0747,100,155.2415039,361.5781965,391.7453727,228.4270677,200.2226,121.726917,127.932239,150.1646255,113.655994,132.4252393,92.49298312,160.9461211,140.5806003,112.4980954,152.7211646,125.2951312,101.6065257,117.0197809,126.5383212,100,126.5183672,103.1903118,158.1606609,88.52560204,59.55865175,144.5462153,160.0762,129.9985662,110.0041,114.6428065,139.446,191.9862,189.7228,348.7631,137.3404,94.8744,171.3629,139.1837,141.175,143.1263,92.6166,159.0636,100.2899,111.9142,481.4325174,234.5332574,508.128,595.0347,431.8101293,7.0079639,139.4340084,454.7591738,179.9962408,795.8243761,189.938,105.0355699,168.3754132,102.632376,122.1869755,101.4292,113.2354
23/01/2007,248.2648757,222.9353159,124.8981467,112.6529055,211.4167118,186.5440096,140.960252,301.0923926,279.592,213.5185359,73.43521648,236.5292578,215.2642781,128.7987,100,155.4691315,361.6034639,389.646778,227.8721958,202.1739,124.4790324,127.9635699,150.2417875,113.6401104,132.3957458,92.70277847,161.1446853,140.6040938,112.4463662,152.6248151,125.0895363,101.6065257,117.0356403,126.4825706,100,126.4469891,103.789528,158.9922971,89.15373323,59.6510539,145.1574259,161.0979,130.8833195,111.0917,113.9629788,139.4009,191.6503,188.9929,347.7696,137.1851,95.0955,170.2593,139.2307,140.8142,142.7685,92.1324,158.8333,100.1656,111.4322,503.9567727,244.9946022,501.9626,619.281,452.4817023,7.2485602,142.6463368,458.1625818,180.5775868,806.7403799,193.4829,106.9876675,171.7429326,102.6306661,122.2388912,101.442,113.4133
24/01/2007,251.0950632,224.6168428,125.5687863,113.2109063,214.0679621,188.6278756,142.8387631,302.1988319,283.7271,215.8418015,74.25791331,238.0472529,215.7684591,131.2516,100,157.1001763,365.7844367,390.508123,229.4930181,200.9272,125.5424881,128.5451346,149.9675413,113.5987177,132.2469509,92.40087653,160.9072561,140.4194011,112.4722308,152.2466434,125.0995375,102.2805626,117.489309,126.2245386,100,126.3532254,103.2407205,157.3042628,88.5272456,59.83235683,143.0252523,160.0894,131.8948554,110.6872,113.8340761,138.479,190.3791,188.1545,347.2354,136.3006,94.9791,170.4088,139.2283,141.3477,143.3945,92.471,159.5267,100.4987,111.2372,506.9783489,245.5792405,507.3573,621.5054,456.2070397,7.0731451,142.2448194,462.659962,180.1899747,803.101712,194.9123,107.3650234,171.9112946,102.6446922,122.4966049,101.481,113.7596
25/01/2007,250.4232188,222.0711534,125.2103128,111.4789056,212.6925874,187.5699879,141.9387857,301.7599524,283.5364,213.1398193,74.23072632,238.1438333,214.2003118,130.8863,100,156.602609,365.2631929,393.1102953,228.0425585,204.2769,121.6630147,127.8630142,149.5010785,113.5826814,132.0758485,91.92630511,160.8741873,140.1928164,112.3859302,151.7505852,124.8089955,102.3947385,117.5051798,125.7907014,100,125.9258752,103.3404591,157.7772748,88.77639045,59.84243396,142.6074716,160.9766,132.8609676,110.8474,114.4117282,138.0897,189.228,187.5888,345.1809,134.9447,95.1017,169.9985,139.1721,141.5258,143.3707,92.8204,159.6014,100.5261,111.3297,496.5402629,239.9024806,513.5227,609.3823,450.1002197,6.6235852,141.6425434,474.4503069,180.868332,818.1760761,197.085,107.3485639,174.7218813,102.6485957,122.470975,101.4993,113.17
26/01/2007,248.9125541,221.849363,124.692233,109.0175929,211.8885711,187.1672253,141.0108571,298.866868,280.719,214.1830542,73.7499162,238.1438333,210.0613092,128.1905,100,155.7534125,362.9746999,390.2818666,226.3775966,202.1576,122.3914295,127.7639901,149.4674645,113.592539,132.1090212,91.58691652,161.2716107,139.7537996,112.3686445,150.9683124,124.7721556,102.3947385,117.5051798,125.6113096,100,125.7375665,102.763211,156.8755806,88.14255513,59.55907875,141.4592413,159.7201,132.0847266,109.9475,114.0384276,137.5071,187.7435,185.6509,344.8001,134.1958,94.8707,169.1159,139.1721,140.9662,142.8275,92.253,159.025,99.93,111.0116,507.4361573,246.3638573,511.9814,622.6177,462.5887045,6.8613062,141.793065,470.3175841,177.4283286,816.6165882,193.5973,106.7416412,173.232407,102.6425297,122.3624542,101.4842,113.2742
29/01/2007,249.9147457,221.5559758,125.2664278,109.4757981,213.2406373,187.781565,141.2647319,301.1826033,279.012,215.4624969,72.27961356,237.2989945,209.5927143,127.2608,100,156.0101449,364.5482102,390.7097268,226.8282129,198.0491,120.7160063,128.170964,149.1721314,113.5626142,132.0093025,91.01649549,160.7395834,139.8443769,112.3513587,151.1223298,124.7158195,101.8659231,117.3001811,125.3117045,100,125.5245704,102.9896578,156.7181918,88.04249113,59.34165188,141.4011531,160.0414,132.7954565,110.494,113.8586123,137.3219,187.3763,185.7213,345.2808,133.5799,94.7205,168.4464,139.1298,140.8992,142.5944,92.1566,159.087,99.5928,110.9452,494.5259467,239.564031,511.4676,605.4896,450.0698501,6.6494659,137.2759,451.801448,170.8389226,803.101575,190.6242,106.4791553,171.6133998,102.6371169,122.3418998,101.5109,113.365
30/01/2007,251.7014092,222.7073258,125.4586111,110.7075053,214.3568547,189.6774559,141.178523,302.2170221,279.7921,216.7707549,73.03596259,239.5848973,212.2102931,127.1713,100,156.1600013,366.1755528,394.4695365,228.0707817,198.5966,122.5680144,128.0228565,149.25221,113.5786617,132.0609066,91.07342073,160.60572,139.7235129,112.3773513,150.8488673,124.7905123,101.6382459,117.2525073,125.3826559,100,125.7262109,103.1511814,156.9540938,88.1592808,59.51902643,141.5090312,157.9958,133.1861005,110.9892,113.9329219,137.294,187.9864,185.6072,346.4772,133.692,94.8475,168.8483,139.1261,140.8226,142.8735,92.2421,159.3125,99.3702,111.024,521.628286,253.1945169,510.6969,636.1867,473.5197352,7.4191821,136.5479366,456.1772452,165.218619,765.1556816,191.9964,106.6595169,173.232407,102.6277018,122.2245809,101.4992,113.1803
31/01/2007,250.6119778,224.1716622,124.6275158,108.1474532,212.7826083,189.4270955,140.2712849,302.1096309,277.8063,217.3929322,74.00403635,238.117497,207.8066085,125.932,100,155.8543009,365.3743084,393.0100184,226.3117026,200.434,123.5012905,127.3058713,149.3753101,113.6000479,132.1205551,91.37780205,160.6886187,139.5940157,112.4636519,150.5792305,125.0709264,101.448692,117.2047442,125.5311083,100,125.7970694,103.4484357,156.6314649,88.49949839,59.78897393,141.8833446,157.9047,133.7855928,111.1043,114.0755824,138.3873,189.4077,187.5193,349.4312,134.7526,94.9114,169.0958,139.4746,140.6577,143.3684,92.2366,159.9362,99.4963,111.2491,532.3410299,259.0405813,529.7067,649.0884,474.0081795,7.3492078,138.2544801,463.8348673,169.6277249,791.6658788,194.3978,107.9227408,175.7580326,102.6200797,122.1363012,101.4896,113.2723
01/02/2007,252.747079,225.3290119,125.8054243,107.5383836,214.8096348,191.2764242,141.941696,304.6844808,283.0419,219.3906034,74.26741556,239.4341653,212.0151669,126.2234,100,156.7275853,367.1551318,394.8696486,229.2450968,205.6862,124.9956863,128.5382238,149.4877442,113.6396682,132.242734,91.35886453,160.905124,140.3493452,112.4205016,152.2038528,124.9181229,101.6757955,117.2683316,125.6698424,100,125.5468824,103.6711558,157.7362063,88.84812715,60.01032918,141.9698842,156.9731,134.321088,111.4396,114.4320581,138.5497,190.3712,188.3357,350.9328,135.736,95.0803,169.8993,139.4895,141.2397,143.639,92.4767,161.1174,99.7568,111.7081,524.6497942,255.2099177,532.5325,640.858,465.7334764,7.217887,139.6347671,452.8143037,164.9280182,789.5866987,193.2543,108.7592303,177.7655826,102.6389198,122.4504526,101.5244,113.4279
02/02/2007,253.5999345,225.7071955,125.970204,108.6060996,215.3609939,192.2170227,142.5751426,306.020752,289.0038,219.8098968,74.54470226,239.8105907,213.1403961,127.8425,100,157.1703285,367.9434939,393.3288191,229.5356061,205.9138,124.5994463,128.8178624,149.8233202,113.725567,132.467927,91.58564607,160.3480436,140.1495091,112.4549451,151.7860078,125.0148436,101.3732933,117.1413436,125.9135674,100,125.5704745,103.2673959,157.5266364,88.57432885,59.68623846,141.9470638,156.2377,133.7237156,110.7307,113.7193695,137.7838,189.567,187.4136,351.3147,135.4074,94.9548,169.8585,139.7242,141.2375,143.9521,92.4516,161.9948,99.1655,111.9419,540.3984306,259.071335,527.6516,659.6544,480.2678599,7.1661249,138.1792193,432.0697566,149.8596512,803.101712,189.252,106.8727975,173.232407,102.6469897,122.6164797,101.5364,113.4284
05/02/2007,253.5719873,225.625199,124.3939872,108.221236,215.3953609,191.8425087,142.7485825,305.5455501,290.6818,218.9764067,74.94252426,239.7327681,211.372256,127.1243,100,157.5195559,367.8670786,395.0346509,229.1926702,206.4017,124.6635988,126.8712743,150.1497877,113.7618523,132.6261617,91.8500554,160.3155675,140.2076767,112.4808096,151.8606786,125.1068802,101.8659799,117.300251,126.2315785,100,125.6883685,102.8666763,156.847799,88.4149999,60.07343934,142.1188587,156.9424,133.4960922,109.5466,113.7543335,137.7132,190.4237,187.5736,351.4357,135.394,95.0329,170.8787,139.7445,141.4561,143.8998,92.3346,162.1937,99.0287,112.5802,537.8347308,257.7790437,543.065,655.7616,476.2980472,7.3175763,137.7777019,431.7050991,150.877115,770.2499812,185.7071,107.6275092,175.6285276,102.6424072,122.658132,101.5398,113.5503
06/02/2007,253.6996201,225.6319987,124.8092732,109.1707561,215.0093667,191.6858025,143.4464325,306.4321296,292.0466,219.9614227,75.02457301,241.7139759,214.3493603,128.6947,100,157.1165698,369.7393452,397.7890565,229.693425,209.0684,125.8765146,128.061732,150.1657614,113.7273196,132.5823886,91.92608001,160.3900486,140.1684737,112.5239599,151.7640458,125.2967769,102.2851562,117.4434383,126.2637587,100,125.712241,103.069684,157.5349709,88.68821812,59.98026859,142.2723776,156.0798,133.8110301,109.6938,113.7364572,137.7616,190.4421,188.7426,352.5615,135.6977,95.0855,171.0051,139.7033,142.004,144.2301,92.3028,163.2563,98.9983,112.458,539.1165807,260.1328144,536.6428,655.6504,480.1453691,7.3003223,137.4766587,442.3204471,156.9092835,776.5916518,181.8191,108.0538971,177.118002,102.6537297,122.8445512,101.5518,113.8352
07/02/2007,254.6683753,225.9627844,123.9749836,111.8139806,216.1248822,192.7900342,144.0888415,306.5746696,291.1947,221.5176499,73.73327818,242.9789345,213.9952274,128.7301,100,158.0013101,373.198738,399.8419092,230.7879363,207.4857,125.3720919,127.7609475,150.225752199999,113.704499,132.5807183,92.15483869,160.335702,140.6236245,112.5672383,152.5500026,125.4446432,102.4764831,117.475346,126.3254491,100,125.937285,103.582107,157.6412657,89.02137805,59.88282787,142.5616332,157.472,134.5577961,110.4834,113.5917813,138.3789,191.7128,190.0099,352.1444,136.2068,95.1155,170.8107,139.8509,142.1261,144.8642,92.1636,163.1993,98.7406,112.2947,528.4038368,256.3175276,537.4135,642.1926,470.6801778,7.3894672,134.2643304,438.795456,154.1233845,777.6313103,180.4469,107.8243303,177.5713251,102.6612672,122.9928277,101.5491,113.8937
08/02/2007,253.4536974,225.6887963,123.9349123,112.8700702,214.6226902,191.772864,143.5850237,304.4101308,290.8254,221.5488176,74.20592065,242.6988867,214.7977856,128.0988,100,156.6329878,372.9464274,395.6720703,228.7419585,203.2579,124.6848137,127.158085,150.0377308,113.6551988,132.4010446,92.09790942,160.4139955,140.7542539,112.5672383,152.7176223,125.4270461,102.3998637,117.3955054,126.2214155,100,126.3138135,103.75383,156.7195205,88.58061307,59.62782527,142.9854402,157.5083,134.7764357,111.0509,113.4948633,138.0676,191.1665,189.9402,351.6962,136.4551,95.1106,170.1433,139.8322,141.6974,144.7342,91.7963,162.3633,98.822,112.1075,546.8218891,265.3370355,532.437,665.0329,486.378223,7.5430548,136.1886942,437.3857349,151.7096509,764.1482212,182.6679,108.7264846,178.3495511,102.655758,122.994531,101.5641,113.8428
09/02/2007,254.6496539,224.1780619,125.5175919,112.3761825,215.8297485,192.8379094,144.3526684,306.5522016,292.0931,219.0034578,73.17580586,243.7041683,214.120778,128.351,100,157.6326988,374.3009408,398.1328636,230.0718749,204.716,123.1770083,128.9907384,149.5062616,113.6061367,132.1785724,91.51181426,160.5250438,140.6711776,112.4895165,152.6086624,125.2201853,102.7426046,117.5063459,125.8088393,100,125.901615,103.4239179,155.9354753,88.29037914,59.35505958,142.2054971,157.0576,133.7321947,110.5869,114.503476,137.727,190.2186,189.7092,352.8253,136.7693,95.0379,170.2574,139.9573,141.7704,145.1259,91.959,161.7414,99.2454,112.6055,548.5353054,265.3647616,543.3512,665.055,491.6508913,7.5108289,136.1132438,451.0251516,151.7678289,777.2742531,187.3229,110.2849401,180.2255935,102.6653276,123.1473872,101.5536,113.8957
12/02/2007,252.4487545,223.3096996,125.5175919,112.6411163,213.6706043,191.3124232,143.7015961,305.9129651,288.4308,218.554369,72.52395497,244.0221756,213.0648951,126.8644,100,156.5704442,371.3249741,393.3855139,228.1077313,197.8377,122.2816361,128.9907384,149.312367,113.6116544,132.1318081,91.03894695,160.5250438,140.3176432,112.4463662,152.0749146,125.1082728,102.3616961,117.474666,125.6835626,100,125.771398,103.1302922,155.8643303,88.0655977,59.27734613,141.4815677,157.4494,134.1411091,109.9851,114.5501824,137.0665,188.242,188.0955,350.5781,134.3603,94.6151,169.4219,139.4881,141.4417,145.0488,91.8619,160.963,99.147,112.5815,530.0610978,253.7849713,526.8705,639.9169,475.1946185,6.988053,136.5761831,442.0862735,150.6916097,748.9119072,192.8351,109.4647368,177.63452,102.6463792,122.9348086,101.5483,113.7051
13/02/2007,253.9074526,225.0170254,126.1957021,109.7130977,214.9100568,191.7802093,144.1371669,304.9919282,289.8422,220.3777757,74.5905036,244.4909144,208.2477427,126.0228,100,157.0590319,372.1694027,394.3401029,229.3934685,203.2037,124.2052926,129.7884941,149.1467856,113.5806426,132.0451662,90.79130927,160.7117865,140.3368909,112.4290805,152.0492686,125.05219,102.1318622,117.4106893,125.2408791,100,126.0076063,103.5315022,155.4918152,88.25306059,59.51834324,142.1278486,158.2971,134.5885833,109.8603,115.1613088,138.034,189.1299,189.1223,352.8419,134.7524,94.4854,169.9003,139.6768,141.258,144.6415,91.9136,161.4064,99.6011,112.9559,541.1761747,260.3728683,530.9068,654.9779,489.1008574,7.0999249,142.479891,464.684297,156.147918,777.0529763,194.8134,109.6615579,180.225816,102.6487886,122.952884,101.5341,114.0167
14/02/2007,255.6714801,226.6217557,127.3661503,110.3820581,216.7682884,194.0460346,145.1225852,306.9643426,293.9728,220.7521798,75.88669247,245.4700287,208.8077906,127.1614,100,158.1595449,374.6835065,401.747054,230.1343677,205.9735,126.861516,130.4866436,149.4293166,113.6102874,132.1631019,91.15474399,160.2358887,140.3799151,112.584396,152.0757647,125.500726,102.1702942,117.3946072,125.506546,100,126.0434378,104.4178713,156.9382704,88.89366352,59.76634309,143.5630623,159.7338,135.9916718,111.0956,115.3321858,138.9953,191.4767,192.1468,356.2622,136.0004,94.8738,171.0462,139.6368,141.2101,144.5588,91.7524,162.0743,100.2038,113.0518,529.6021336,252.1418015,519.9366,639.5008,484.4522843,6.9739587,142.8829249,462.6614302,160.4597239,811.2441512,197.0023,110.2357348,180.8672774,102.6610933,123.1684775,101.5406,114.2123
