,USD_EUR
33387.0,0.78000686406
33388.0,0.783275501492
33389.0,0.791790713879
33392.0,0.794912559618
33393.0,0.792983680396
33394.0,0.79538675681
33395.0,0.797429088618
33396.0,0.804466397439
33399.0,0.805938152306
33400.0,0.807865377314
33401.0,0.815328169588
33402.0,0.819416902932
33403.0,0.816920048035
33406.0,0.820223428862
33407.0,0.828205361802
33408.0,0.819363190928
33409.0,0.820970880163
33410.0,0.822010143605
33413.0,0.815780457163
33414.0,0.820398385456
33415.0,0.815993472052
33416.0,0.819155123406
33417.0,0.82637798529
33420.0,0.830509600691
33421.0,0.836477093075
33422.0,0.835743059154
33423.0,0.837499895313
33424.0,0.833854492391
33427.0,0.82760218818
33428.0,0.82990995477
33429.0,0.828665186118
33430.0,0.83612739237
33431.0,0.819396760105
33434.0,0.816593173281
33435.0,0.82135523614
33436.0,0.817922313739
33437.0,0.80971659919
33438.0,0.799507503378
33441.0,0.801995364467
33442.0,0.802136892682
33443.0,0.794167632904
33444.0,0.800922662908
33445.0,0.795095848805
33448.0,0.800390590608
33449.0,0.800627692111
33450.0,0.798384070641
33451.0,0.802226982102
33452.0,0.795886856724
33455.0,0.78760622839
33456.0,0.783318450283
33457.0,0.782331818217
33458.0,0.787085501098
33459.0,0.790545080833
33462.0,0.789839504613
33463.0,0.792236086354
33464.0,0.794192861795
33465.0,0.795089527081
33466.0,0.804524646613
33469.0,0.826822109223
33470.0,0.822855638207
33471.0,0.801860315933
33472.0,0.790932746989
33473.0,0.799315785687
33476.0,0.798836893483
33477.0,0.799053920159
33478.0,0.79477356901
33479.0,0.796755611151
33480.0,0.797836268041
33483.0,0.797321001435
33484.0,0.794243324385
33485.0,0.793178663494
33486.0,0.794205476841
33487.0,0.789521471036
33490.0,0.776090212726
33491.0,0.774551341136
33492.0,0.775115686016
33493.0,0.772153071625
33494.0,0.77162279991
33497.0,0.766712413841
33498.0,0.764841754241
33499.0,0.76949121241
33500.0,0.772725867771
33501.0,0.772552746039
33504.0,0.765884443355
33505.0,0.766025248192
33506.0,0.769704433498
33507.0,0.769817014496
33508.0,0.767766107733
33511.0,0.762561290864
33512.0,0.763189828206
33513.0,0.761695839617
33514.0,0.762910350405
33515.0,0.767889915302
33518.0,0.769266273828
33519.0,0.774737364034
33520.0,0.77453334366
33521.0,0.775735008921
33522.0,0.775295969236
33525.0,0.775789171535
33526.0,0.783410499268
33527.0,0.779593364101
33528.0,0.779526515594
33529.0,0.774125625106
33532.0,0.774227514497
33533.0,0.776036008071
33534.0,0.780420802897
33535.0,0.778391842453
33536.0,0.778688843725
33539.0,0.783116018638
33540.0,0.77429345722
33541.0,0.766553727751
33542.0,0.764508459286
33543.0,0.760155679883
33546.0,0.749226423718
33547.0,0.751761000143
33548.0,0.75234921041
33549.0,0.748553420515
33550.0,0.752677650743
33553.0,0.752315250182
33554.0,0.750587334589
33555.0,0.751664937837
33556.0,0.749900638165
33557.0,0.753040400617
33560.0,0.741163478428
33561.0,0.737044598569
33562.0,0.737245650251
33563.0,0.735743137356
33564.0,0.73099949561
33567.0,0.730652326397
33568.0,0.729245668281
33569.0,0.74299725091
33570.0,0.745112064855
33571.0,0.748738375837
33574.0,0.742120535217
33575.0,0.743671356754
33576.0,0.744424262276
33577.0,0.734149707808
33578.0,0.726723060376
33581.0,0.725800013064
33582.0,0.727680228201
33583.0,0.726844549756
33584.0,0.728852349091
33585.0,0.729575532955
33588.0,0.727839118441
33589.0,0.726506593047
33590.0,0.724842527961
33591.0,0.719828392911
33592.0,0.709758469193
33595.0,0.699589341057
33596.0,0.702183087218
33597.0,0.699956602691
33598.0,0.696834975541
33599.0,0.699741095795
33602.0,0.700947681265
33603.0,0.699545295558
33604.0,0.699545295558
33605.0,0.704478368992
33606.0,0.711111111111
33609.0,0.700471417264
33610.0,0.69908559604
33611.0,0.698709483584
33612.0,0.713017561623
33613.0,0.726649130201
33616.0,0.724737463854
33617.0,0.730646987908
33618.0,0.744202661269
33619.0,0.745073203442
33620.0,0.738437908448
33623.0,0.733578837718
33624.0,0.728507215864
33625.0,0.729224396931
33626.0,0.733982663329
33627.0,0.730054900128
33630.0,0.740888918524
33631.0,0.734225172176
33632.0,0.730978121825
33633.0,0.743024854181
33634.0,0.739038215666
33637.0,0.734219781349
33638.0,0.731207955543
33639.0,0.730684358971
33640.0,0.725979164398
33641.0,0.718143169022
33644.0,0.721865299935
33645.0,0.730342822921
33646.0,0.737376120812
33647.0,0.744834572242
33648.0,0.747283624027
33651.0,0.745956913529
33652.0,0.756183692142
33653.0,0.755172934602
33654.0,0.755789346393
33655.0,0.757048117978
33658.0,0.756469707171
33659.0,0.752921334779
33660.0,0.757592975598
33661.0,0.754574608564
33662.0,0.751472886858
33665.0,0.753477297729
33666.0,0.75933603657
33667.0,0.766359867266
33668.0,0.766782962083
33669.0,0.766236552549
33672.0,0.763539463537
33673.0,0.766318757951
33674.0,0.76421633436
33675.0,0.767094705512
33676.0,0.765767145526
33679.0,0.765134357593
33680.0,0.759238028714
33681.0,0.757811138308
33682.0,0.766301141022
33683.0,0.769674812392
33686.0,0.766506722264
33687.0,0.764514304063
33688.0,0.759220735837
33689.0,0.762875430071
33690.0,0.756418208499
33693.0,0.75808689192
33694.0,0.754984787057
33695.0,0.758967197438
33696.0,0.756412486857
33697.0,0.748200577611
33700.0,0.746018128241
33701.0,0.746736760357
33702.0,0.747417671943
33703.0,0.744607182481
33704.0,0.750711298956
33707.0,0.757673336718
33708.0,0.755652279047
33709.0,0.760473622972
33710.0,0.763644416614
33711.0,0.764730623638
33714.0,0.766653633555
33715.0,0.765327598479
33716.0,0.761916372059
33717.0,0.762218360316
33718.0,0.757271701514
33721.0,0.75633239296
33722.0,0.757948990033
33723.0,0.758875043635
33724.0,0.756658595642
33725.0,0.752468095353
33728.0,0.753029059391
33729.0,0.751218852588
33730.0,0.747127295549
33731.0,0.748895379316
33732.0,0.753097111873
33735.0,0.751303511593
33736.0,0.743334151001
33737.0,0.740356852003
33738.0,0.73807274445
33739.0,0.738427002799
33742.0,0.731186569565
33743.0,0.728337424162
33744.0,0.732348568625
33745.0,0.738612442665
33746.0,0.740801102312
33749.0,0.738983601954
33750.0,0.736333647502
33751.0,0.746435769202
33752.0,0.744701449189
33753.0,0.735661948621
33756.0,0.736545161267
33757.0,0.735175192248
33758.0,0.735310337728
33759.0,0.733654184763
33760.0,0.729112742703
33763.0,0.729543597525
33764.0,0.729937663324
33765.0,0.730994152047
33766.0,0.725547244009
33767.0,0.723683258312
33770.0,0.721178116571
33771.0,0.719129565574
33772.0,0.723735633848
33773.0,0.720383243886
33774.0,0.720014976312
33777.0,0.718401126453
33778.0,0.717792644061
33779.0,0.712809180982
33780.0,0.707443722852
33781.0,0.705188779036
33784.0,0.696762146306
33785.0,0.698890162422
33786.0,0.696335187906
33787.0,0.695231407774
33788.0,0.696893249892
33791.0,0.695096097035
33792.0,0.687781560576
33793.0,0.686129884387
33794.0,0.694984988324
33795.0,0.68923687693
33798.0,0.680448006968
33799.0,0.684265987875
33800.0,0.680582306221
33801.0,0.67957404299
33802.0,0.672766415501
33805.0,0.682612494539
33806.0,0.684908051094
33807.0,0.685598321655
33808.0,0.683298143479
33809.0,0.689488744096
33812.0,0.681324221757
33813.0,0.677135176495
33814.0,0.681171069302
33815.0,0.680837157369
33816.0,0.679495542509
33819.0,0.678338613069
33820.0,0.67855494938
33821.0,0.680087051143
33822.0,0.67974033919
33823.0,0.675096370007
33826.0,0.674823027661
33827.0,0.676187385048
33828.0,0.674449817561
33829.0,0.67207914404
33830.0,0.676704449332
33833.0,0.674586309945
33834.0,0.671925604397
33835.0,0.670465973852
33836.0,0.668766593771
33837.0,0.66443858262
33840.0,0.649283191357
33841.0,0.649249467615
33842.0,0.65121125293
33843.0,0.652882148243
33844.0,0.651826744451
33847.0,0.649916160815
33848.0,0.644974039795
33849.0,0.644309139525
33850.0,0.653701585226
33851.0,0.64984858528
33854.0,0.649245252394
33855.0,0.646495991725
33856.0,0.655338056136
33857.0,0.654788797873
33858.0,0.672938453049
33861.0,0.694078125434
33862.0,0.695608622764
33863.0,0.719559054212
33864.0,0.707979638506
33865.0,0.719098538073
33868.0,0.709416079625
33869.0,0.714755410698
33870.0,0.714780955376
33871.0,0.713175198619
33872.0,0.707203575621
33875.0,0.692875850505
33876.0,0.678983426015
33877.0,0.681064367393
33878.0,0.684879906308
33879.0,0.678697714825
33882.0,0.688468158348
33883.0,0.694970498502
33884.0,0.70067264574
33885.0,0.7148116114
33886.0,0.716650661469
33889.0,0.71212390956
33890.0,0.709411046949
33891.0,0.706359353257
33892.0,0.702943223276
33893.0,0.713511045151
33896.0,0.717978173464
33897.0,0.732225232482
33898.0,0.731218649
33899.0,0.7277384799
33900.0,0.738252556199
33903.0,0.738187159973
33904.0,0.736355335631
33905.0,0.739732512723
33906.0,0.736843656513
33907.0,0.739245821413
33910.0,0.751659287878
33911.0,0.7491253961
33912.0,0.752598345789
33913.0,0.757288905718
33914.0,0.764082031847
33917.0,0.764900257006
33918.0,0.763626922431
33919.0,0.760028577074
33920.0,0.756967889422
33921.0,0.750531000683
33924.0,0.762218360316
33925.0,0.761527624415
33926.0,0.763277207016
33927.0,0.756893406702
33928.0,0.76839735364
33931.0,0.769846646548
33932.0,0.77079607819
33933.0,0.76525146163
33934.0,0.768373736986
33935.0,0.772153071625
33938.0,0.768550897283
33939.0,0.762154458223
33940.0,0.761701641467
33941.0,0.764239696138
33942.0,0.76924852112
33945.0,0.753965860426
33946.0,0.751981471177
33947.0,0.759088183274
33948.0,0.763761064988
33949.0,0.763160706382
33952.0,0.758926877395
33953.0,0.759982368409
33954.0,0.754682806816
33955.0,0.756796028334
33956.0,0.759878419453
33959.0,0.760971303772
33960.0,0.769751832009
33961.0,0.772451296946
33962.0,0.773419131296
33963.0,0.773359318206
33966.0,0.780512172087
33967.0,0.784843109862
33968.0,0.784898551862
33969.0,0.787351977828
33970.0,0.787351977828
33973.0,0.800550778936
33974.0,0.79476093591
33975.0,0.798798606895
33976.0,0.795829851578
33977.0,0.798492446261
33980.0,0.792493501553
33981.0,0.792493501553
33982.0,0.793096884715
33983.0,0.789851981739
33984.0,0.794148712288
33987.0,0.785539783662
33988.0,0.782246141571
33989.0,0.778307026556
33990.0,0.784590639834
33991.0,0.773718335577
33994.0,0.7662189394
33995.0,0.766871165644
33996.0,0.772833361671
33997.0,0.773951875672
33998.0,0.785755818522
34001.0,0.798326707222
34002.0,0.800755913582
34003.0,0.804751251388
34004.0,0.807565271463
34005.0,0.807441379756
34008.0,0.806920147182
34009.0,0.806471124301
34010.0,0.809605155566
34011.0,0.810248016918
34012.0,0.81176737994
34015.0,0.811418278008
34016.0,0.800294508379
34017.0,0.79873480407
34018.0,0.801243529958
34019.0,0.805496709546
34022.0,0.801474713473
34023.0,0.799993600051
34024.0,0.802490931852
34025.0,0.806529664161
34026.0,0.810813002197
34029.0,0.811497293657
34030.0,0.80703085279
34031.0,0.809140045959
34032.0,0.805834239897
34033.0,0.818611961558
34036.0,0.815866981047
34037.0,0.819853574152
34038.0,0.81748769681
34039.0,0.818598559267
34040.0,0.820728314306
34043.0,0.819403474271
34044.0,0.819383332104
34045.0,0.819914073005
34046.0,0.809814957282
34047.0,0.806464620397
34050.0,0.807565271463
34051.0,0.803910219307
34052.0,0.80664676938
34053.0,0.811747611433
34054.0,0.806568695456
34057.0,0.804874318875
34058.0,0.800723854364
34059.0,0.795671546785
34060.0,0.790032944374
34061.0,0.795690540035
34064.0,0.790139064475
34065.0,0.797473603624
34066.0,0.799891214795
34067.0,0.793317096777
34068.0,0.792776223056
34071.0,0.786021395502
34072.0,0.77812534043
34073.0,0.784849269698
34074.0,0.790476341043
34075.0,0.794735670916
34078.0,0.786194425882
34079.0,0.785126562402
34080.0,0.785712602044
34081.0,0.782099310971
34082.0,0.778028475842
34085.0,0.769295863496
34086.0,0.777822718646
34087.0,0.772260406209
34088.0,0.775151735952
34089.0,0.776741259719
34092.0,0.773939895828
34093.0,0.771045692168
34094.0,0.772200772201
34095.0,0.768787238132
34096.0,0.7744493665
34099.0,0.785471911524
34100.0,0.786311882745
34101.0,0.78643555947
34102.0,0.793059146351
34103.0,0.785675563133
34106.0,0.790782637576
34107.0,0.794161325932
34108.0,0.793638196219
34109.0,0.790989052712
34110.0,0.794483109289
34113.0,0.799481935706
34114.0,0.796685787126
34115.0,0.797588093605
34116.0,0.788264320792
34117.0,0.781579728948
34120.0,0.783232557411
34121.0,0.780043370411
34122.0,0.784344484097
34123.0,0.782987252968
34124.0,0.797346431077
34127.0,0.793273044582
34128.0,0.794584114674
34129.0,0.799418023679
34130.0,0.796330509014
34131.0,0.796895295927
34134.0,0.795722197466
34135.0,0.805886192752
34136.0,0.810103612252
34137.0,0.811108948154
34138.0,0.821038285015
34141.0,0.824626650284
34142.0,0.827561094698
34143.0,0.825205063458
34144.0,0.833236122452
34145.0,0.834313651874
34148.0,0.829861745033
34149.0,0.825361714771
34150.0,0.834494671752
34151.0,0.828301402314
34152.0,0.830385464933
34155.0,0.83135885605
34156.0,0.833819728175
34157.0,0.835100963707
34158.0,0.835903737326
34159.0,0.846589514142
34162.0,0.851143511307
34163.0,0.845880561665
34164.0,0.847960654626
34165.0,0.850680118755
34166.0,0.847256583184
34169.0,0.841942192249
34170.0,0.840413819765
34171.0,0.841467519354
34172.0,0.845372851696
34173.0,0.852384118379
34176.0,0.855029712283
34177.0,0.857302070385
34178.0,0.851353652307
34179.0,0.863200055245
34180.0,0.867513359706
34183.0,0.857030218886
34184.0,0.853504489434
34185.0,0.85242771413
34186.0,0.854211690741
34187.0,0.852195254977
34190.0,0.852856643327
34191.0,0.863289478228
34192.0,0.863923421828
34193.0,0.865141710212
34194.0,0.862716002519
34197.0,0.851447887132
34198.0,0.851498637602
34199.0,0.844444819753
34200.0,0.845530105099
34201.0,0.838265126494
34204.0,0.843227199137
34205.0,0.840873162692
34206.0,0.841644573497
34207.0,0.837387685377
34208.0,0.836967165778
34211.0,0.840032593265
34212.0,0.841184387618
34213.0,0.835247442055
34214.0,0.831158468674
34215.0,0.819322911546
34218.0,0.815627421394
34219.0,0.815880294043
34220.0,0.815673991419
34221.0,0.807434860193
34222.0,0.803554926997
34225.0,0.804744775195
34226.0,0.806575201039
34227.0,0.802432976786
34228.0,0.806087573354
34229.0,0.812011270716
34232.0,0.808950225293
34233.0,0.823004625286
34234.0,0.82009562315
34235.0,0.825273165418
34236.0,0.823018172241
34239.0,0.818565055458
34240.0,0.813127124295
34241.0,0.813841821704
34242.0,0.823329875348
34243.0,0.822158824642
34246.0,0.818343999083
34247.0,0.820452233271
34248.0,0.819571364177
34249.0,0.821665680668
34250.0,0.812572115775
34253.0,0.812737217675
34254.0,0.80870816957
34255.0,0.812862739998
34256.0,0.818424369404
34257.0,0.819732603225
34260.0,0.829903067322
34261.0,0.830344094593
34262.0,0.828898725154
34263.0,0.839144408361
34264.0,0.843170320405
34267.0,0.845744635865
34268.0,0.842694262095
34269.0,0.84610242916
34270.0,0.843013943451
34271.0,0.85067288225
34274.0,0.853184082998
34275.0,0.854817752855
34276.0,0.849480542648
34277.0,0.851861316978
34278.0,0.851281178173
34281.0,0.847522268648
34282.0,0.851266684827
34283.0,0.849249687901
34284.0,0.852478581476
34285.0,0.84904058414
34288.0,0.853985550564
34289.0,0.857522617159
34290.0,0.856252354694
34291.0,0.860629636642
34292.0,0.861816364169
34295.0,0.858774528747
34296.0,0.859667824353
34297.0,0.858877790279
34298.0,0.861074276267
34299.0,0.863848791907
34302.0,0.861534220139
34303.0,0.865358821035
34304.0,0.869459370164
34305.0,0.870913239623
34306.0,0.86763378913
34309.0,0.856076430504
34310.0,0.856245023076
34311.0,0.856545722411
34312.0,0.85629634704
34313.0,0.852137159997
34316.0,0.858745030013
34317.0,0.860740753492
34318.0,0.861994655633
34319.0,0.859217253082
34320.0,0.858501742759
34323.0,0.858015581563
34324.0,0.854613202065
34325.0,0.85223883141
34326.0,0.848673099609
34327.0,0.852594872494
34330.0,0.853322410806
34331.0,0.852333262306
34332.0,0.86599580858
34333.0,0.870238706477
34334.0,0.872577506697
34337.0,0.873347190442
34338.0,0.869225085836
34339.0,0.870541738124
34340.0,0.872912647631
34341.0,0.866190839166
34344.0,0.870140266611
34345.0,0.872037253431
34346.0,0.867761782036
34347.0,0.873415842017
34348.0,0.87420229041
34351.0,0.875380790644
34352.0,0.871816778986
34353.0,0.872006836534
34354.0,0.868855022851
34355.0,0.8751586225
34358.0,0.874209932773
34359.0,0.870708495503
34360.0,0.869981295402
34361.0,0.863229860847
34362.0,0.868153524269
34365.0,0.863699570741
34366.0,0.863602604625
34367.0,0.864110053056
34368.0,0.868462647422
34369.0,0.87557240546
34372.0,0.875074381322
34373.0,0.877131429373
34374.0,0.874110592472
34375.0,0.872859312536
34376.0,0.874080030768
34379.0,0.860481525462
34380.0,0.863886105256
34381.0,0.860926012019
34382.0,0.859460946095
34383.0,0.855497856978
34386.0,0.862708559794
34387.0,0.860837077975
34388.0,0.862716002519
34389.0,0.857853650167
34390.0,0.855490538275
34393.0,0.85400013664
34394.0,0.85724327707
34395.0,0.854664330584
34396.0,0.856575070239
34397.0,0.860192855238
34400.0,0.860407488987
34401.0,0.858804029509
34402.0,0.85252218689
34403.0,0.845294246927
34404.0,0.844031431731
34407.0,0.847802495931
34408.0,0.849942628873
34409.0,0.846367391157
34410.0,0.84729247689
34411.0,0.850730777738
34414.0,0.847644396223
34415.0,0.846919330934
34416.0,0.844473344199
34417.0,0.83820891519
34418.0,0.838019257683
34421.0,0.837815647045
34422.0,0.83882765447
34423.0,0.83870101986
34424.0,0.835889762858
34425.0,0.846403209561
34428.0,0.84710586282
34429.0,0.856032460751
34430.0,0.855446628685
34431.0,0.854788525319
34432.0,0.852573065512
34435.0,0.852071812612
34436.0,0.853664782913
34437.0,0.85115800046
34438.0,0.851962922574
34439.0,0.854321156409
34442.0,0.851331908771
34443.0,0.849300176654
34444.0,0.842921566148
34445.0,0.842815002107
34446.0,0.842495471587
34449.0,0.838672884028
34450.0,0.837675283553
34451.0,0.834863917181
34452.0,0.829159895194
34453.0,0.824953183907
34456.0,0.823052041581
34457.0,0.818498056067
34458.0,0.828198502617
34459.0,0.833701551519
34460.0,0.830488908821
34463.0,0.825988915229
34464.0,0.834675770197
34465.0,0.833645950565
34466.0,0.832195998802
34467.0,0.834452890962
34470.0,0.83685509854
34471.0,0.835449806176
34472.0,0.826835782145
34473.0,0.82725302361
34474.0,0.823092688468
34477.0,0.821868270954
34478.0,0.827246180191
34479.0,0.823173994287
34480.0,0.824830703498
34481.0,0.821800729759
34484.0,0.823492596802
34485.0,0.823289205032
34486.0,0.824198466991
34487.0,0.827787159366
34488.0,0.835868802033
34491.0,0.835045175944
34492.0,0.833062587992
34493.0,0.833597305814
34494.0,0.833375002083
34495.0,0.832265259584
34498.0,0.82287595145
34499.0,0.823506159826
34500.0,0.81908802739
34501.0,0.819430332033
34502.0,0.808950225293
34505.0,0.803619502238
34506.0,0.802226982102
34507.0,0.805996614814
34508.0,0.805302109086
34509.0,0.796381243629
34512.0,0.795475336287
34513.0,0.793342271656
34514.0,0.797308287222
34515.0,0.798753943848
34516.0,0.802722835859
34519.0,0.802903298327
34520.0,0.794798836415
34521.0,0.794552547733
34522.0,0.792631695756
34523.0,0.787153652393
34526.0,0.769236686436
34527.0,0.76920118457
34528.0,0.774845418339
34529.0,0.782472613459
34530.0,0.782472613459
34533.0,0.780067709877
34534.0,0.790538831267
34535.0,0.78792272054
34536.0,0.800006400051
34537.0,0.803658252365
34540.0,0.798868801777
34541.0,0.797346431077
34542.0,0.794028902652
34543.0,0.801513257029
34544.0,0.796850845459
34547.0,0.79534247447
34548.0,0.79658424675
34549.0,0.792386748124
34550.0,0.79874756382
34551.0,0.794830422929
34554.0,0.796330509014
34555.0,0.796635013702
34556.0,0.798301215014
34557.0,0.788886171614
34558.0,0.786219150726
34561.0,0.786701596218
34562.0,0.78971475503
34563.0,0.785274531976
34564.0,0.782380784728
34565.0,0.77893752921
34568.0,0.773215804531
34569.0,0.774695351053
34570.0,0.781524754797
34571.0,0.779010345257
34572.0,0.796533486268
34575.0,0.796127635182
34576.0,0.794552547733
34577.0,0.796869895052
34578.0,0.792927090354
34579.0,0.784135373131
34582.0,0.78471377565
34583.0,0.780883960643
34584.0,0.783600802407
34585.0,0.786472670075
34586.0,0.776620613064
34589.0,0.779380704093
34590.0,0.77865852709
34591.0,0.778240398459
34592.0,0.780694974666
34593.0,0.778216172889
34596.0,0.780012948215
34597.0,0.78099373643
34598.0,0.778925394526
34599.0,0.779806140194
34600.0,0.779933861609
34603.0,0.781744697817
34604.0,0.776391487644
34605.0,0.781335458566
34606.0,0.77934425974
34607.0,0.780104221924
34610.0,0.781701921423
34611.0,0.778331257783
34612.0,0.778664590228
34613.0,0.777659400736
34614.0,0.780055539954
34617.0,0.779508286173
34618.0,0.779447527592
34619.0,0.776572364896
34620.0,0.771117040144
34621.0,0.767819163231
34624.0,0.757604454714
34625.0,0.758846250161
34626.0,0.758431866273
34627.0,0.754073884159
34628.0,0.758058158222
34631.0,0.753443235587
34632.0,0.755812195786
34633.0,0.752592681789
34634.0,0.756320952359
34635.0,0.762096374708
34638.0,0.758944156889
34639.0,0.755389705549
34640.0,0.765767145526
34641.0,0.766935861154
34642.0,0.765509216731
34645.0,0.766671266694
34646.0,0.763195652838
34647.0,0.772648251883
34648.0,0.772576620286
34649.0,0.773736295196
34652.0,0.780932746072
34653.0,0.786460299484
34654.0,0.783821915661
34655.0,0.783502569888
34656.0,0.78570642865
34659.0,0.785891672692
34660.0,0.786268605081
34661.0,0.787748928661
34662.0,0.788749280266
34663.0,0.790363883532
34666.0,0.793411510814
34667.0,0.794489421373
34668.0,0.794205476841
34669.0,0.795886856724
34670.0,0.79891347767
34673.0,0.795677877768
34674.0,0.795766522102
34675.0,0.794268558085
34676.0,0.799648154812
34677.0,0.798900712619
34680.0,0.798607228993
34681.0,0.798868801777
34682.0,0.796533486268
34683.0,0.797505403099
34684.0,0.799239124354
34687.0,0.79955225074
34688.0,0.798792226154
34689.0,0.804246421103
34690.0,0.800698208838
34691.0,0.802349278688
34694.0,0.802278470857
34695.0,0.800102413109
34696.0,0.78586696844
34697.0,0.790382624228
34698.0,0.788034484389
34701.0,0.792336521167
34702.0,0.791665347224
34703.0,0.792857935715
34704.0,0.789733464956
34705.0,0.797073147403
34708.0,0.785354705453
34709.0,0.784196864781
34710.0,0.785188209614
34711.0,0.782056495761
34712.0,0.782834015704
34715.0,0.78137819486
34716.0,0.783785054787
34717.0,0.783373677078
34718.0,0.77506762465
34719.0,0.772928936914
34722.0,0.773760242651
34723.0,0.77260049601
34724.0,0.775187789242
34725.0,0.776120329696
34726.0,0.775422217397
34729.0,0.770724789592
34730.0,0.77934425974
34731.0,0.776493974407
34732.0,0.776554273378
34733.0,0.780920549143
34736.0,0.782129896133
34737.0,0.784676830847
34738.0,0.781500324323
34739.0,0.780896156429
34740.0,0.777314843604
34743.0,0.777980052591
34744.0,0.771962328238
34745.0,0.772833361671
34746.0,0.765105087184
34747.0,0.761858324826
34750.0,0.760687661646
34751.0,0.758426114128
34752.0,0.760768680675
34753.0,0.758115627796
34754.0,0.758892320769
34757.0,0.763452024675
34758.0,0.760624015943
34759.0,0.759838002538
34760.0,0.75210023992
34761.0,0.745411989206
34764.0,0.737746038304
34765.0,0.725684138722
34766.0,0.737528394843
34767.0,0.740663931148
34768.0,0.745795577432
34771.0,0.743914777123
34772.0,0.745517575577
34773.0,0.736160188457
34774.0,0.740504876225
34775.0,0.740976755559
34778.0,0.745517575577
34779.0,0.74674791284
34780.0,0.742770981423
34781.0,0.744069763981
34782.0,0.748687924412
34785.0,0.741515212185
34786.0,0.733336755572
34787.0,0.73134164625
34788.0,0.740790126749
34789.0,0.725973893979
34792.0,0.729027695762
34793.0,0.730396166881
34794.0,0.727553165948
34795.0,0.726190043934
34796.0,0.726865682491
34799.0,0.740855985005
34800.0,0.737588233992
34801.0,0.737169563743
34802.0,0.729703302637
34803.0,0.732300301708
34806.0,0.721084511105
34807.0,0.716537689882
34808.0,0.728937355124
34809.0,0.73464050367
34810.0,0.72627970484
34813.0,0.728533752969
34814.0,0.723814211368
34815.0,0.724212599851
34816.0,0.729298852084
34817.0,0.731603821898
34820.0,0.732477311515
34821.0,0.727764961028
34822.0,0.72603714406
34823.0,0.723882325689
34824.0,0.723196528657
34827.0,0.718246329761
34828.0,0.722532911374
34829.0,0.724826766403
34830.0,0.746536072623
34831.0,0.752269974649
34834.0,0.745500902056
34835.0,0.751055232602
34836.0,0.753261622827
34837.0,0.751659287878
34838.0,0.753863550697
34841.0,0.754238822181
34842.0,0.757661855514
34843.0,0.751998435843
34844.0,0.732992736042
34845.0,0.722303280702
34848.0,0.725620950128
34849.0,0.726622730212
34850.0,0.737887575449
34851.0,0.734333005331
34852.0,0.733880318798
34855.0,0.733778002803
34856.0,0.734689079582
34857.0,0.737615436816
34858.0,0.733848005401
34859.0,0.732987363298
34862.0,0.734484024972
34863.0,0.736984847592
34864.0,0.730518887566
34865.0,0.733638037665
34866.0,0.73135769242
