,FSTEMIB,CAC 40,DAX,IBEX,SX5E
03/03/2010,21745.099609,3842.5200200000004,5817.879883,10664.5,2822.590088
04/03/2010,21844.599609,3828.4099119999996,5795.319824,10745.299805,2816.100098
05/03/2010,22278.099609,3910.419922,5877.359863000001,11019.799805,2877.439941
08/03/2010,22398.199219,3903.540039,5875.910156,11078.299805,2879.290039
09/03/2010,22355.800781,3910.01001,5885.890136999999,11002.799805,2880.709961
10/03/2010,22638.699219,3943.5500490000004,5936.720215,11121.0,2909.399902
11/03/2010,22540.800781,3928.9499509999996,5928.629883,11045.400391,2895.73999
12/03/2010,22565.199219,3927.399902,5945.109863000001,11077.0,2898.360107
15/03/2010,22373.199219,3890.9099119999996,5903.560059,10957.799805,2870.550049
16/03/2010,22619.800781,3938.9499509999996,5970.990234000001,11059.299805,2905.929932
17/03/2010,22902.599609,3957.889893,6024.279785,11166.799805,2931.310059
18/03/2010,22785.199219,3938.179932,6012.310059,11073.5,2913.73999
19/03/2010,22687.300781,3925.4399409999996,5982.430176,10990.799805,2897.949951
22/03/2010,22622.800781,3928.0,5987.5,10861.900391,2890.75
23/03/2010,22765.900391,3952.5500490000004,6017.27002,10996.200195,2910.52002
24/03/2010,22781.900391,3949.8100590000004,6039.0,10866.299805,2900.139893
25/03/2010,23011.5,4000.4799799999996,6132.950195,11091.400391,2939.899902
26/03/2010,23063.900391,3988.929932,6120.049805,11071.099609,2940.939941
29/03/2010,23105.0,4000.6599119999996,6156.850098,11091.0,2947.48999
30/03/2010,23003.300781,3987.4099119999996,6142.450195,10980.700195,2939.679932
31/03/2010,22848.0,3974.01001,6153.549805,10871.299805,2931.159912
01/04/2010,23206.699219,4034.2299799999996,6235.560059,11067.900391,2978.5
02/04/2010,23206.699219,4034.2299799999996,6235.560059,11067.900391,2978.5
05/04/2010,23206.699219,4034.2299799999996,6235.560059,11067.900391,2978.5
06/04/2010,23346.699219,4053.9399409999996,6252.209961,11160.599609,2989.48999
07/04/2010,23151.300781,4026.969971,6222.410156,11191.299805,2974.6201170000004
08/04/2010,22820.0,3978.459961,6171.830078,11076.299805,2942.310059
09/04/2010,23103.900391,4050.540039,6249.700195,11394.200195,2993.540039
12/04/2010,23291.699219,4050.5,6250.689941,11460.799805,3002.22998
13/04/2010,23195.599609,4031.98999,6230.830078,11461.0,2988.23999
14/04/2010,23480.400391,4057.6999509999996,6278.399902,11503.700195,3008.030029
15/04/2010,23539.199219,4065.649902,6291.450195,11523.5,3012.649902
16/04/2010,23007.199219,3986.6298829999996,6180.899902,11259.700195,2949.649902
19/04/2010,22785.800781,3970.469971,6162.439941,11199.5,2940.189941
20/04/2010,23271.699219,4026.649902,6264.22998,11305.599609,2983.909912
21/04/2010,23045.099609,3977.669922,6230.379883,11064.700195,2947.639893
22/04/2010,22616.5,3924.649902,6168.720215,10821.900391,2897.590088
23/04/2010,22726.0,3951.3000490000004,6259.529785,10918.200195,2918.110107
26/04/2010,22783.300781,3997.389893,6332.100098,10939.299805,2947.040039
27/04/2010,22036.5,3844.600098,6159.509765999999,10480.900391,2838.780029
28/04/2010,21501.199219,3787.0,6084.339844,10167.0,2788.540039
29/04/2010,21695.699219,3840.6201170000004,6144.910156,10441.0,2828.1201170000004
30/04/2010,21562.5,3816.98999,6135.700195,10492.200195,2816.860107
03/05/2010,21628.900391,3828.459961,6166.919922,10422.799805,2816.5
04/05/2010,20613.199219,3689.290039,6006.859863000001,9859.099609,2708.1201170000004
05/05/2010,20351.900391,3636.030029,5958.450195,9635.200195,2679.300049
06/05/2010,19483.900391,3556.110107,5908.259765999999,9352.599609,2611.409912
07/05/2010,18846.199219,3392.5900880000004,5715.089844,9046.099609,2500.179932
10/05/2010,20971.199219,3720.290039,6017.910156,10351.900391,2758.889893
11/05/2010,20874.699219,3693.1999509999996,6037.709961,10008.599609,2730.47998
12/05/2010,21029.5,3733.8701170000004,6183.490234000001,10089.799805,2764.310059
13/05/2010,20878.800781,3731.540039,6251.970215,9977.5,2764.310059
14/05/2010,19781.199219,3560.360107,6056.709961,9314.700195,2633.919922
17/05/2010,19826.800781,3543.5500490000004,6066.919922,9286.099609,2635.340088
18/05/2010,20314.199219,3617.320068,6155.930176,9627.599609,2698.209961
19/05/2010,19612.699219,3511.669922,5988.669922,9376.5,2619.47998
20/05/2010,19282.099609,3432.5200200000004,5867.879883,9270.5,2569.580078
21/05/2010,19456.900391,3430.73999,5829.25,9407.299805,2574.179932
24/05/2010,19030.5,3430.929932,5805.680176,9287.900391,2574.179932
25/05/2010,18382.699219,3331.290039,5670.040039,9004.400391,2488.5
26/05/2010,18778.400391,3408.5900880000004,5758.02002,9042.599609,2530.340088
27/05/2010,19631.900391,3525.3100590000004,5937.140136999999,9334.900391,2619.360107
28/05/2010,19475.900391,3515.0600590000004,5946.180176,9425.5,2614.060059
31/05/2010,19544.0,3507.5600590000004,5964.330078,9359.400391,2610.26001
01/06/2010,19279.199219,3503.080078,5981.27002,9299.700195,2606.580078
02/06/2010,19183.099609,3501.5,5981.200195,9268.0,2601.97998
03/06/2010,19473.300781,3557.3400880000004,6054.629883,9276.200195,2634.159912
04/06/2010,18734.699219,3455.610107,5938.879883,8923.400391,2553.590088
07/06/2010,18631.199219,3413.719971,5904.950195,8795.299805,2529.969971
08/06/2010,18542.800781,3380.360107,5868.549805,8669.799805,2510.840088
09/06/2010,18912.900391,3446.7700200000004,5984.75,8868.700195,2556.679932
10/06/2010,19391.099609,3516.639893,6056.589844,9198.200195,2608.73999
11/06/2010,19660.300781,3555.5200200000004,6047.830078,9561.700195,2638.310059
14/06/2010,20188.5,3626.040039,6125.0,9584.0,2683.459961
15/06/2010,20582.699219,3661.51001,6175.049805,9742.0,2716.300049
16/06/2010,20562.599609,3675.929932,6190.910156,9683.299805,2718.72998
17/06/2010,20568.900391,3683.080078,6223.540039,9755.099609,2728.1201170000004
18/06/2010,20752.300781,3687.209961,6216.97998,9971.799805,2737.02002
21/06/2010,20810.400391,3736.149902,6292.970215,10071.900391,2768.27002
22/06/2010,20609.0,3705.320068,6269.040039,10016.099609,2745.969971
23/06/2010,20358.900391,3641.790039,6204.52002,9886.0,2704.800049
24/06/2010,19942.400391,3555.360107,6115.47998,9586.5,2645.320068
25/06/2010,19961.699219,3519.7299799999996,6070.600098,9535.0,2629.25
28/06/2010,20130.599609,3576.4499509999996,6157.220215,9688.5,2668.669922
29/06/2010,19236.300781,3432.98999,5952.029785,9160.400391,2556.340088
30/06/2010,19311.800781,3442.889893,5965.52002,9263.400391,2573.320068
01/07/2010,18943.800781,3339.899902,5857.430176,9178.200195,2518.649902
02/07/2010,19073.800781,3348.3701170000004,5834.149902,9250.799805,2522.360107
05/07/2010,18848.599609,3332.459961,5816.200195,9281.5,2507.830078
06/07/2010,19356.699219,3423.360107,5940.97998,9615.0,2578.689941
07/07/2010,20013.099609,3483.4399409999996,5992.859863000001,9987.400391,2634.389893
08/07/2010,20243.699219,3538.25,6035.660156,10080.5,2666.419922
09/07/2010,20479.0,3554.4799799999996,6065.240234000001,10127.299805,2681.199951
12/07/2010,20517.900391,3567.6599119999996,6077.189941,10058.200195,2686.090088
13/07/2010,20851.800781,3637.76001,6191.129883,10259.5,2737.590088
14/07/2010,20804.400391,3632.9799799999996,6209.759765999999,10278.5,2738.959961
15/07/2010,20480.099609,3581.820068,6149.359863000001,10160.200195,2702.810059
16/07/2010,20161.0,3500.1599119999996,6040.27002,9991.700195,2645.610107
19/07/2010,20117.5,3486.330078,6009.109863000001,9929.799805,2634.600098
20/07/2010,19985.300781,3468.0200200000004,5967.490234000001,10061.299805,2627.280029
21/07/2010,20137.900391,3493.919922,5990.379883,10040.799805,2639.52002
22/07/2010,20694.300781,3600.570068,6142.149902,10302.900391,2714.209961
23/07/2010,20604.099609,3607.0500490000004,6166.339844,10388.200195,2719.1298829999996
26/07/2010,20820.0,3636.179932,6194.209961,10506.700195,2743.1201170000004
27/07/2010,21158.099609,3666.399902,6207.310059,10645.0,2769.310059
28/07/2010,21082.099609,3670.360107,6178.939941,10643.900391,2766.110107
29/07/2010,21097.0,3651.9099119999996,6134.700195,10659.5,2752.929932
30/07/2010,21021.599609,3643.139893,6147.970215,10499.799805,2742.139893
02/08/2010,21547.800781,3752.030029,6292.129883,10835.400391,2822.169922
03/08/2010,21498.300781,3747.51001,6307.910156,10871.400391,2818.969971
04/08/2010,21466.400391,3760.719971,6331.330078,10843.299805,2825.080078
05/08/2010,21303.0,3764.1899409999996,6333.580078,10840.0,2819.340088
06/08/2010,21084.5,3716.0500490000004,6259.629883,10651.099609,2779.340088
09/08/2010,21341.599609,3777.3701170000004,6351.600098,10812.599609,2827.27002
10/08/2010,21259.900391,3730.580078,6286.25,10718.5,2800.02002
11/08/2010,20579.199219,3628.290039,6154.069824,10374.799805,2724.159912
12/08/2010,20539.400391,3621.070068,6135.169922,10342.400391,2720.850098
13/08/2010,20473.199219,3610.9099119999996,6110.410156,10275.799805,2708.72998
16/08/2010,20409.099609,3597.600098,6110.569824,10258.299805,2698.290039
17/08/2010,20668.599609,3663.1298829999996,6206.399902,10369.5,2737.689941
18/08/2010,20536.800781,3647.929932,6186.310059,10391.0,2728.659912
19/08/2010,20115.699219,3572.399902,6075.129883,10238.0,2675.02002
20/08/2010,19870.5,3526.1201170000004,6005.160156,10094.299805,2643.97998
23/08/2010,20010.300781,3553.2299799999996,6010.910156,10221.200195,2660.840088
24/08/2010,19694.900391,3491.110107,5935.439941,10052.299805,2614.540039
25/08/2010,19465.400391,3450.1899409999996,5899.5,9894.0,2587.399902
26/08/2010,19735.5,3475.030029,5912.580078,10004.400391,2606.889893
27/08/2010,19817.5,3507.4399409999996,5951.169922,10148.200195,2630.350098
30/08/2010,19699.699219,3487.01001,5912.410156,10136.0,2616.570068
31/08/2010,19734.599609,3490.790039,5925.220215,10187.0,2622.949951
01/09/2010,20370.0,3623.8400880000004,6083.899902,10544.799805,2715.27002
02/09/2010,20412.300781,3631.429932,6083.850098,10537.599609,2715.189941
03/09/2010,20639.900391,3672.1999509999996,6134.620117,10599.400391,2746.22998
06/09/2010,20660.900391,3684.7299799999996,6155.040039,10622.700195,2753.600098
07/09/2010,20395.400391,3643.8100590000004,6117.890136999999,10479.099609,2727.159912
08/09/2010,20580.300781,3677.209961,6164.439941,10586.200195,2752.889893
09/09/2010,20858.5,3722.149902,6221.52002,10712.900391,2782.429932
10/09/2010,20833.199219,3725.820068,6214.77002,10689.599609,2780.399902
13/09/2010,21001.599609,3767.149902,6261.680176,10765.200195,2805.060059
14/09/2010,21003.900391,3774.399902,6275.410156,10806.599609,2806.469971
15/09/2010,20872.800781,3755.639893,6261.870117,10751.799805,2794.360107
16/09/2010,20684.400391,3736.3000490000004,6249.649902,10716.799805,2784.610107
17/09/2010,20518.0,3722.0200200000004,6209.759765999999,10588.599609,2757.3701170000004
20/09/2010,20753.5,3788.01001,6294.580078,10743.099609,2802.669922
21/09/2010,20740.699219,3784.399902,6275.97998,10762.5,2794.550049
22/09/2010,20365.300781,3735.0500490000004,6208.330078,10555.200195,2752.77002
23/09/2010,20262.800781,3710.610107,6184.709961,10501.5,2738.610107
24/09/2010,20607.699219,3782.4799799999996,6298.299805,10727.599609,2792.75
27/09/2010,20593.900391,3766.1599119999996,6278.890136999999,10613.0,2776.330078
28/09/2010,20541.599609,3762.350098,6276.089844,10590.700195,2774.6201170000004
29/09/2010,20372.400391,3737.1201170000004,6246.919922,10486.799805,2752.709961
30/09/2010,20505.199219,3715.179932,6229.02002,10514.5,2747.899902
01/10/2010,20391.300781,3692.0900880000004,6211.339844,10450.099609,2732.909912
04/10/2010,20091.0,3649.8100590000004,6134.209961,10383.0,2701.02002
05/10/2010,20510.0,3731.929932,6215.830078,10651.200195,2758.560059
06/10/2010,20568.300781,3764.9099119999996,6270.72998,10700.200195,2780.0
07/10/2010,20691.900391,3770.469971,6276.25,10740.299805,2786.8798829999996
08/10/2010,20750.699219,3763.179932,6291.669922,10720.799805,2785.429932
11/10/2010,20837.699219,3768.48999,6309.509765999999,10700.799805,2789.719971
12/10/2010,20750.199219,3748.860107,6304.569824,10648.200195,2775.75
13/10/2010,21145.300781,3828.3400880000004,6434.52002,10866.099609,2840.550049
14/10/2010,21094.900391,3819.169922,6455.27002,10849.700195,2836.110107
15/10/2010,21062.199219,3827.3701170000004,6492.299805,10868.200195,2841.649902
18/10/2010,21258.599609,3834.5,6516.629883,10897.700195,2850.719971
19/10/2010,21233.5,3807.169922,6490.689941,10895.299805,2837.330078
20/10/2010,21425.800781,3828.149902,6524.549805,10896.900391,2851.52002
21/10/2010,21616.400391,3878.2700200000004,6611.009765999999,10892.299805,2882.290039
22/10/2010,21536.199219,3868.540039,6605.839844,10924.799805,2873.73999
25/10/2010,21435.0,3870.0,6639.209961,10870.299805,2871.47998
26/10/2010,21363.5,3852.6599119999996,6613.799805,10797.799805,2856.310059
27/10/2010,21250.800781,3815.7700200000004,6568.0,10700.099609,2829.419922
28/10/2010,21509.599609,3834.8400880000004,6595.279785,10753.5,2845.530029
29/10/2010,21450.599609,3833.5,6601.370117,10812.900391,2844.98999
01/11/2010,21184.900391,3841.110107,6604.859863000001,10649.5,2836.72998
02/11/2010,21397.800781,3865.719971,6654.310059,10762.099609,2861.01001
03/11/2010,21180.800781,3842.9399409999996,6617.799805,10569.5,2830.429932
04/11/2010,21439.199219,3916.780029,6734.689941,10602.799805,2884.1201170000004
05/11/2010,21194.699219,3916.7299799999996,6754.200195,10428.099609,2875.939941
08/11/2010,21229.0,3913.6999509999996,6750.5,10291.799805,2867.959961
09/11/2010,21578.5,3945.709961,6787.810059,10409.799805,2890.639893
10/11/2010,21058.0,3888.4499509999996,6719.839844,10235.400391,2845.929932
11/11/2010,20856.0,3867.350098,6723.410156,10149.5,2831.219971
12/11/2010,20829.800781,3831.1201170000004,6734.609863,10226.799805,2822.429932
15/11/2010,20993.300781,3864.23999,6790.169922,10349.700195,2848.449951
16/11/2010,20563.099609,3762.469971,6663.240234000001,10095.400391,2781.77002
17/11/2010,20639.099609,3792.350098,6700.069824,10189.299805,2802.699951
18/11/2010,20880.400391,3867.969971,6832.109863,10325.299805,2855.22998
19/11/2010,20773.099609,3860.1599119999996,6843.549805,10271.700195,2845.75
22/11/2010,20372.199219,3818.889893,6822.049805,9996.400391,2811.429932
23/11/2010,19951.0,3724.419922,6705.0,9691.799805,2739.3701170000004
24/11/2010,19941.199219,3747.610107,6823.799805,9742.599609,2758.02002
25/11/2010,19945.900391,3760.419922,6879.660156,9721.799805,2765.050049
26/11/2010,19844.300781,3728.649902,6848.97998,9547.200195,2736.959961
29/11/2010,19314.400391,3636.959961,6697.970215,9324.700195,2669.959961
30/11/2010,19105.699219,3610.4399409999996,6688.490234000001,9267.200195,2650.98999
01/12/2010,19566.099609,3669.290039,6866.629883,9678.400391,2721.8701170000004
02/12/2010,20054.099609,3747.040039,6957.609863,9947.599609,2781.389893
03/12/2010,20120.800781,3750.5500490000004,6947.720215,10014.799805,2782.389893
06/12/2010,19930.300781,3749.2299799999996,6954.379883,9889.900391,2769.959961
07/12/2010,20112.400391,3810.5,7001.910156,9924.700195,2802.73999
08/12/2010,20393.900391,3831.9799799999996,6975.870117,10078.400391,2818.949951
09/12/2010,20533.599609,3858.0500490000004,6964.160156,10185.5,2840.709961
10/12/2010,20487.300781,3857.350098,7006.169922,10121.900391,2839.530029
13/12/2010,20634.599609,3892.4399409999996,7029.390137,10151.200195,2855.3701170000004
14/12/2010,20708.599609,3902.8701170000004,7027.399901999999,10162.700195,2861.669922
15/12/2010,20410.300781,3880.1899409999996,7016.370117,10009.799805,2831.8798829999996
16/12/2010,20366.599609,3888.360107,7024.399901999999,10010.299805,2845.780029
17/12/2010,20069.199219,3867.350098,6982.450195,9898.099609,2821.77002
20/12/2010,20373.699219,3885.080078,7018.600098000001,9996.099609,2839.219971
21/12/2010,20736.599609,3927.48999,7077.990234000001,10203.400391,2876.98999
22/12/2010,20733.400391,3919.709961,7067.919922,10183.5,2869.6298829999996
23/12/2010,20774.199219,3911.320068,7057.689941,10106.900391,2864.52002
24/12/2010,20774.199219,3911.320068,7057.689941,10106.900391,2864.52002
27/12/2010,20513.5,3862.1899409999996,6970.72998,9899.0,2826.51001
28/12/2010,20448.5,3858.719971,6972.100098000001,9903.5,2824.300049
29/12/2010,20471.0,3890.649902,6995.470215,9981.5,2841.22998
30/12/2010,20173.300781,3850.76001,6914.189941,9859.099609,2807.040039
31/12/2010,20173.300781,3850.76001,6914.189941,9859.099609,2807.040039
03/01/2011,20436.300781,3900.860107,6989.740234000001,9888.299805,2839.429932
04/01/2011,20547.0,3916.030029,6975.350098000001,9888.400391,2844.169922
05/01/2011,20551.599609,3904.610107,6939.819823999999,9801.400391,2833.73999
06/01/2011,20637.400391,3904.419922,6981.390137,9702.700195,2836.22998
07/01/2011,20542.099609,3865.580078,6947.839844,9560.700195,2808.25
10/01/2011,20058.199219,3802.030029,6857.060059,9437.799805,2760.8798829999996
11/01/2011,20339.099609,3861.919922,6941.569823999999,9582.099609,2796.600098
12/01/2011,21116.400391,3945.070068,7068.779785,10101.200195,2879.110107
13/01/2011,21308.099609,3974.830078,7075.109863,10370.799805,2915.6201170000004
14/01/2011,21460.099609,3983.280029,7075.700195,10385.099609,2920.399902
17/01/2011,21344.099609,3975.4099119999996,7078.060059,10280.0,2910.6298829999996
18/01/2011,21590.900391,4012.679932,7143.450195,10583.400391,2945.6201170000004
19/01/2011,21712.099609,3976.709961,7082.759765999999,10556.5,2923.76001
20/01/2011,21792.300781,3964.8400880000004,7024.27002,10636.900391,2927.419922
21/01/2011,22093.800781,4017.4499509999996,7062.419922,10829.099609,2970.560059
24/01/2011,22156.800781,4033.209961,7067.77002,10815.400391,2979.060059
25/01/2011,21940.099609,4019.6201170000004,7059.009765999999,10664.400391,2957.780029
26/01/2011,22007.0,4049.070068,7127.350098000001,10670.700195,2967.780029
27/01/2011,22311.5,4059.570068,7155.580078,10828.700195,2989.75
28/01/2011,22025.099609,4002.320068,7102.799805,10747.0,2954.1298829999996
31/01/2011,22050.400391,4005.5,7077.47998,10806.0,2953.6298829999996
01/02/2011,22525.599609,4072.6201170000004,7184.27002,10967.900391,3006.810059
02/02/2011,22653.599609,4066.530029,7183.669922,11010.200195,3012.699951
03/02/2011,22443.900391,4036.5900880000004,7193.680176000001,10860.700195,2995.48999
04/02/2011,22618.099609,4047.209961,7216.209961,10854.700195,3003.189941
07/02/2011,22793.0,4090.8000490000004,7283.620117,10922.599609,3031.179932
08/02/2011,22734.199219,4108.27002,7323.240234000001,10965.099609,3042.5
09/02/2011,22683.5,4090.73999,7320.899901999999,10935.599609,3031.6201170000004
10/02/2011,22596.800781,4095.139893,7340.279785,10791.900391,3025.679932
11/02/2011,22695.199219,4101.310059,7371.200195,10803.599609,3024.360107
14/02/2011,22637.300781,4096.620117,7396.629883,10774.700195,3018.3798829999996
15/02/2011,22823.800781,4110.339844,7400.040039,10826.200195,3030.459961
16/02/2011,23167.599609,4151.259765999999,7414.299805,11047.799805,3061.919922
17/02/2011,23178.400391,4152.310059,7405.509765999999,11113.0,3064.540039
18/02/2011,23059.0,4157.140136999999,7426.810059,11068.099609,3068.0
21/02/2011,22230.199219,4097.410156,7321.810059,10810.5,3012.340088
22/02/2011,21994.0,4050.2700200000004,7318.350098000001,10701.900391,2983.330078
23/02/2011,21929.800781,4013.1201170000004,7194.600098000001,10633.400391,2954.919922
24/02/2011,21948.699219,4009.639893,7130.5,10647.599609,2949.1298829999996
25/02/2011,22349.699219,4070.3798829999996,7185.169922,10822.700195,2985.02002
28/02/2011,22466.599609,4110.350098,7272.319823999999,10850.799805,3013.090088
01/03/2011,22227.199219,4067.149902,7223.299805,10761.900391,2983.27002
02/03/2011,22238.800781,4034.320068,7181.120117,10643.799805,2958.800049
03/03/2011,22154.199219,4060.76001,7225.959961,10566.900391,2969.23999
04/03/2011,22138.400391,4020.209961,7178.899901999999,10498.700195,2949.179932
07/03/2011,22145.800781,3990.4099119999996,7161.930176000001,10495.700195,2931.419922
08/03/2011,22353.400391,4015.9099119999996,7164.75,10568.700195,2945.419922
09/03/2011,22441.199219,3993.8100590000004,7131.799805,10559.5,2935.110107
10/03/2011,22084.5,3963.98999,7063.089844,10435.599609,2909.72998
11/03/2011,21863.0,3928.679932,6981.490234000001,10398.400391,2883.840088
14/03/2011,21804.300781,3878.040039,6866.629883,10415.900391,2852.110107
15/03/2011,21365.400391,3780.850098,6647.660156,10329.700195,2784.199951
16/03/2011,20836.800781,3696.5600590000004,6513.839844,10092.599609,2721.23999
17/03/2011,21140.599609,3786.209961,6656.879883,10325.599609,2786.159912
18/03/2011,21197.099609,3810.219971,6664.399902,10328.400391,2792.610107
21/03/2011,21471.0,3904.4499509999996,6816.120117,10574.400391,2860.810059
22/03/2011,21556.800781,3892.709961,6780.970215,10576.099609,2854.790039
23/03/2011,21559.599609,3913.7299799999996,6804.450195,10638.0,2866.22998
24/03/2011,22023.900391,3968.8400880000004,6933.580078,10755.599609,2909.780029
25/03/2011,22010.300781,3972.3798829999996,6946.359863,10710.400391,2911.330078
28/03/2011,22009.900391,3976.9499509999996,6938.629883,10751.0,2914.76001
29/03/2011,21780.800781,3987.8000490000004,6934.439941,10735.0,2910.929932
30/03/2011,22001.199219,4024.4399409999996,7057.149901999999,10732.299805,2936.439941
31/03/2011,21727.400391,3989.179932,7041.310059,10576.5,2910.909912
01/04/2011,21967.800781,4054.76001,7179.810059,10729.900391,2962.919922
04/04/2011,22007.800781,4042.919922,7175.330078,10756.099609,2955.840088
05/04/2011,22059.0,4041.73999,7175.310059,10678.599609,2950.959961
06/04/2011,22326.5,4048.1599119999996,7215.109863,10845.099609,2971.47998
07/04/2011,22244.0,4028.3000490000004,7178.779785,10849.099609,2963.689941
08/04/2011,22389.199219,4061.9099119999996,7217.02002,10913.200195,2984.659912
11/04/2011,22365.900391,4038.6999509999996,7204.859863,10878.299805,2974.580078
12/04/2011,22018.599609,3976.600098,7102.910156,10784.5,2932.330078
13/04/2011,22097.0,4006.2299799999996,7177.970215,10786.0,2949.97998
14/04/2011,21833.699219,3970.389893,7146.560059,10622.700195,2917.719971
15/04/2011,21821.300781,3974.4799799999996,7178.290039,10558.599609,2919.050049
18/04/2011,21184.699219,3881.23999,7026.850098000001,10344.900391,2847.959961
19/04/2011,21249.900391,3908.580078,7039.310059,10376.5,2857.610107
20/04/2011,21502.400391,4004.6201170000004,7249.189941,10535.400391,2921.429932
21/04/2011,21810.699219,4021.8798829999996,7295.490234000001,10584.099609,2936.300049
22/04/2011,21810.699219,4021.8798829999996,7295.490234000001,10584.099609,2936.300049
25/04/2011,21810.699219,4021.8798829999996,7295.490234000001,10584.099609,2936.300049
26/04/2011,21932.800781,4045.290039,7356.509765999999,10650.599609,2955.360107
27/04/2011,22238.199219,4067.719971,7404.950195,10740.900391,2977.590088
28/04/2011,22380.199219,4104.899902,7475.220215,10867.799805,3005.330078
29/04/2011,22418.0,4106.919922,7514.459961,10878.900391,3011.25
02/05/2011,22397.699219,4108.77002,7527.640137,10877.299805,3008.889893
03/05/2011,22315.699219,4096.839844,7500.700195,10825.599609,3000.389893
04/05/2011,21915.300781,4043.1298829999996,7373.930176000001,10712.599609,2952.02002
05/05/2011,21741.0,4004.8701170000004,7376.959961,10627.299805,2926.540039
06/05/2011,21953.800781,4058.01001,7492.25,10610.5,2952.899902
09/05/2011,21666.400391,4007.26001,7410.52002,10396.299805,2902.399902
10/05/2011,21984.300781,4052.51001,7501.52002,10474.400391,2939.02002
11/05/2011,22031.199219,4058.080078,7495.049805,10531.5,2942.429932
12/05/2011,21787.699219,4023.290039,7443.950195,10487.599609,2917.050049
13/05/2011,21764.300781,4018.850098,7403.310059,10356.5,2894.600098
16/05/2011,21685.300781,3989.820068,7387.540039,10363.900391,2881.310059
17/05/2011,21408.900391,3941.580078,7256.649901999999,10306.400391,2849.600098
18/05/2011,21444.0,3978.0,7303.529785,10343.700195,2867.300049
19/05/2011,21559.699219,4027.73999,7358.22998,10376.799805,2890.600098
20/05/2011,21236.900391,3990.850098,7266.819823999999,10226.599609,2853.97998
23/05/2011,20532.599609,3906.9799799999996,7121.52002,10082.700195,2794.26001
24/05/2011,20582.199219,3916.8798829999996,7150.660156,10115.900391,2801.27002
25/05/2011,20815.699219,3928.98999,7170.939941,10217.400391,2816.840088
26/05/2011,20668.300781,3917.219971,7114.089844,10203.200195,2799.820068
27/05/2011,20830.900391,3950.9799799999996,7163.470215,10261.200195,2819.399902
30/05/2011,20791.5,3942.530029,7160.299805,10257.599609,2814.340088
31/05/2011,21109.800781,4006.9399409999996,7293.689941,10476.0,2861.919922
01/06/2011,20866.300781,3964.8100590000004,7217.430176000001,10339.299805,2827.659912
02/06/2011,20700.900391,3889.8701170000004,7074.120117,10261.0,2827.659912
03/06/2011,20809.900391,3890.679932,7109.029785,10285.700195,2789.110107
06/06/2011,20525.0,3863.399902,7084.569823999999,10157.700195,2765.330078
07/06/2011,20574.5,3871.919922,7103.25,10168.099609,2774.5
08/06/2011,20277.300781,3837.9799799999996,7060.22998,10082.5,2752.060059
09/06/2011,20389.599609,3878.649902,7159.660156,10121.700195,2778.1201170000004
10/06/2011,20117.5,3805.0900880000004,7069.899901999999,9950.799805,2732.540039
13/06/2011,20081.099609,3807.610107,7085.140137,9946.200195,2732.540039
14/06/2011,20358.900391,3864.580078,7204.790039,10132.599609,2779.939941
15/06/2011,19918.5,3806.850098,7115.080078,9933.099609,2731.5
16/06/2011,19852.400391,3792.3100590000004,7110.200195,9918.5,2730.6201170000004
17/06/2011,20096.800781,3823.73999,7164.049805,10135.200195,2770.1201170000004
20/06/2011,19692.5,3799.6599119999996,7150.209961,10038.099609,2748.01001
21/06/2011,20102.300781,3877.070068,7285.509765999999,10231.900391,2801.98999
22/06/2011,20014.099609,3871.3701170000004,7278.189941,10226.200195,2795.070068
23/06/2011,19468.300781,3787.790039,7149.439941,9942.599609,2730.860107
24/06/2011,19154.400391,3784.8000490000004,7121.379883,9812.700195,2715.8798829999996
27/06/2011,19297.099609,3796.5500490000004,7107.899901999999,9872.200195,2723.929932
28/06/2011,19454.699219,3851.889893,7170.430176000001,9936.700195,2750.48999
29/06/2011,19864.699219,3924.2299799999996,7294.140137,10143.599609,2802.550049
30/06/2011,20186.900391,3982.209961,7376.240234000001,10359.900391,2848.530029
01/07/2011,20517.0,4007.350098,7419.439941,10492.0,2875.669922
04/07/2011,20476.199219,4003.110107,7442.959961,10468.0,2870.189941
05/07/2011,20277.5,3978.830078,7439.439941,10330.099609,2850.51001
06/07/2011,19783.199219,3961.3400880000004,7431.189941,10204.5,2832.6298829999996
07/07/2011,19735.599609,3979.959961,7471.439941,10196.200195,2844.51001
08/07/2011,19049.900391,3913.5500490000004,7402.72998,9938.200195,2790.090088
11/07/2011,18295.199219,3807.51001,7230.25,9670.599609,2709.149902
12/07/2011,18510.5,3774.1201170000004,7174.140137,9603.400391,2693.530029
13/07/2011,18842.699219,3793.2700200000004,7267.870117,9666.900391,2715.050049
14/07/2011,18640.300781,3751.2299799999996,7214.740234000001,9598.599609,2695.290039
15/07/2011,18450.400391,3726.5900880000004,7220.120117,9484.200195,2675.3798829999996
18/07/2011,17885.699219,3650.709961,7107.919922,9347.799805,2622.360107
19/07/2011,18229.5,3694.9499509999996,7192.669922,9443.799805,2657.449951
20/07/2011,18784.099609,3754.600098,7221.359863,9732.799805,2705.75
21/07/2011,19490.800781,3816.75,7290.140137,10017.599609,2763.340088
22/07/2011,19461.099609,3842.6999509999996,7326.390137,10059.299805,2772.600098
25/07/2011,18979.400391,3812.969971,7344.540039,9866.200195,2742.699951
26/07/2011,19029.900391,3787.8798829999996,7349.450195,9833.400391,2739.649902
