,EU_BNPIFEU,US_BNPIFUS,JP_BNPIFJP,GB_BNPIFGB,HK_BNPIFHK,US_BNPIFUSC,AU_BNPIFAU,EU_BNPIFEU2,EU_BNPIFEU5,EU_BNPIFE10,EU_BNPIFE30,US_BNPIFUS2,US_BNPIFUS5,US_BNPIFU10,US_BNPIFU30,US_SPGSENP,US_SPGSINP,US_SPGSGCP,US_BBUXALC,DE_BNPIFGE,US_BPFX1EUR,US_BPFX1GBP,US_BPFX1CHF,US_BPFX1JPY,US_BPFX1AUD,US_BPFX1NZD,US_BPFX1NOK,US_BPFX1SEK,US_BPFX1CAD
37440.0,186.818701157,402.555388987,74.8487105274,108.18256488,102.039089092,138.869751033,133.991055448,109.233068874,119.33287819,137.640388986,100.0,125.154471971,146.148365171,271.903524655,346.29559648,238.1393,133.449348918,26.3089763426,113.8464,137.975717334,80.2446,93.669,83.841,79.9139,91.5972,94.3291,107.7378,83.5938,98.6587
37441.0,192.267509373,402.555388987,74.0137078689,109.15803288,103.833721697,138.869751033,134.632506747,109.083592043,119.082213446,137.183487704,100.0,125.154471971,146.148365171,271.903524655,346.29559648,238.1393,133.449348918,26.3089763426,113.8464,141.256058696,80.1331,93.5415,83.6014,79.7634,91.0104,93.3848,107.7947,83.3166,98.6699
37442.0,201.899009293,417.341161707,75.4646931926,112.76656144,104.221164126,142.56193557,135.006735532,109.037599172,118.826375509,136.741589917,100.0,124.857320894,145.344340585,269.854710289,342.748002384,237.8425,134.542538803,26.3089763426,113.8464,148.732927913,79.6537,93.3603,83.0427,79.6734,91.4063,93.8599,107.458,82.8064,99.2046
37445.0,201.503740556,412.376974078,75.0544512164,112.1383952,104.183131556,140.180311411,135.91233108,109.072093825,118.871405808,136.850461427,100.0,125.061584961,145.788594455,270.80036462,343.895730498,230.6671,133.523217068,26.4103848453,111.9961,148.371667385,80.7718,94.2067,84.0161,80.7073,92.5167,94.8581,108.9402,83.502,99.5193
37446.0,199.714787581,402.538281825,76.1724801153,111.00614928,104.561822522,138.768703153,137.229827485,109.060595608,118.923608034,136.847127317,100.0,125.284484666,146.381092351,272.139783213,346.608436152,231.5937,133.834843739,26.7480290643,112.7254,147.700754976,81.2874,94.9862,84.4085,81.0285,93.1507,95.2121,109.6465,83.78,99.7841
37447.0,191.032260426,387.947945481,74.6763451568,108.1196428,104.021199784,135.706208758,135.680142128,109.233068874,119.311597553,137.55729271,100.0,125.581635743,147.14287536,273.952028971,349.842800986,235.8497,134.18597445,26.6334067265,112.6448,143.126739132,80.8266,94.944,83.8923,81.0945,92.9304,94.8179,109.3308,82.747,99.5048
37448.0,183.667477836,390.856163171,73.2557251758,103.38431688,101.811270368,134.710384091,133.65508507,109.348051052,119.625516346,138.143711335,100.0,125.628079248,147.206317427,274.424546086,350.886119347,236.1401,133.963782578,26.8488229699,112.7216,137.030268205,80.9815,95.1411,84.305,81.9821,91.4331,93.0983,109.5453,82.7875,99.2049
37449.0,184.132130304,389.053171883,73.8088524669,102.56545104,102.669582927,133.602575627,134.312074265,109.302058181,119.71451879,138.313109761,100.0,125.711648439,147.37560254,274.897373251,351.407778527,240.2781,133.922516275,26.7059291708,113.1323,138.592360856,80.954,95.1976,84.2365,82.0233,91.4835,93.6332,108.7901,83.2659,98.958
37452.0,173.233421214,387.603210229,72.4902175434,96.97048296,102.012661586,132.232742575,133.860595746,109.451535012,119.971297308,138.840924994,100.0,125.78589981,147.354402051,274.661114694,350.051620494,237.3633,133.771549161,27.0416527742,112.7429,131.845195341,82.3694,96.1381,85.6416,82.5829,91.8962,93.8154,110.2289,84.3483,98.5145
37453.0,172.316408672,381.332657434,71.4012260568,97.38176136,100.465454021,131.640890709,132.665350343,109.451535012,119.785415056,138.467889398,100.0,125.479430914,146.740863067,273.203566822,346.504026399,243.0068,133.510293813,26.8402186121,113.8544,130.895223806,82.7454,96.5291,86.1346,82.6271,91.7641,94.0337,110.5246,84.1449,98.6761
37454.0,178.795865778,381.844317124,71.7322348503,101.791404,99.628472178,132.418434458,131.215048893,109.371047488,119.594006894,138.078055018,100.0,125.618761429,147.16407585,274.267040381,347.964983774,243.7579,133.314829582,26.8486693207,113.5789,135.337823818,82.4909,96.2389,86.0663,82.2623,90.5171,93.1923,110.0975,84.0935,98.249
37455.0,181.741123219,370.901953665,72.4931389904,104.25749256,100.756180297,128.221447959,132.317799834,109.371047488,119.641858934,138.23219348,100.0,125.813853268,147.566088143,275.252071138,349.112322299,242.4681,132.487447554,26.7982723679,113.6196,136.943810421,82.5431,96.4363,86.1242,81.899,90.6416,93.399,109.9709,84.087,97.9458
37456.0,171.843834439,356.176833614,70.9159117466,99.93326928,99.5266003128,124.819065241,130.636188935,109.532022537,119.929559041,138.686145357,100.0,125.962356011,147.968100436,276.000533287,351.094938854,243.1252,130.947377387,27.3690024937,113.7501,130.248785601,83.0819,96.9136,86.7735,82.5681,91.197,94.3844,110.2917,84.2529,98.4453
37459.0,161.492546599,346.133892204,70.5940214087,95.09354192,97.4393020468,122.685686415,129.720625679,109.635506496,120.134252906,139.026737499,100.0,126.185255716,148.729883445,277.773092569,354.329303688,234.9926,129.098177087,27.3354301334,111.7258,124.720541838,82.4436,96.7536,86.4561,82.0799,90.6403,93.5716,108.6814,82.5615,97.3505
37460.0,158.224408959,335.730663575,71.1358170269,93.7600508,99.4071957432,117.624762417,129.522444199,109.589513625,120.088869889,138.887602532,100.0,126.33390405,149.089494759,278.561241195,354.642532949,231.5301,126.569477915,26.4122286362,109.2828,119.550100291,81.2409,96.066,85.2631,81.4877,89.6587,92.4922,105.8418,81.3334,95.8313
37461.0,153.550567851,356.332871675,68.858770443,91.34124168,96.107156509,122.330706526,126.564233813,109.853972634,120.513306908,139.60661614,100.0,126.389519783,149.279980362,279.033758309,353.703234754,236.6832,125.532974126,26.2946869627,110.7829,114.796784302,81.3411,96.6641,85.9144,82.3083,88.3646,89.9054,105.605,80.9567,95.698
37462.0,160.385411707,353.852333057,68.9588078692,95.91100168,95.2613418812,122.187446004,127.905623399,109.865470852,120.552223433,139.60507732,100.0,126.519532478,149.555108521,279.467209049,354.538123196,234.5954,126.38811178,26.160474346,109.5339,118.857107894,82.0314,96.9337,86.3864,82.041,88.774,90.0771,106.7547,82.557,96.168
37463.0,161.547452623,359.826880094,66.8086229063,97.68670496,94.1805371926,123.520534373,125.456059267,109.934460159,120.759856612,139.8017898,100.0,126.723942136,149.935920324,279.97941264,353.598825001,233.0301,126.086911827,25.6148658719,108.6304,119.204003128,80.9973,96.2775,85.2915,80.5455,88.5508,89.8244,105.71,82.3485,95.5697
37466.0,172.921194423,379.607944376,67.7167502675,102.15505144,96.1228348543,129.520853701,127.44109891,109.842474416,120.4468784,139.313983885,100.0,126.305950592,148.729883445,277.182446175,349.216732053,233.1554,126.799746822,25.5561718598,108.8842,126.461668609,80.0968,95.7901,83.9695,79.7785,88.6168,90.4691,104.9776,81.9418,96.1879
37467.0,170.564879204,381.653027939,69.4528865203,101.27923936,97.8457491826,129.554098891,129.491661573,109.738990456,120.384094641,139.198828861,100.0,126.222381402,148.454755286,276.670242584,349.529961314,239.0483,125.666759185,25.6820874172,109.748,126.056514129,80.8528,96.6278,84.7915,79.6543,89.6028,91.1938,107.3851,82.8222,96.3077
37468.0,172.310399057,383.735954619,68.644885114,103.16725328,98.9216837563,126.810495856,129.241442796,109.796481545,120.715766894,139.700997095,100.0,126.603101669,149.406864495,278.876252604,353.703234754,237.0576,124.920294357,25.6148658719,109.2379,126.215862476,80.3224,96.0332,84.3823,79.8656,89.4697,90.8624,106.2491,81.7621,95.5673
37469.0,161.721731444,371.677478382,68.0194298784,98.42155752,98.0756474452,125.776614196,129.040329638,110.003449465,121.089177413,140.299598044,100.0,126.826001374,150.020562881,279.97941264,354.746553115,231.5617,124.828509875,25.6820874172,107.7907,118.787143594,80.4849,95.6185,84.323,80.0325,88.4909,89.8679,105.6928,81.533,95.5269
37470.0,162.180101133,363.479518569,67.5714746778,99.07872416,96.25730684,121.651367318,127.851533928,110.198919168,121.479165666,140.848443816,100.0,127.216039461,151.03627356,282.737002679,359.650694831,233.9094,124.171773555,25.9338417075,108.3278,118.246848946,80.7173,96.4885,84.8007,80.1423,88.3711,89.6455,106.0401,81.1902,95.2175
37473.0,156.572311296,351.30232899,67.6831093631,97.58880664,94.998240273,118.617962464,126.332484612,110.451879959,121.988137371,141.592719717,100.0,127.346052156,151.417085363,283.367335549,360.38078393,230.2342,122.395413419,25.9841618357,106.3321,113.107000154,80.8214,96.3053,84.8427,80.2916,87.3042,88.9185,106.1609,81.5709,94.8714
37474.0,164.958728354,362.892691042,66.0640965749,100.40887584,93.4369662086,123.036948092,124.897427892,110.428883523,121.596032812,141.038359841,100.0,126.965331889,150.443775664,280.806627642,356.72916967,234.4854,123.947672566,25.7911783822,107.3511,118.124211904,79.0235,94.5892,82.7209,79.0264,86.6048,87.1541,103.8972,80.2961,94.8472
37475.0,163.016530208,370.375260408,68.6688763905,99.33181856,96.1018937849,123.915977157,127.850947592,110.29090491,122.001423073,141.799562762,100.0,127.253165147,151.22659976,282.579496974,359.024625898,229.4632,123.288880273,26.5296934851,106.5761,116.673051242,79.5511,94.3367,83.154,79.3479,88.1313,88.2027,104.6547,81.0322,95.6013
37476.0,171.638141724,381.904969792,68.0498837497,102.77407816,95.9480803524,125.976522772,128.845812757,110.348395999,121.683977102,141.206604152,100.0,126.965331889,150.591860287,281.003509773,357.355238604,231.3107,123.962798648,26.2024205902,107.2693,119.930780567,79.3975,94.1574,82.8261,79.2369,87.6327,88.2362,105.09,81.0109,95.5854
37477.0,174.98932131,383.635903637,69.6488890527,105.04261248,96.4430848256,125.52224475,130.121092988,110.302403128,121.710195788,141.552582164,100.0,126.965331889,151.120916116,283.56421768,362.676240158,232.4984,124.563289438,26.5213196012,107.881,124.045905093,79.702,93.7595,83.2373,79.5709,87.8332,88.6455,105.4876,81.3775,96.2283
37480.0,170.282427322,380.754124289,67.8498088973,102.71607736,95.9089798413,125.538429908,130.148504184,110.313901345,121.809074329,141.878170813,100.0,126.974649708,151.22659976,284.115797698,364.971696386,239.9346,123.381545886,26.5045718333,109.8539,121.911860944,80.1594,94.1611,83.5757,80.3579,88.7516,89.8918,106.1406,81.9295,96.2153
37481.0,171.414966494,372.42500956,67.4085818775,103.87205088,97.2542704035,122.058620893,130.426427324,110.348395999,121.998601331,142.239537024,100.0,127.206721642,151.882539723,285.691474849,368.102041055,240.3954,123.707564363,26.5129457173,109.8452,121.940059483,80.147,94.2546,83.4935,80.2002,88.561,89.7045,106.601,82.3009,96.5776
37482.0,164.520845987,387.869667251,67.1844272199,101.81354976,95.9145027244,125.834793278,129.720625679,110.520869265,122.252910824,142.866477907,100.0,126.946696251,151.395884873,285.494592718,371.231996135,241.6696,122.472365528,26.3115115552,109.1105,118.657589929,80.91,95.0202,84.4369,81.9756,88.6504,89.9303,107.4251,83.0675,96.9639
37483.0,172.838698806,392.279686482,68.1029124385,105.77992568,98.398613708,126.260637914,131.202296091,110.210417385,121.281173438,141.392416658,100.0,126.714624317,150.866988447,283.721723385,367.475972121,250.4242,125.946811995,26.5296934851,112.358,123.452937703,80.3169,94.388,83.6359,81.2545,89.4154,90.6781,106.8964,82.6433,97.0743
37484.0,175.176438853,391.655534237,68.0512116801,105.83072032,98.8307048953,127.949799763,131.410298694,110.164424514,121.272708212,141.303036867,100.0,126.575293802,150.020562881,281.161325528,362.467810239,251.7195,123.857356636,26.470999473,112.2382,124.079690135,80.6779,94.6022,83.8132,81.2771,89.8558,90.839,108.0061,82.9304,96.9677
37487.0,179.812856452,401.191999946,66.7233697723,108.21068648,98.6427758714,129.652303432,131.876142439,109.991951248,121.134795574,140.95385298,100.0,126.575293802,150.020562881,281.633842643,363.615538353,254.5337,123.784957038,25.8247507425,112.6897,127.523902252,80.0591,94.0762,83.1426,80.5332,89.2778,90.6829,107.4912,82.3985,96.6585
37488.0,177.105251948,395.908478609,66.9756765552,106.888444,100.188634387,128.535964953,133.430518482,110.060940554,121.521491795,141.537193965,100.0,126.983967527,151.184358183,284.233926977,367.475972121,253.856,124.651843106,26.0513065564,112.5681,126.088703027,80.0067,93.9155,82.9411,80.2404,89.8919,91.0474,107.8419,82.5424,96.2186
37489.0,178.621040628,400.783501632,66.751964541,106.74203592,100.653198741,131.423484665,132.75168828,110.049442336,121.1141028,140.745471116,100.0,126.95601407,151.057314647,283.918915567,366.536673926,258.3057,124.119786825,25.9590401839,113.4142,127.569126324,80.4416,94.2464,83.4611,80.5822,89.4803,90.2702,107.8837,83.433,97.0312
37490.0,183.223039526,406.589569035,68.154259082,108.4360108,100.869178465,132.355881008,134.057457971,109.899965505,120.886129564,140.247534637,100.0,126.677498631,150.443775664,282.342928366,363.406718846,258.1935,125.290956805,25.8750708707,115.0109,130.129340846,79.7642,93.8156,82.6702,79.8037,89.1756,90.2394,106.7928,82.3055,97.5199
37491.0,179.430699602,396.736361613,68.5683963208,107.56705336,99.2764190529,129.269327594,133.351949493,110.014947683,121.16101426,140.66468307,100.0,126.816683555,150.930430513,283.642970533,367.058333106,256.4648,124.786215586,25.8750708707,114.3948,127.554228983,79.7877,93.6393,82.5648,79.8848,89.578,90.6075,106.5775,82.3979,97.3351
37494.0,176.509480618,399.588592224,70.1702345421,107.53401048,99.1011255211,131.706506215,133.296394182,110.003449465,121.203575534,140.730082917,100.0,126.86312706,151.120916116,284.194550551,367.68440204,261.5068,124.786215586,26.1017035092,116.3369,126.054385937,79.7927,93.6649,82.6036,79.8683,89.5656,90.821,107.0881,82.9776,97.2816
37495.0,182.829409775,393.92145572,68.8753253091,108.85203472,98.7013038034,128.379362611,132.516421065,110.08393699,121.160896687,140.66545248,100.0,126.68667086,150.676502844,282.855131958,364.241607287,258.746,125.762508756,26.3450839155,115.5331,129.162875825,80.3874,94.2718,83.3824,80.8168,91.1084,91.727,107.7754,83.5592,97.5739
37496.0,174.203700794,386.930328489,68.0939710402,104.63186136,98.1644807941,125.797829876,131.627829253,110.141428079,121.608377933,141.527832811,100.0,126.798193508,150.972672091,283.840162715,366.849903187,254.5771,125.8092087,26.0933296253,114.1592,123.260868409,80.5061,94.6419,83.296,80.6731,90.848,91.3487,108.1527,83.7005,97.2515
37497.0,169.3323619,386.800210371,66.7978224054,102.70975,97.4994257048,127.42006391,131.395200549,110.336897781,121.812601507,141.709670031,100.0,126.966059844,151.505872376,284.956654926,369.170293088,256.6948,124.627758858,26.3870301598,113.9472,120.394726341,80.7451,95.4227,83.7196,80.8193,90.7724,90.9707,108.2397,83.6994,97.0464
37498.0,172.4936923,385.848430036,66.7408099253,103.2756972,97.3588953618,126.304381585,130.968201547,110.382890652,121.866214604,141.610672616,100.0,126.956742025,151.740512382,285.315693521,370.225299107,257.6429,124.372230862,26.3450839155,114.3048,122.813150096,80.468,95.2717,83.2539,80.5443,90.7454,90.9503,107.9919,83.0138,97.1128
37501.0,167.755930747,385.848430036,66.1722786411,101.9812248,95.923392504,126.304381585,131.412204285,110.520869265,122.316164873,142.32058154,100.0,126.956742025,151.740512382,285.315693521,370.225299107,257.6429,124.372230862,26.3450839155,114.3048,120.25399967,80.7736,95.4756,83.5646,80.8426,91.019,91.45,108.102,82.8937,97.3934
37502.0,160.648742088,369.891075858,64.2618293864,98.49889192,94.8887303695,122.460187792,132.079454356,110.566862136,122.670998924,143.000996415,100.0,127.35769943,152.956113392,288.546110725,376.448198347,246.8929,123.478029732,26.4374271126,111.7673,114.503625906,81.7781,96.3195,84.8435,81.5007,90.1751,91.3382,108.9945,83.4,97.5088
37503.0,162.220256284,376.370025001,63.1404363971,98.48904936,95.1715405214,125.897784164,129.765040611,110.727837185,122.680169586,142.872633186,100.0,127.35769943,153.062753449,289.144198333,377.081279877,251.8741,124.019337889,26.5632658455,113.0172,115.399594579,81.5433,96.3602,84.7633,80.9062,89.7208,90.8151,109.1376,83.2039,96.8999
37504.0,160.702555454,371.223879367,63.987833073,97.68442008,94.2718098585,123.093814864,130.577262193,110.934805105,122.938476547,143.279907525,100.0,127.572300453,153.532033462,290.021641532,378.663399317,258.6566,123.479204574,26.8402954368,114.7362,112.616185961,81.4027,96.5058,84.8335,80.681,89.2414,90.7676,109.4127,83.3511,96.552
37505.0,166.310618455,376.732904214,63.3224513956,100.27002544,94.2180337699,126.487011411,129.701423183,110.992296194,123.09802254,143.369415551,100.0,127.227104371,152.636193221,287.828343586,373.389537987,262.5726,124.310698546,26.9829587621,115.3124,114.995770219,80.8403,96.1095,84.3863,80.4563,89.8934,91.3058,109.0348,83.4013,96.7274
37508.0,162.840339237,380.185959122,64.8961374916,99.00262008,94.2556447965,126.7621591,130.972159313,110.70484075,122.936830531,143.374032011,100.0,127.13392618,152.422913107,287.668667527,373.389537987,264.4859,125.754138012,27.092049727,117.0751,113.082259927,80.5731,96.0312,84.1545,80.289,90.2967,91.4227,108.5627,83.0751,96.9043
37509.0,167.603505069,384.096760237,64.9173843786,101.7457064,95.8230277537,127.311798324,130.57007958,110.589858572,122.540375786,142.949574182,100.0,127.171197456,152.742833278,288.546110725,375.393581917,265.235,127.482770217,26.8067230764,117.4659,115.230935393,79.9372,95.6869,83.3159,79.6842,90.2414,91.6735,107.3596,82.6739,96.5199
37510.0,173.593178592,384.041809956,65.340374487,103.34354056,95.7860037739,127.069677106,132.077402181,110.520869265,122.219520211,142.095144421,100.0,127.01264894,152.209632992,287.269942455,372.967613497,264.2971,127.655325042,26.6975552868,116.8953,120.001276915,79.7675,95.3748,82.8686,79.1712,90.2659,91.6712,107.3952,82.8109,96.1864
37511.0,165.381586684,374.257031186,65.4252735062,99.66752016,95.9339308711,124.790631855,131.939759866,110.566862136,122.732842102,142.885071981,100.0,127.171197456,152.849473335,288.944835797,376.448198347,258.4843,127.021498128,26.890615565,116.3961,114.830303321,80.156,95.819,83.121,79.2997,90.9831,92.4531,108.2642,82.7759,95.7537
37512.0,160.754183506,375.154898038,64.1096485584,97.53467256,93.5519447263,125.98745869,131.204934602,110.865815799,123.039471395,143.338895622,100.0,127.348381611,153.297393456,290.101634587,379.507248297,266.4501,126.065470972,26.6975552868,117.7944,110.570461764,80.3428,96.2204,83.4257,78.8598,90.8139,92.3507,108.576,82.8574,95.6258
37515.0,160.092306417,376.036694524,64.1096485584,98.9186068,92.1536887168,124.724578912,131.139997919,110.877314016,123.259567267,143.857862641,100.0,127.36701725,153.51067357,290.699722195,380.667443247,265.7246,124.292782215,26.7311276472,117.1944,110.069006613,79.8115,95.2312,82.6649,78.3072,90.4487,91.7572,107.8609,83.1619,95.8371
37516.0,158.496207434,368.704979232,67.0025892787,98.33016232,94.1526595958,122.518804311,132.831136773,110.796826492,123.209834065,143.67653836,100.0,127.348381611,153.638514117,291.018764262,381.089367737,262.3281,124.604408886,26.7060059954,117.3407,108.258181567,79.578,94.6328,82.1696,77.9071,90.3615,91.5738,107.5266,83.0558,96.0056
37517.0,151.924420796,366.39188345,66.5808385721,94.70440928,91.8861150694,121.691392777,131.068464958,111.01529263,123.482484882,144.175372484,100.0,127.404434117,153.723953684,291.178440321,380.667443247,266.5237,123.294607625,27.0081572385,118.3133,104.188015089,80.2649,95.5321,83.1682,78.5329,90.3855,91.6687,108.5714,83.7429,95.5832
37518.0,148.106130264,355.651177154,67.1029808197,92.946282,91.4328437509,118.068760676,129.730300219,111.01529263,123.691764077,144.573542139,100.0,127.60957173,154.278354459,292.454608592,382.671487177,267.119,122.734795717,27.1843929241,118.6423,100.699376972,80.7132,95.8394,83.7325,78.7972,90.8307,92.5736,109.3893,84.5566,96.3562
37519.0,146.014784412,355.882383053,65.9134207347,94.14285608,90.4624279656,118.6291171,129.101894891,110.969299759,123.444038648,143.920441317,100.0,127.637525187,154.449074192,292.733654132,381.616481158,266.9339,123.348209762,27.1256220874,118.1781,100.333860061,80.7721,95.8465,83.8486,77.3949,90.2091,91.8482,108.7711,84.7573,96.3132
37522.0,140.415189504,351.47754781,65.9134207347,91.44300672,90.3277129179,115.834115251,128.080937785,111.072783719,123.737499811,144.375162604,100.0,127.72138556,155.024834859,294.408857526,385.097455597,274.6071,122.175130664,27.201140692,119.9709,96.9556218842,80.802,96.2197,83.842,77.2757,89.7182,91.3922,109.2166,84.6481,95.6708
37523.0,138.17742759,345.402431391,64.9298669247,89.2781708,89.2034317719,115.156744509,127.371911293,111.153271243,124.046127837,144.794362797,100.0,127.777438066,155.280834757,294.807582597,386.468807586,272.2614,121.131284116,27.4613456908,118.3458,94.2480300926,80.5582,96.063,83.6827,77.3172,89.9244,91.8187,109.4122,84.3875,95.5936
37524.0,141.337665333,353.860627439,64.0397994174,89.940786,88.4929780115,117.926812464,125.511614578,111.061285501,123.802987739,144.342206211,100.0,127.600253911,154.491634574,292.733654132,381.616481158,270.0845,121.912994186,27.1591944477,117.2873,94.9628364538,80.4353,96.3006,83.4743,77.6659,89.8563,91.7142,109.1076,83.6601,95.8468
37525.0,151.10001095,361.21618908,65.2443208521,93.82736688,89.9022688978,119.785043602,125.555882926,111.061285501,123.481897019,143.984045874,100.0,127.674796464,154.406354408,292.77365066,381.405713707,269.7282,122.64198325,26.9997065299,117.6455,101.238873548,80.2216,96.1664,83.1093,77.8471,89.8256,91.6579,109.0143,83.2991,96.1645
37526.0,149.469220102,348.738846552,66.8720094525,95.1107664,90.1281465327,116.911303146,126.293493286,111.049787283,123.618163641,144.092660914,100.0,127.982575678,155.110115025,294.249181466,383.831682127,271.8338,121.515310386,26.9493864017,118.3011,98.7260112901,80.1496,95.7911,83.0091,77.5307,89.8428,91.805,108.7503,83.7478,96.1564
37529.0,138.920980804,342.930187155,64.784856921,89.91899176,88.0319504423,117.056094696,124.557792915,111.210762332,124.233185815,144.989151752,100.0,128.271719254,155.984595374,295.844391805,385.624958606,271.9789,120.923630906,27.2934838891,118.9563,91.1751874139,81.1928,97.0389,84.7169,78.3171,89.7559,91.5367,110.2525,84.2185,95.5955
37530.0,143.254732363,357.658935998,63.5710399733,92.42374752,88.0319504423,118.9294174,125.318123784,111.268253421,124.055886362,144.590469158,100.0,128.113170737,155.259474865,294.089815458,382.460330137,274.5949,121.236138708,27.0416527742,118.9786,91.8030039425,80.8909,96.8456,84.2415,77.7471,89.6477,91.9252,110.124,84.471,95.5233
37531.0,149.521667647,349.195037562,63.4187706166,95.54876032,88.3835856832,116.392721928,125.699388598,111.095780154,123.691176214,143.852220301,100.0,128.159759833,155.19539519,294.20949499,383.198990186,273.4939,122.701459594,27.092049727,119.6502,96.1104637862,80.8972,96.615,84.1555,77.4393,89.953,92.8311,110.1924,84.8129,95.7116
37532.0,146.067778286,345.103833638,62.2020322219,94.5887592,87.1724315519,115.296942974,125.902260764,111.245256985,123.842844844,143.86324851,100.0,128.215666748,155.302035247,294.408857526,382.882254627,264.0821,122.647710601,27.0584773667,115.8992,94.0652716371,81.1515,96.8492,84.3613,77.5654,90.2381,93.2609,110.4643,84.9039,95.2827
37533.0,140.970532518,338.273928457,62.6421083686,92.95753064,87.8188611058,112.428670477,125.126831749,111.291249856,124.033077281,144.236027636,100.0,128.113170737,155.323395139,294.528537057,383.515336157,263.1194,121.272411935,27.1339959713,115.5263,90.757263784,80.7134,96.7282,83.8302,77.4371,90.1657,93.3495,110.1552,84.3695,95.2439
37536.0,139.844822454,331.629091674,60.473509437,92.0270572,86.6406715694,109.282188233,123.462078003,111.360239163,124.132543685,144.548279845,100.0,128.178395472,155.64331531,295.405670205,384.569952587,263.4941,121.113661496,27.1172482035,115.5523,87.7676866025,80.7323,96.7016,83.8529,76.6935,90.8268,94.4771,110.2225,84.3528,95.2505
37537.0,136.732115299,336.896024247,60.8620618827,90.93049056,87.137191395,109.940093043,123.545630846,111.291249856,124.191212403,144.822318026,100.0,128.066581642,155.408675304,295.046941661,384.253606617,264.2171,121.098094848,26.8067230764,116.0155,84.9872042479,80.4125,96.0619,83.2571,76.6904,90.4229,94.0347,110.0597,83.5305,95.3008
37538.0,136.137436626,327.761317666,59.482696274,91.2071368,87.1324153431,105.654088174,122.205853683,111.337242727,124.153471604,144.779102833,100.0,128.355579627,156.069875539,296.48247594,386.890342487,264.2292,121.167997909,26.9241879253,116.207,85.5482487643,81.095,96.1817,84.031,77.019,90.7035,94.0347,110.6398,84.0614,95.1842
37539.0,141.523417054,339.213267219,58.9897684959,92.07996096,85.9764136394,108.612035196,121.676539095,111.291249856,123.804163465,144.271164024,100.0,128.262401435,155.749955367,295.325987201,383.937260646,260.2239,121.438505132,26.6388612747,114.9901,89.1800077679,80.9727,96.4386,83.9926,77.084,90.4837,93.7247,110.6686,84.1811,95.2994
37540.0,148.149290223,352.572406234,59.7541252552,96.0387792,87.0108110073,111.437876332,122.385858755,111.026790847,123.428048776,143.492392909,100.0,128.066581642,154.89683491,293.0526962,379.085323807,265.4327,123.499176877,26.6220366822,117.3416,95.0285443701,81.0263,96.3421,83.949,76.811,90.799,94.04,110.7022,84.5752,95.501
37543.0,147.36257705,355.335990638,59.7541252552,95.97480256,87.0108110073,111.939616237,124.25099274,111.026790847,123.336342163,143.19911948,100.0,128.066581642,154.89683491,293.0526962,379.085323807,270.91,122.199802333,26.7395783557,118.2224,94.2727703202,81.1537,96.2918,84.1659,76.8105,90.4377,93.6836,110.9168,84.8996,95.6619
37544.0,156.760521496,371.924236247,61.8928014876,100.21905504,90.6136428152,116.455931532,125.656732673,110.854317581,122.701097505,142.187345382,100.0,127.562837043,153.339953837,289.184194861,371.807418547,268.9122,123.329999721,26.3031376713,117.963,99.8659239278,80.7701,96.0218,83.5378,76.3952,90.4433,93.7048,110.3005,84.7332,95.6666
37545.0,155.279971011,363.034213935,61.9705296825,98.88275176,91.799472953,113.333727026,125.830874388,110.785328274,122.378360769,141.754808749,100.0,127.600253911,153.190753398,288.745473261,370.541645077,267.3053,123.474945774,26.4122286362,117.9382,100.713210217,80.7587,95.9268,83.5019,76.629,90.7428,93.9954,109.7034,84.6074,95.7266
37546.0,160.281609274,370.668155772,62.5858041181,101.620038,92.9289768658,117.112086595,125.486548725,110.543865701,122.420804471,141.853421459,100.0,127.432387575,152.614833329,287.309628931,367.166249158,268.9001,125.544428829,26.2024205902,119.1244,104.489154203,79.9558,95.8462,82.6304,76.3055,91.117,94.1436,107.7601,83.5894,96.4323
37547.0,160.217961993,372.315108999,63.5443928359,100.49359216,93.280226698,117.37717324,126.633568014,110.877314016,122.424331648,141.703258282,100.0,127.413751936,152.721473386,287.628670999,366.849903187,268.2747,124.364888104,26.2947637873,118.6544,104.581198491,79.8971,95.5947,82.5237,75.9781,91.0892,94.1099,107.5794,83.4689,96.3978
37550.0,160.188187085,379.535368533,62.4082155544,100.5312048,92.8463425319,119.059554821,125.708476802,110.934805105,122.513921955,141.769812243,100.0,127.152561818,152.145712719,286.232823197,364.740280738,257.4139,125.928161388,26.1436497535,117.0314,105.026256564,80.0622,95.4148,82.6471,76.3182,91.6527,94.651,108.0303,83.89,96.8291
37551.0,157.528386333,375.340484835,60.8529434271,100.15578144,92.6314482606,117.12608457,126.039316743,110.80832471,122.231982905,141.705310041,100.0,127.13392618,152.060432554,285.993774184,363.580085787,254.7508,125.185661649,26.3198854391,116.4106,100.962740685,80.3464,95.5758,82.9245,76.14,91.624,94.7135,107.9974,83.4822,96.8754
37552.0,152.248666816,378.146059548,61.0425718934,97.90412008,95.1069023781,119.154916023,127.11025897,110.923306887,122.699921779,141.965883548,100.0,127.189833095,152.145712719,286.19313672,363.263739817,256.7335,124.904580853,26.2359929506,116.9813,99.9957436168,80.2782,95.6882,82.9954,76.7016,91.4877,94.8487,108.4413,83.319,96.885
