,EU_BNPIFEU,US_BNPIFUS,JP_BNPIFJP,GB_BNPIFGB,HK_BNPIFHK,US_BNPIFUSC,AU_BNPIFAU,EU_BNPIFEU2,EU_BNPIFEU5,EU_BNPIFE10,EU_BNPIFE30,US_BNPIFUS2,US_BNPIFUS5,US_BNPIFU10,US_BNPIFU30,US_SPGSENP,US_SPGSINP,US_SPGSGCP,US_BBUXALC,DE_BNPIFGE,US_BPFX1EUR,US_BPFX1GBP,US_BPFX1CHF,US_BPFX1JPY,US_BPFX1AUD,US_BPFX1NZD,US_BPFX1NOK,US_BPFX1SEK,US_BPFX1CAD
33424.0,100.0,213.348661189,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.2450342433,100.0,102.340082929,103.698289933,170.821758111,200.155445865,246.1069,219.09131895,47.7542626142,90.3426,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33427.0,100.0,215.44952784,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0141160279,100.0,102.427291892,103.779744446,170.987015081,200.290243532,248.9475,219.142277694,47.8184879992,90.7929,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33428.0,100.0,214.39233747,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.1738678229,100.0,102.451023213,103.747226402,170.766569104,199.750663275,249.8494,216.765867334,47.6264264412,90.4431,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33429.0,100.0,214.147299809,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.2230472124,100.0,102.546094087,103.845099339,170.987015081,200.155445865,252.5215,214.862624331,47.7080910157,90.2287,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33430.0,100.0,214.814159827,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.350422621,100.0,102.62529555,104.089622281,171.648353011,201.368624869,251.1449,213.607893759,47.4082445113,89.6989,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33431.0,100.0,216.648570805,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.3278332191,100.0,102.680765692,104.301627177,172.254501935,202.379996961,256.1974,213.95388454,47.4968233018,90.4637,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33434.0,100.0,217.801630286,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.4165206431,100.0,102.728228333,104.252690709,172.199312928,202.379996961,252.5496,213.566040036,47.5724955557,89.9956,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33435.0,100.0,217.288246868,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.2895756296,100.0,102.712358922,104.236431687,172.089244965,202.17780046,253.8929,214.354946009,47.5346978411,90.6222,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33436.0,100.0,217.059065473,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0588526391,100.0,102.657034371,104.122299727,171.758420974,201.368624869,258.4508,214.706957851,47.6229693331,91.5374,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33437.0,100.0,219.410039623,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.9068678325,100.0,102.657034371,104.073363258,171.703542018,201.301226035,256.2167,213.166300263,47.673366286,91.2848,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33438.0,100.0,218.722739396,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.9105817872,100.0,102.744097744,104.285368155,172.034055958,201.773407459,259.8188,214.819595766,47.698641587,91.7398,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33441.0,100.0,217.869965937,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.6567849101,100.0,102.744097744,104.268949731,172.089244965,201.97560396,257.7319,213.502892313,47.2950050166,90.9674,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33442.0,100.0,215.867467182,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.7700685368,100.0,102.720366423,104.154817771,171.703542018,201.233827202,252.726,212.486948247,47.3328795559,89.7666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33443.0,100.0,215.394686268,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.4387311138,100.0,102.862899938,104.480954628,172.750582895,203.121773719,255.0551,211.131181318,46.8409714935,89.1418,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33444.0,100.0,216.689866926,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.5966238092,100.0,102.91837008,104.676700502,173.246353805,203.863160888,254.6321,211.09035558,46.8536475563,89.4077,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33445.0,100.0,216.651321429,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.4721047582,100.0,102.997571543,104.692959525,173.246353805,203.930559722,255.0199,213.084795644,47.1058627943,89.7745,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33448.0,100.0,217.849218162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.4326640214,100.0,103.045179776,104.725636971,173.081096835,203.593565554,253.0386,211.866338299,46.7652992396,89.2603,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33449.0,100.0,219.885409162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.5070569624,100.0,103.053041686,104.77457344,173.136285842,203.863160888,254.8321,211.571599972,46.6392300329,89.3075,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33450.0,100.0,220.487887566,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.440508002,100.0,103.132243148,104.95390089,173.632056752,204.604548058,259.224,212.915471633,46.7652992396,90.104,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33451.0,100.0,220.071092641,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.8667866773,100.0,103.053041686,104.856027953,173.246353805,203.997958556,255.699,212.008787813,46.7023030486,89.6098,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33452.0,100.0,220.101177194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.709886431,100.0,103.449049,105.573656558,175.064800575,206.96428641,257.832,211.705531887,45.6932884473,89.1429,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33455.0,100.0,218.880349917,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.9521883489,100.0,103.409448269,105.606174603,175.174868539,207.301280578,259.831,211.565138345,45.7437622247,89.5526,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33456.0,100.0,222.114206599,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.1680571107,100.0,103.607451926,105.981247928,176.111841453,208.649646838,257.5152,211.561173255,45.7942360022,89.3273,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33457.0,100.0,222.132896227,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.3327681376,100.0,103.686653389,106.046443419,176.111841453,208.649646838,257.6032,214.318232216,45.7563614629,89.6646,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33458.0,100.0,221.42768988,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.1943060701,100.0,103.734261621,105.964988906,175.560571485,207.503477079,261.4293,213.85079221,45.8194344786,90.0438,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33459.0,100.0,220.213806815,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0820892559,100.0,103.789731763,106.030184396,175.560571485,207.233881744,262.9575,213.976647091,45.9581797481,90.292,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33462.0,100.0,220.682854584,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0802536746,100.0,103.829332495,106.144316356,175.891395476,207.90787008,263.8497,211.943584118,45.844632955,90.0639,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33463.0,100.0,221.569196962,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.3857026324,100.0,103.876795136,106.323803208,176.332287429,208.717045671,261.7203,212.042123937,45.6806892091,89.7132,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33464.0,100.0,221.725547048,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.7178576817,100.0,104.059074974,106.796590069,177.489396269,210.874197934,258.8892,211.238826157,45.8572321932,89.4307,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33465.0,100.0,221.381935425,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.798849275,100.0,104.066936883,106.764072024,177.103693323,210.200209599,261.3174,210.473857577,45.7437622247,89.4041,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33466.0,100.0,219.248250444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.9669482832,100.0,104.169869667,106.927140452,177.3241393,210.335007266,260.8209,208.844646321,45.844632955,89.2822,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33469.0,100.0,214.007278303,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.6901535789,100.0,104.304541272,106.992335943,177.3241393,209.998013098,273.6308,208.42875248,45.9203052089,90.794,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33470.0,100.0,215.662157485,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0983310898,100.0,104.431350967,107.3184728,177.654653239,210.537203767,275.7178,207.864241207,45.5672192406,90.6551,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33471.0,100.0,221.976357444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.4251105282,100.0,104.24120922,107.171663394,177.654653239,211.211581691,264.6172,208.980340498,45.6680899709,89.7043,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33472.0,100.0,222.371331716,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.7336828673,100.0,104.24907113,107.302213777,177.930288223,211.615974692,266.8404,209.445724532,45.3275264161,89.8646,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33473.0,100.0,223.951142594,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.6241045523,100.0,104.003604831,106.764072024,176.828058339,209.795816597,266.7492,209.912430262,45.2266556859,90.0268,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33476.0,100.0,223.738577179,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.5920359555,100.0,103.908533958,106.519389681,176.332287429,209.391034007,267.2954,210.203203499,45.4410732093,90.4528,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33477.0,100.0,223.305829513,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.6563529217,100.0,104.027336152,106.649940065,176.662801369,209.863215431,267.0615,211.353079479,45.340202479,90.5152,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33478.0,100.0,225.338163989,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.804245147,100.0,104.185739078,107.057531434,177.709842246,211.683373526,264.4154,211.938737897,45.2645302251,90.4509,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33479.0,100.0,225.20986514,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0746465707,100.0,104.305269227,107.369481497,178.541708007,212.974470257,267.168,211.899087001,44.8608936547,90.5154,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33480.0,100.0,224.64727442,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0873539147,100.0,104.161862166,106.926184039,177.709842246,211.479618671,270.015,212.35551287,44.5078076865,90.4631,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33483.0,100.0,224.64727442,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.2093630992,100.0,104.161862166,106.926184039,177.709842246,211.479618671,270.015,212.35551287,44.5078076865,90.4631,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33484.0,100.0,222.673127004,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4017498152,100.0,104.209615989,107.008276161,177.820840361,211.683373526,269.0382,212.060480833,44.5078076865,90.5902,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33485.0,100.0,221.415784591,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.3747425767,100.0,104.265377313,107.024694585,177.709842246,211.479618671,263.9231,210.896800466,44.5204069247,89.926,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33486.0,100.0,220.917425046,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.1149313758,100.0,104.281392315,106.975439312,177.487846016,210.935752938,261.9523,211.566019476,44.3185886395,89.7612,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33487.0,100.0,220.866028182,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.9888836739,100.0,104.384907462,107.385899921,178.375210834,212.770715402,260.5723,214.532640764,44.5708038775,90.4243,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33490.0,100.0,220.545833881,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.3056310579,100.0,104.432806877,107.53366574,178.874392301,213.11043669,258.044,212.937793619,44.7978206391,90.3849,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33491.0,100.0,218.312609059,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.3185676477,100.0,104.456683788,107.53366574,178.763704237,212.838503824,258.3269,213.698062833,44.6464761314,90.4164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33492.0,100.0,218.582027642,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.1922312247,100.0,104.432806877,107.517247316,178.652706122,212.702537391,260.4328,212.282085285,44.0663734015,90.2089,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33493.0,100.0,219.830372931,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.2051950131,100.0,104.496430111,107.829197378,179.54007094,214.265566988,259.196,210.589138885,43.9150288937,89.6851,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33494.0,100.0,217.675469677,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4429235967,100.0,104.576213937,107.878452651,179.595569997,214.061812133,261.1006,211.046299029,43.9150288937,90.0711,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33497.0,100.0,218.909954017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.3422820681,100.0,104.576213937,107.976963197,180.039252406,214.673466287,261.995,208.889143438,43.9276281319,89.9548,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33498.0,100.0,218.73592202,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.3154587185,100.0,104.592083348,108.009800046,180.150250521,215.013187575,258.7345,206.04837703,44.1924426082,89.4646,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33499.0,100.0,219.520650858,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4407761478,100.0,104.592083348,107.993381622,180.150250521,214.80943272,261.5736,208.196280746,44.4321354326,90.1917,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33500.0,100.0,219.841779676,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0960690983,100.0,104.592083348,107.960544773,180.150250521,214.877221142,260.6527,206.68352564,44.3942608933,90.3214,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33501.0,100.0,220.052333756,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.1682677591,100.0,104.647844672,108.075473743,180.59393293,215.556663719,262.3312,208.353415778,44.4068601316,91.0429,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33504.0,100.0,218.819972622,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.9896059062,100.0,104.663859674,108.141147441,180.760430102,215.828596585,265.9729,206.82553459,44.6843506706,91.0667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33505.0,100.0,219.886920865,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.1208336735,100.0,104.703605996,108.157565865,180.649431987,215.420697286,266.6637,206.820982079,45.0501127017,91.1204,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33506.0,100.0,219.398154551,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.1995443125,100.0,104.735490408,108.141147441,180.538433872,215.149154008,267.5447,208.746400213,44.9365659086,91.6015,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33507.0,100.0,219.144196126,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.1071080795,100.0,104.871035559,108.28891326,180.81592916,215.692630152,266.7293,207.02070511,44.6591521942,91.1698,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33508.0,100.0,218.777468839,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.1725449347,100.0,104.966543206,108.600863322,181.758793035,217.187871327,268.7407,207.175637315,44.4447346708,91.1756,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33511.0,100.0,219.847099486,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4148198207,100.0,105.01444262,108.797725012,182.091477329,217.459414604,267.4814,204.463662891,45.0627119399,91.1832,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33512.0,100.0,220.581863588,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.7108572276,100.0,105.01444262,108.879817134,182.202475444,217.527592615,266.5655,203.4867823,45.0627119399,90.9444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33513.0,100.0,220.017952298,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.9086061284,100.0,104.998427618,108.797725012,181.980479214,217.187871327,268.436,202.551021157,45.2266556859,91.0205,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33514.0,100.0,217.843070781,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.9079549511,100.0,105.062196443,108.912653983,181.980479214,216.915938461,272.5797,203.129777382,45.4788709239,91.5203,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33515.0,100.0,216.090410477,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.9139198018,100.0,105.245495417,109.273859318,182.978842147,218.343001625,271.5974,201.525825216,45.6176161934,91.4375,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33518.0,100.0,215.023940093,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2757039823,100.0,105.237487916,109.323114591,182.978842147,218.343001625,275.7689,200.171673694,45.6554907326,91.5759,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33519.0,100.0,215.672238736,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.1154575593,100.0,105.261364828,109.273859318,182.70165691,217.73134747,276.8303,202.222946708,45.428473971,92.0571,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33520.0,100.0,213.448744935,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0086831665,100.0,105.181726592,109.027582953,181.592295863,215.352908864,278.5183,200.77774498,45.6680899709,92.5058,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33521.0,100.0,215.542835542,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.1799535159,100.0,105.117957767,108.814143436,180.760430102,214.469321843,276.1013,199.898669933,45.5672192406,91.9092,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33522.0,100.0,216.05781708,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.3512947793,100.0,105.269372328,109.339533015,182.313473559,217.187871327,276.6103,201.444908017,45.7058876855,92.2182,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33525.0,100.0,218.807086833,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2557728148,100.0,105.333141153,109.339533015,182.202475444,216.983726883,281.0206,199.231506896,45.5672192406,92.2182,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33526.0,100.0,221.355005278,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.3476440316,100.0,105.365025566,109.405206713,182.535159738,217.459414604,283.6245,199.807032307,45.4158747328,92.5803,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33527.0,100.0,222.339685953,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2075958254,100.0,105.380894977,109.454461986,182.535159738,217.255659749,281.7953,212.054019206,45.4662716857,92.668,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33528.0,100.0,221.817314898,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2133931756,100.0,105.245495417,109.044001377,181.259611569,214.469321843,285.2759,207.582572991,45.6932884473,93.798,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33529.0,100.0,222.113778402,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.232389728,100.0,105.269372328,109.142511923,181.814292092,215.62484173,287.903,207.878045593,45.9581797481,93.9144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33532.0,100.0,220.625478559,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.2232990083,100.0,105.189734093,108.896235558,180.649431987,213.382369556,289.0643,207.062999399,46.1473219705,93.8252,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33533.0,100.0,219.357316228,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.7670130752,100.0,105.149842179,108.797725012,180.094751463,212.362816102,286.097,207.6297135,46.1599212087,93.3627,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33534.0,100.0,219.387472061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.7401888024,100.0,105.141834679,108.797725012,179.983753349,212.702537391,280.8171,206.318443688,45.9455805099,92.7966,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33535.0,100.0,217.733141811,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.6740667363,100.0,105.301256741,109.09325665,180.649431987,213.9258457,284.9298,206.147063704,45.9077059707,93.0492,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33536.0,100.0,217.222403523,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.5623324448,100.0,105.309264242,108.879817134,180.150250521,213.382369556,280.854,206.005054755,45.7437622247,92.5387,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33539.0,100.0,220.18321983,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.2083036858,100.0,105.404771888,109.126093499,180.760430102,213.993634122,281.7974,204.839318416,45.5041462249,92.6225,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33540.0,100.0,221.313111857,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.3834448726,100.0,105.596078363,109.618646229,182.368972616,217.051904894,281.5709,205.558468183,45.5419439395,92.6748,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33541.0,100.0,222.117645554,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.6044512155,100.0,105.635824685,109.700738351,182.590658796,217.32383776,282.0921,205.406032517,45.4662716857,92.5889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33542.0,100.0,221.805532054,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.3689515613,100.0,105.715608512,109.815667321,182.757155968,217.051904894,283.9237,205.02464964,45.340202479,92.5462,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33543.0,100.0,221.137907138,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.5310766398,100.0,105.787239247,109.832085746,182.646157853,216.508039161,288.4706,204.626378419,45.0122381625,92.9331,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33546.0,100.0,220.646250232,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.5629871742,100.0,105.82713116,109.815667321,182.479660681,216.03235144,290.4651,205.166071169,45.1635826702,93.2618,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33547.0,100.0,219.843187803,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4492684077,100.0,105.731477923,109.58580938,181.758793035,214.605288276,291.7947,204.574832255,44.8230959401,93.0243,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33548.0,100.0,220.582844139,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.4488454887,100.0,105.851008072,109.815667321,181.980479214,215.013187575,287.7755,205.11496557,44.873492893,92.493,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33549.0,100.0,222.704984948,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.8936657514,100.0,105.906769396,110.176872657,183.256337434,217.187871327,284.7441,204.574097979,44.7348244481,92.0647,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33550.0,100.0,222.315027325,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.3202604875,100.0,105.874884983,110.111198959,183.311836492,218.071068758,282.3791,204.025006498,44.7977438145,91.7195,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33553.0,100.0,222.355847971,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.3377560493,100.0,105.859015572,110.111198959,183.533522671,218.410790047,275.2101,201.873284548,44.9284993232,91.7195,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33554.0,100.0,224.388907946,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.5313987886,100.0,105.866877482,110.160454232,183.921706022,219.634098356,272.7727,201.910438906,44.9912650403,90.6057,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33555.0,100.0,224.761847051,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.4161417023,100.0,105.859015572,109.979851565,183.145339319,217.663559048,271.6082,202.465257738,45.0664763465,90.5766,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33556.0,100.0,224.607401822,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.3749534174,100.0,105.986407631,110.242546354,183.921706022,219.090622212,272.9551,205.124217446,44.8537489648,90.4577,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33557.0,100.0,216.361697317,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.5682914704,100.0,106.113945281,110.357475325,184.032704137,218.682722913,277.7236,206.606573531,45.4169502776,91.8357,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33560.0,100.0,217.829237411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.5652579819,100.0,106.097930279,110.488822719,184.032704137,219.022444201,271.9794,204.647084998,45.5921104185,90.7517,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
