Date,EUR/USD,JPY/USD,GBP/USD
08/05/2003,1.1497,0.00855431,1.6003
09/05/2003,1.1491,0.00853096,1.6046
12/05/2003,1.1551,0.00854846,1.61
13/05/2003,1.1516,0.00843028,1.6086
14/05/2003,1.1504,0.00860955,1.6078
15/05/2003,1.1394,0.00858369,1.6211
16/05/2003,1.1571,0.00862887,1.6235
19/05/2003,1.1658,0.00852296,1.6328
20/05/2003,1.1709,0.00856677,1.6407
21/05/2003,1.168,0.00853169,1.6367
22/05/2003,1.1698,0.00853169,1.6363
23/05/2003,1.1807,0.00855285,1.6371
26/05/2003,1.1851,0.00855798,1.6395
27/05/2003,1.1835,0.00853023,1.6387
28/05/2003,1.1761,0.00842176,1.6375
29/05/2003,1.1773,0.00844808,1.6522
30/05/2003,1.1785,0.00837871,1.6385
02/06/2003,1.176,0.00843881,1.638
03/06/2003,1.1747,0.00839701,1.6283
04/06/2003,1.168,0.00842034,1.633
05/06/2003,1.1845,0.00849256,1.66
06/06/2003,1.1698,0.00849184,1.6603
09/06/2003,1.174,0.00846740,1.6457
10/06/2003,1.1685,0.00849256,1.6515
11/06/2003,1.1746,0.00849834,1.6672
12/06/2003,1.1766,0.00850412,1.6687
13/06/2003,1.1867,0.00851788,1.6723
16/06/2003,1.1839,0.00850195,1.6782
17/06/2003,1.18,0.00846023,1.685
18/06/2003,1.1687,0.00848536,1.6793
19/06/2003,1.172,0.00845308,1.6785
20/06/2003,1.1582,0.00844594,1.6603
23/06/2003,1.155,0.00850051,1.6685
24/06/2003,1.1511,0.00847816,1.6633
25/06/2003,1.1545,0.00847457,1.6728
26/06/2003,1.1425,0.00837450,1.6616
27/06/2003,1.143,0.00835770,1.649
30/06/2003,1.15,0.00835073,1.6555
01/07/2003,1.1563,0.00837170,1.6632
02/07/2003,1.1542,0.00847673,1.6644
03/07/2003,1.1487,0.00845594,1.6704
04/07/2003,1.1493,0.00847026,1.6667
07/07/2003,1.1315,0.00846023,1.6485
08/07/2003,1.131,0.00846023,1.6346
09/07/2003,1.1342,0.00849473,1.6347
10/07/2003,1.1385,0.00849834,1.6355
11/07/2003,1.1306,0.00849834,1.6307
14/07/2003,1.1278,0.00849978,1.6131
15/07/2003,1.1186,0.00848968,1.5912
16/07/2003,1.121,0.00846023,1.596
17/07/2003,1.1215,0.00842034,1.5949
18/07/2003,1.129,0.00844451,1.5898
21/07/2003,1.1346,0.00844309,1.6
22/07/2003,1.134,0.00839630,1.598
23/07/2003,1.1466,0.00840548,1.608
24/07/2003,1.1467,0.00840548,1.615
25/07/2003,1.1507,0.00841467,1.6203
28/07/2003,1.1494,0.00837170,1.6255
29/07/2003,1.1455,0.00834376,1.6235
30/07/2003,1.134,0.00831600,1.616
31/07/2003,1.1245,0.00829187,1.61
01/08/2003,1.1262,0.00833055,1.6082
04/08/2003,1.1358,0.00830771,1.6102
05/08/2003,1.1347,0.00833819,1.6091
06/08/2003,1.135,0.00831946,1.609
07/08/2003,1.1369,0.00839912,1.6181
08/08/2003,1.13,0.00839630,1.6028
11/08/2003,1.1355,0.00842105,1.609
12/08/2003,1.1312,0.00844166,1.6036
13/08/2003,1.1317,0.00839771,1.6072
14/08/2003,1.1245,0.00839278,1.6
15/08/2003,1.126,0.00839278,1.5965
18/08/2003,1.1162,0.00837240,1.5905
19/08/2003,1.1142,0.00844737,1.5883
20/08/2003,1.1115,0.00846023,1.595
21/08/2003,1.0928,0.00849401,1.577
22/08/2003,1.0886,0.00850484,1.5755
25/08/2003,1.0873,0.00851933,1.5716
26/08/2003,1.0875,0.00852514,1.57
27/08/2003,1.0877,0.00851716,1.5721
28/08/2003,1.0874,0.00852514,1.576
29/08/2003,1.0989,0.00855651,1.577
01/09/2003,1.0963,0.00857853,1.5698
02/09/2003,1.0815,0.00861326,1.5682
03/09/2003,1.0841,0.00861697,1.5694
04/09/2003,1.094,0.00856677,1.5814
05/09/2003,1.11,0.00857338,1.5888
08/09/2003,1.1096,0.00858148,1.5846
09/09/2003,1.1223,0.00856091,1.5895
10/09/2003,1.1214,0.00854262,1.5913
11/09/2003,1.12,0.00854189,1.5947
12/09/2003,1.1288,0.00852369,1.5938
15/09/2003,1.1299,0.00851281,1.6014
16/09/2003,1.1172,0.00853387,1.5865
17/09/2003,1.1296,0.00860807,1.6096
18/09/2003,1.1241,0.00867077,1.6136
19/09/2003,1.1358,0.00874737,1.6317
22/09/2003,1.1484,0.00892857,1.6511
23/09/2003,1.1463,0.00892219,1.6526
24/09/2003,1.149,0.00897263,1.6585
25/09/2003,1.15,0.00892060,1.661
26/09/2003,1.1473,0.00894214,1.6582
29/09/2003,1.1585,0.00901469,1.6655
30/09/2003,1.1645,0.00897666,1.6625
01/10/2003,1.1706,0.00903750,1.6672
02/10/2003,1.1691,0.00903260,1.6698
03/10/2003,1.1562,0.00901225,1.662
06/10/2003,1.1705,0.00901306,1.6705
07/10/2003,1.1775,0.00910166,1.6626
08/10/2003,1.1805,0.00912408,1.662
09/10/2003,1.1747,0.00916170,1.6676
10/10/2003,1.1805,0.00920810,1.666
13/10/2003,1.169,0.00917852,1.667
14/10/2003,1.1719,0.00918189,1.6715
15/10/2003,1.1646,0.00913325,1.6676
16/10/2003,1.1602,0.00910498,1.674
17/10/2003,1.1674,0.00914076,1.6773
20/10/2003,1.1658,0.00907276,1.6741
21/10/2003,1.1656,0.00912075,1.6725
22/10/2003,1.181,0.00918020,1.6929
23/10/2003,1.1783,0.00912159,1.6946
24/10/2003,1.1816,0.00914996,1.6976
27/10/2003,1.1739,0.00920810,1.695
28/10/2003,1.1687,0.00923446,1.6974
29/10/2003,1.1673,0.00923531,1.7004
30/10/2003,1.1628,0.00919371,1.6953
31/10/2003,1.1572,0.00908843,1.6942
03/11/2003,1.1453,0.00900009,1.6758
04/11/2003,1.1497,0.00912242,1.6814
05/11/2003,1.1439,0.00909504,1.6728
06/11/2003,1.1413,0.00906864,1.6674
07/11/2003,1.1538,0.00915164,1.6737
10/11/2003,1.1492,0.00922849,1.6716
11/11/2003,1.1505,0.00919455,1.6647
12/11/2003,1.163,0.00919202,1.6727
13/11/2003,1.173,0.00924385,1.6863
14/11/2003,1.177,0.00922934,1.687
17/11/2003,1.1762,0.00918020,1.6927
18/11/2003,1.1954,0.00925326,1.7022
19/11/2003,1.1886,0.00914913,1.6971
20/11/2003,1.1912,0.00918273,1.7034
21/11/2003,1.1915,0.00918864,1.7033
24/11/2003,1.1769,0.00913742,1.6957
25/11/2003,1.1785,0.00913492,1.698
26/11/2003,1.1922,0.00916422,1.7102
27/11/2003,1.1902,0.00916170,1.7137
28/11/2003,1.1988,0.00913075,1.7216
01/12/2003,1.1973,0.00913158,1.7195
02/12/2003,1.2078,0.00920556,1.7287
03/12/2003,1.2102,0.00924727,1.7273
04/12/2003,1.2091,0.00924641,1.722
05/12/2003,1.2163,0.00928763,1.7292
08/12/2003,1.2221,0.00930492,1.7326
09/12/2003,1.2236,0.00933532,1.7459
10/12/2003,1.2219,0.00923702,1.743
11/12/2003,1.221,0.00926183,1.7458
12/12/2003,1.2293,0.00928160,1.7464
15/12/2003,1.2304,0.00929281,1.7457
16/12/2003,1.2323,0.00930492,1.7545
17/12/2003,1.2399,0.00930578,1.7648
18/12/2003,1.2428,0.00929108,1.7718
19/12/2003,1.2375,0.00927643,1.766
22/12/2003,1.241,0.00929973,1.7638
23/12/2003,1.2393,0.00931012,1.7635
24/12/2003,1.2455,0.00931532,1.7755
25/12/2003,1.245,0.00931966,1.7745
26/12/2003,1.243,0.00931966,1.771
29/12/2003,1.2487,0.00935191,1.773
30/12/2003,1.2545,0.00933968,1.7785
31/12/2003,1.258,0.00931532,1.7855
01/01/2004,1.2475,0.00931098,1.786
02/01/2004,1.2595,0.00935453,1.7925
05/01/2004,1.2671,0.00942595,1.8079
06/01/2004,1.2763,0.00941708,1.8239
07/01/2004,1.2647,0.00941708,1.8194
08/01/2004,1.2763,0.00941708,1.8319
09/01/2004,1.2841,0.00939672,1.8468
12/01/2004,1.2746,0.00937294,1.8468
13/01/2004,1.2747,0.00941265,1.8422
14/01/2004,1.2663,0.00942063,1.8341
15/01/2004,1.2578,0.00940910,1.821
16/01/2004,1.2375,0.00935716,1.7959
19/01/2004,1.2355,0.00931966,1.7831
20/01/2004,1.2568,0.00933445,1.82
21/01/2004,1.2632,0.00935016,1.8294
22/01/2004,1.271,0.00942595,1.8445
23/01/2004,1.2598,0.00940910,1.8251
26/01/2004,1.2463,0.00939937,1.814
27/01/2004,1.2632,0.00947149,1.8264
28/01/2004,1.2513,0.00945268,1.8234
29/01/2004,1.2401,0.00943752,1.8147
30/01/2004,1.2465,0.00945626,1.8242
02/02/2004,1.2412,0.00946969,1.8175
03/02/2004,1.2539,0.00947418,1.8384
04/02/2004,1.253,0.00948406,1.8328
05/02/2004,1.254,0.00944108,1.8333
06/02/2004,1.2697,0.00947867,1.8466
09/02/2004,1.2687,0.00945894,1.8574
10/02/2004,1.2705,0.00947418,1.8705
11/02/2004,1.281,0.00948946,1.887
12/02/2004,1.28,0.00948946,1.8901
13/02/2004,1.2745,0.00948316,1.8855
16/02/2004,1.277,0.00947867,1.889
17/02/2004,1.2842,0.00946431,1.9035
18/02/2004,1.2666,0.00935891,1.886
19/02/2004,1.2702,0.00932661,1.8953
20/02/2004,1.253,0.00917010,1.8605
23/02/2004,1.2543,0.00921149,1.8631
24/02/2004,1.2686,0.00924898,1.8896
25/02/2004,1.2494,0.00917178,1.8708
26/02/2004,1.244,0.00912075,1.8611
27/02/2004,1.249,0.00915834,1.8665
01/03/2004,1.2447,0.00917599,1.8675
02/03/2004,1.2219,0.00908512,1.84
03/03/2004,1.2187,0.00908512,1.8295
04/03/2004,1.2193,0.00900333,1.8231
05/03/2004,1.2376,0.00892458,1.8466
08/03/2004,1.2394,0.00899361,1.8467
09/03/2004,1.2314,0.00898230,1.825
10/03/2004,1.2245,0.00902934,1.8055
11/03/2004,1.2318,0.00901469,1.8089
12/03/2004,1.2223,0.00901306,1.8037
15/03/2004,1.2263,0.00906453,1.8027
16/03/2004,1.2264,0.00919455,1.8125
17/03/2004,1.224,0.00923361,1.8175
18/03/2004,1.2372,0.00936592,1.833
19/03/2004,1.228,0.00936417,1.8313
22/03/2004,1.2334,0.00936680,1.8466
23/03/2004,1.2323,0.00936592,1.8481
24/03/2004,1.2129,0.00942240,1.823
25/03/2004,1.2134,0.00942595,1.808
26/03/2004,1.2118,0.00943930,1.8135
29/03/2004,1.2147,0.00948047,1.8179
30/03/2004,1.2175,0.00946700,1.8259
31/03/2004,1.2304,0.00958129,1.8438
01/04/2004,1.2352,0.00963762,1.8551
02/04/2004,1.2134,0.00956480,1.8314
05/04/2004,1.2014,0.00952108,1.8186
06/04/2004,1.2092,0.00945805,1.8385
07/04/2004,1.217,0.00949667,1.84
08/04/2004,1.207,0.00941619,1.83
09/04/2004,1.209,0.00938967,1.8315
12/04/2004,1.2071,0.00948406,1.8385
13/04/2004,1.194,0.00936943,1.8187
14/04/2004,1.1957,0.00918948,1.7902
15/04/2004,1.1982,0.00922849,1.7913
16/04/2004,1.1993,0.00929108,1.7986
19/04/2004,1.2014,0.00921743,1.8079
20/04/2004,1.1855,0.00919117,1.7865
21/04/2004,1.1834,0.00913325,1.7731
22/04/2004,1.1894,0.00912825,1.7702
23/04/2004,1.1837,0.00916002,1.7713
26/04/2004,1.1879,0.00919878,1.7879
27/04/2004,1.1934,0.00913659,1.7908
28/04/2004,1.1842,0.00909835,1.7726
29/04/2004,1.1974,0.00909669,1.7745
30/04/2004,1.1984,0.00905797,1.7782
03/05/2004,1.194,0.00905961,1.7712
04/05/2004,1.2087,0.00911327,1.7917
05/05/2004,1.2171,0.00920217,1.7929
06/05/2004,1.2075,0.00911161,1.7955
07/05/2004,1.1895,0.00891106,1.7877
10/05/2004,1.1864,0.00879662,1.777
11/05/2004,1.1875,0.00885739,1.7575
12/05/2004,1.1905,0.00883392,1.772
13/05/2004,1.1821,0.00872905,1.7621
14/05/2004,1.1879,0.00875426,1.759
17/05/2004,1.201,0.00874278,1.7683
18/05/2004,1.1942,0.00876193,1.7663
19/05/2004,1.201,0.00886132,1.7825
20/05/2004,1.196,0.00886524,1.777
21/05/2004,1.201,0.00891662,1.7895
24/05/2004,1.2017,0.00886917,1.7917
25/05/2004,1.2106,0.00894454,1.8118
26/05/2004,1.2114,0.00894934,1.8159
27/05/2004,1.228,0.00902119,1.839
28/05/2004,1.222,0.00906043,1.8328
31/05/2004,1.2185,0.00914076,1.8315
01/06/2004,1.2228,0.00903995,1.8396
02/06/2004,1.2225,0.00908347,1.835
03/06/2004,1.2223,0.00901875,1.8405
04/06/2004,1.229,0.00900171,1.8399
07/06/2004,1.2312,0.00911909,1.8399
08/06/2004,1.2264,0.00911327,1.8346
09/06/2004,1.205,0.00905387,1.829
10/06/2004,1.2104,0.00914578,1.8429
11/06/2004,1.2015,0.00908677,1.818
14/06/2004,1.2064,0.00899523,1.8134
15/06/2004,1.2162,0.00913158,1.8316
16/06/2004,1.2003,0.00908512,1.828
17/06/2004,1.2062,0.00912408,1.8362
18/06/2004,1.214,0.00919117,1.838
21/06/2004,1.2105,0.00919371,1.83
22/06/2004,1.2097,0.00914913,1.8189
23/06/2004,1.209,0.00920810,1.8165
24/06/2004,1.217,0.00932400,1.825
25/06/2004,1.215,0.00928936,1.8245
28/06/2004,1.219,0.00926183,1.83
29/06/2004,1.2082,0.00923190,1.8071
30/06/2004,1.2187,0.00918357,1.8174
01/07/2004,1.2172,0.00924214,1.821
02/07/2004,1.2323,0.00923190,1.8332
05/07/2004,1.2279,0.00917178,1.83
06/07/2004,1.2305,0.00913909,1.8423
07/07/2004,1.2365,0.00922083,1.855
08/07/2004,1.2391,0.00919202,1.8515
09/07/2004,1.2415,0.00923361,1.861
12/07/2004,1.2405,0.00923872,1.8643
13/07/2004,1.2326,0.00919371,1.8565
14/07/2004,1.2393,0.00917094,1.8563
15/07/2004,1.234,0.00910746,1.8512
16/07/2004,1.2448,0.00919455,1.8738
19/07/2004,1.2435,0.00924214,1.868
20/07/2004,1.2327,0.00920132,1.8515
21/07/2004,1.225,0.00909504,1.839
22/07/2004,1.2244,0.00910498,1.8425
23/07/2004,1.2099,0.00908760,1.8308
26/07/2004,1.2145,0.00909090,1.8415
27/07/2004,1.206,0.00901713,1.823
28/07/2004,1.2065,0.00895255,1.8235
29/07/2004,1.2036,0.00891503,1.8154
30/07/2004,1.2017,0.00897988,1.82
02/08/2004,1.2036,0.00902364,1.8281
03/08/2004,1.206,0.00904159,1.8265
04/08/2004,1.205,0.00900090,1.8255
05/08/2004,1.2061,0.00895335,1.8244
06/08/2004,1.2274,0.00905469,1.8408
09/08/2004,1.2278,0.00904077,1.8407
10/08/2004,1.2238,0.00898149,1.8267
11/08/2004,1.2215,0.00901957,1.8289
12/08/2004,1.2257,0.00902201,1.8243
13/08/2004,1.237,0.00903423,1.8419
16/08/2004,1.2355,0.00904649,1.8413
17/08/2004,1.2343,0.00908595,1.8276
18/08/2004,1.2329,0.00914160,1.8225
19/08/2004,1.2366,0.00914578,1.8314
20/08/2004,1.2309,0.00915918,1.8182
23/08/2004,1.2148,0.00911244,1.8088
24/08/2004,1.2085,0.00912408,1.7925
25/08/2004,1.2085,0.00907852,1.797
26/08/2004,1.2108,0.00913325,1.7958
27/08/2004,1.2021,0.00911992,1.7895
30/08/2004,1.2051,0.00909504,1.7936
31/08/2004,1.218,0.00915750,1.8025
01/09/2004,1.2185,0.00914076,1.793
02/09/2004,1.2161,0.00913408,1.789
03/09/2004,1.2066,0.00903832,1.7761
06/09/2004,1.2065,0.00907441,1.78
07/09/2004,1.2107,0.00914578,1.7744
08/09/2004,1.2186,0.00914829,1.7885
09/09/2004,1.2191,0.00910415,1.7844
10/09/2004,1.2269,0.00912741,1.7965
13/09/2004,1.2258,0.00908017,1.796
14/09/2004,1.225,0.00911577,1.796
15/09/2004,1.2154,0.00908843,1.7755
16/09/2004,1.2185,0.00912408,1.793
17/09/2004,1.218,0.00909504,1.7935
20/09/2004,1.2167,0.00909669,1.7852
21/09/2004,1.233,0.00911161,1.797
22/09/2004,1.2259,0.00904731,1.7927
23/09/2004,1.2263,0.00902364,1.7976
24/09/2004,1.2262,0.00903097,1.8037
27/09/2004,1.2283,0.00897907,1.8083
28/09/2004,1.2323,0.00897746,1.8123
29/09/2004,1.2329,0.00902201,1.8001
30/09/2004,1.2435,0.00909008,1.8117
01/10/2004,1.2409,0.00905879,1.7975
04/10/2004,1.2289,0.00902038,1.784
05/10/2004,1.2323,0.00900495,1.7829
06/10/2004,1.2277,0.00897504,1.7755
07/10/2004,1.2292,0.00899361,1.7821
08/10/2004,1.2416,0.00913492,1.7955
11/10/2004,1.2375,0.00914494,1.7965
12/10/2004,1.2319,0.00910829,1.7887
13/10/2004,1.2335,0.00911327,1.7933
14/10/2004,1.24,0.00912325,1.7972
15/10/2004,1.248,0.00915331,1.8035
18/10/2004,1.2505,0.00914913,1.7995
19/10/2004,1.2518,0.00922424,1.8031
20/10/2004,1.2589,0.00923872,1.8179
21/10/2004,1.2621,0.00930838,1.8285
22/10/2004,1.2647,0.00932140,1.8252
25/10/2004,1.2799,0.00936680,1.8412
26/10/2004,1.2753,0.00937119,1.835
27/10/2004,1.2705,0.00938790,1.829
28/10/2004,1.2739,0.00941087,1.8279
29/10/2004,1.2787,0.00944197,1.8369
01/11/2004,1.2745,0.00939496,1.8327
02/11/2004,1.2685,0.00940468,1.836
03/11/2004,1.2816,0.00941619,1.849
04/11/2004,1.2861,0.00942329,1.8423
05/11/2004,1.2965,0.00946611,1.8557
08/11/2004,1.2915,0.00947328,1.8544
09/11/2004,1.29,0.00945626,1.8561
10/11/2004,1.2888,0.00932227,1.8445
11/11/2004,1.2908,0.00937382,1.8427
12/11/2004,1.2984,0.00947867,1.8582
15/11/2004,1.2938,0.00949126,1.845
16/11/2004,1.2966,0.00949036,1.8534
17/11/2004,1.3035,0.00962000,1.859
18/11/2004,1.2955,0.00959692,1.8495
19/11/2004,1.3016,0.00970120,1.8562
22/11/2004,1.3036,0.00969086,1.8578
23/11/2004,1.3081,0.00967398,1.8678
24/11/2004,1.3167,0.00971817,1.881
25/11/2004,1.3239,0.00974658,1.8875
26/11/2004,1.329,0.00975609,1.8975
29/11/2004,1.3276,0.00972289,1.8941
30/11/2004,1.329,0.00971345,1.911
01/12/2004,1.3318,0.00973804,1.9327
02/12/2004,1.327,0.00969180,1.9232
03/12/2004,1.345,0.00979240,1.9417
06/12/2004,1.34,0.00968710,1.9387
07/12/2004,1.3427,0.00971911,1.9458
08/12/2004,1.3335,0.00960153,1.9345
09/12/2004,1.331,0.00955566,1.925
10/12/2004,1.3236,0.00950841,1.9161
13/12/2004,1.3321,0.00955292,1.9267
14/12/2004,1.3301,0.00947597,1.9287
15/12/2004,1.3406,0.00959140,1.9423
16/12/2004,1.3235,0.00954471,1.9289
17/12/2004,1.3288,0.00957762,1.9392
20/12/2004,1.3396,0.00961538,1.9465
21/12/2004,1.3365,0.00958037,1.9268
22/12/2004,1.3395,0.00959692,1.9156
23/12/2004,1.3503,0.00964878,1.9228
24/12/2004,1.3534,0.00964971,1.9257
27/12/2004,1.3625,0.00969932,1.936
28/12/2004,1.3611,0.00970308,1.9295
29/12/2004,1.3588,0.00962463,1.9154
30/12/2004,1.365,0.00970873,1.925
31/12/2004,1.3557,0.00975609,1.9156
03/01/2005,1.348,0.00973804,1.9048
04/01/2005,1.3272,0.00956846,1.88
05/01/2005,1.3261,0.00960522,1.8843
06/01/2005,1.3169,0.00951565,1.874
07/01/2005,1.3054,0.00952925,1.8701
10/01/2005,1.3089,0.00960245,1.8759
11/01/2005,1.3118,0.00967960,1.8777
12/01/2005,1.3265,0.00977039,1.891
13/01/2005,1.3201,0.00975609,1.8799
14/01/2005,1.3108,0.00980969,1.8701
17/01/2005,1.3073,0.00979623,1.8606
18/01/2005,1.3024,0.00977612,1.8667
19/01/2005,1.2994,0.00972100,1.8691
20/01/2005,1.2956,0.00966837,1.8729
21/01/2005,1.306,0.00973236,1.8795
24/01/2005,1.3056,0.00974184,1.8803
25/01/2005,1.2966,0.00959416,1.8633
26/01/2005,1.3069,0.00970779,1.8815
27/01/2005,1.3035,0.00969932,1.8879
28/01/2005,1.304,0.00966837,1.888
31/01/2005,1.3031,0.00964878,1.8824
01/02/2005,1.3053,0.00965344,1.884
02/02/2005,1.3041,0.00963669,1.8866
03/02/2005,1.297,0.00956846,1.8816
04/02/2005,1.2875,0.00961538,1.875
07/02/2005,1.2775,0.00954380,1.8586
08/02/2005,1.2774,0.00946611,1.855
09/02/2005,1.2793,0.00945358,1.8582
10/02/2005,1.288,0.00945358,1.8685
11/02/2005,1.2869,0.00945179,1.8674
14/02/2005,1.2961,0.00950751,1.8889
15/02/2005,1.3017,0.00957579,1.8947
16/02/2005,1.304,0.00949757,1.8861
17/02/2005,1.3065,0.00947059,1.8935
18/02/2005,1.307,0.00946521,1.894
21/02/2005,1.307,0.00947777,1.8964
22/02/2005,1.3259,0.00960707,1.9119
23/02/2005,1.3228,0.00954107,1.9099
24/02/2005,1.3203,0.00948766,1.9107
25/02/2005,1.3243,0.00950389,1.9184
28/02/2005,1.3241,0.00956937,1.923
01/03/2005,1.3186,0.00958405,1.9203
02/03/2005,1.3134,0.00954653,1.9131
03/03/2005,1.311,0.00950028,1.9072
04/03/2005,1.3255,0.00955292,1.9237
07/03/2005,1.3202,0.00950389,1.9138
08/03/2005,1.3342,0.00954836,1.928
09/03/2005,1.34,0.00962649,1.9263
10/03/2005,1.3426,0.00960522,1.9222
11/03/2005,1.346,0.00962927,1.927
14/03/2005,1.3367,0.00952834,1.9141
15/03/2005,1.3318,0.00956937,1.9125
16/03/2005,1.3413,0.00959877,1.9254
17/03/2005,1.3371,0.00956022,1.9234
18/03/2005,1.331,0.00954653,1.919
21/03/2005,1.3175,0.00951565,1.8984
22/03/2005,1.3087,0.00947238,1.8852
23/03/2005,1.2976,0.00942951,1.8671
24/03/2005,1.2945,0.00938262,1.8696
25/03/2005,1.2954,0.00939937,1.8684
28/03/2005,1.2884,0.00932748,1.8654
29/03/2005,1.2921,0.00929713,1.8749
30/03/2005,1.2935,0.00929886,1.8802
31/03/2005,1.2961,0.00932922,1.8905
01/04/2005,1.2906,0.00929627,1.8813
04/04/2005,1.2853,0.00923872,1.8757
05/04/2005,1.2867,0.00924727,1.8808
06/04/2005,1.2875,0.00920810,1.8805
07/04/2005,1.2856,0.00920471,1.8697
08/04/2005,1.2923,0.00923190,1.8844
11/04/2005,1.2981,0.00928332,1.8908
12/04/2005,1.2922,0.00928074,1.8907
13/04/2005,1.2909,0.00930925,1.8936
14/04/2005,1.2823,0.00924641,1.8813
15/04/2005,1.2909,0.00927902,1.8916
18/04/2005,1.3019,0.00930059,1.9036
19/04/2005,1.3073,0.00936680,1.9193
20/04/2005,1.3084,0.00935979,1.9191
21/04/2005,1.3054,0.00935803,1.9081
22/04/2005,1.3065,0.00942951,1.9145
25/04/2005,1.2995,0.00946969,1.911
26/04/2005,1.299,0.00942951,1.906
27/04/2005,1.2935,0.00945179,1.9055
28/04/2005,1.29,0.00942507,1.907
29/04/2005,1.2865,0.00953743,1.907
02/05/2005,1.2862,0.00952743,1.8949
03/05/2005,1.287,0.00951746,1.8908
04/05/2005,1.2943,0.00957120,1.9013
05/05/2005,1.2948,0.00957304,1.9052
06/05/2005,1.2825,0.00952653,1.8907
09/05/2005,1.2833,0.00947418,1.8828
10/05/2005,1.2872,0.00947059,1.8822
11/05/2005,1.28,0.00945805,1.8707
12/05/2005,1.2707,0.00937207,1.8655
13/05/2005,1.2613,0.00931619,1.85
16/05/2005,1.2635,0.00935891,1.8369
17/05/2005,1.2605,0.00930146,1.834
18/05/2005,1.268,0.00935891,1.8407
19/05/2005,1.2639,0.00929454,1.8352
20/05/2005,1.2555,0.00924812,1.8261
23/05/2005,1.2576,0.00929108,1.8288
24/05/2005,1.2588,0.00930319,1.8277
25/05/2005,1.2605,0.00928505,1.8315
26/05/2005,1.2513,0.00926268,1.8209
27/05/2005,1.2585,0.00926612,1.8235
30/05/2005,1.247,0.00926354,1.8235
31/05/2005,1.2305,0.00921658,1.8178
01/06/2005,1.2203,0.00919709,1.809
02/06/2005,1.2285,0.00924385,1.8166
03/06/2005,1.2222,0.00927385,1.8132
06/06/2005,1.2276,0.00935891,1.8238
07/06/2005,1.2281,0.00937998,1.8347
08/06/2005,1.2233,0.00932748,1.8251
09/06/2005,1.2217,0.00930752,1.8199
10/06/2005,1.2119,0.00920979,1.8122
13/06/2005,1.2107,0.00913075,1.8064
14/06/2005,1.2033,0.00913909,1.8068
15/06/2005,1.2116,0.00914913,1.8224
16/06/2005,1.2105,0.00917852,1.8225
17/06/2005,1.2276,0.00920301,1.829
20/06/2005,1.2146,0.00914076,1.823
21/06/2005,1.2182,0.00924214,1.8292
22/06/2005,1.2127,0.00919540,1.8223
23/06/2005,1.2026,0.00918273,1.8145
24/06/2005,1.2096,0.00916170,1.8234
27/06/2005,1.2154,0.00914913,1.8278
28/06/2005,1.2073,0.00910083,1.8163
29/06/2005,1.2078,0.00905551,1.8055
30/06/2005,1.2101,0.00902364,1.7906
01/07/2005,1.1959,0.00895175,1.7704
04/07/2005,1.1905,0.00896057,1.759
05/07/2005,1.1912,0.00895175,1.7557
06/07/2005,1.1923,0.00891186,1.7555
07/07/2005,1.1944,0.00892219,1.7445
08/07/2005,1.1957,0.00891345,1.7359
11/07/2005,1.2075,0.00894534,1.7582
12/07/2005,1.2234,0.00901794,1.777
13/07/2005,1.209,0.00892060,1.757
14/07/2005,1.2089,0.00890551,1.7557
15/07/2005,1.2042,0.00890947,1.7516
18/07/2005,1.2053,0.00894054,1.7491
19/07/2005,1.2036,0.00887154,1.7403
20/07/2005,1.2157,0.00886996,1.7409
21/07/2005,1.217,0.00906125,1.7528
22/07/2005,1.2066,0.00899118,1.7376
25/07/2005,1.2056,0.00897182,1.7471
26/07/2005,1.2017,0.00888888,1.7378
27/07/2005,1.2074,0.00890630,1.7464
28/07/2005,1.2132,0.00891981,1.7561
29/07/2005,1.2125,0.00889679,1.758
01/08/2005,1.2205,0.00891662,1.7705
02/08/2005,1.2198,0.00897666,1.7718
03/08/2005,1.234,0.00900738,1.7793
04/08/2005,1.2378,0.00898634,1.7804
05/08/2005,1.2346,0.00892618,1.7774
08/08/2005,1.2361,0.00892458,1.7867
09/08/2005,1.2368,0.00893335,1.7861
10/08/2005,1.238,0.00903913,1.7951
11/08/2005,1.247,0.00911577,1.811
12/08/2005,1.244,0.00913659,1.815
15/08/2005,1.2366,0.00915164,1.8115
16/08/2005,1.2357,0.00912908,1.8096
17/08/2005,1.2265,0.00909504,1.805
18/08/2005,1.2178,0.00904322,1.7936
19/08/2005,1.217,0.00905797,1.7975
22/08/2005,1.2226,0.00911577,1.8001
23/08/2005,1.223,0.00910498,1.8009
24/08/2005,1.2266,0.00908182,1.8
25/08/2005,1.2312,0.00909918,1.8045
26/08/2005,1.2283,0.00907276,1.801
29/08/2005,1.2227,0.00903832,1.7957
30/08/2005,1.2218,0.00898634,1.7856
31/08/2005,1.235,0.00904159,1.804
01/09/2005,1.2495,0.00910663,1.8335
02/09/2005,1.255,0.00911577,1.8448
05/09/2005,1.2525,0.00915331,1.8435
06/09/2005,1.248,0.00912825,1.8435
07/09/2005,1.2419,0.00907358,1.8366
08/09/2005,1.2393,0.00904404,1.8352
09/09/2005,1.2404,0.00910580,1.8385
12/09/2005,1.2274,0.00907111,1.8193
13/09/2005,1.2267,0.00903750,1.8226
14/09/2005,1.2277,0.00905961,1.8227
15/09/2005,1.222,0.00903423,1.8058
16/09/2005,1.2241,0.00897827,1.8081
